queue_id	batch_id	priority	candidate_class	upstream_signal_or_release_feature	target_or_receptor_system	protease_activation_or_processing_logic	proximal_relay_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M24A-Q0148	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL7	Ccr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4413:59:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0149	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL7	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4413:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0150	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL8	Ccr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4415:58:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0151	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CCL8	Ccr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4415:59:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0152	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CCL8	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4415:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0153	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CX<sub>3</sub>CL1	Cx3cr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4468:74:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0154	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL1	Cxcr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4423:69:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0155	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL10	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4430:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0156	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL10	Cxcr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4430:70:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0157	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL11	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4432:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0158	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL11	Cxcr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4432:70:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0159	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL2	Cxcr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4424:69:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0160	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL3	Cxcr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4426:69:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0161	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL5	Cxcr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4428:69:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0162	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL9	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4429:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0163	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	CXCL9	Cxcr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4429:70:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0164	M24A-B004	P2	gtopdb_noncanonical_receptor_candidate	XCL1	Xcr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4447:75:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0165	M24A-B004	P2	module18_24a_reuse_candidate	astrocyte CCN1	microglial SDC4/lipid buffering	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	matricellular-lipid/debris relay	debris handling and repair-associated buffering	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Mouse SCI and human CNS comparator	lesion-remote astrocytes and microglia	Module 18B read-only cross-module reuse seed	M18B-E032	local:modules/Module_18B_TRACKER.md	CCN1-SDC4 is a cross-module adhesion/lipid relay; preserve the Module 23A boundary	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
M24A-Q0166	M24A-B004	P2	module18_24a_reuse_candidate	CCN1 loss	SDC4 relay	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	CCN1-SDC4 microglial repair relay	neurologic recovery and debris clearance	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Mouse SCI	astrocyte-microglia lesion context	Module 18B read-only cross-module reuse seed	M18B-E043	local:modules/Module_18B_TRACKER.md	Causal depletion evidence does not establish a purified CCN1-SDC4 binding assay	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
M24A-Q0167	M24A-B004	P2	module18_24a_reuse_candidate	extracellular traps	LL37/P2X7R/NF-kappaB	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	trap-product purinergic inflammatory relay	M1-like macrophage/microglia polarization	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Rat SCI and human serum	extracellular traps, macrophages/microglia	Module 18B read-only cross-module reuse seed	M18B-E015	local:modules/Module_18B_TRACKER.md	Human serum correlations are not intervention evidence; receptor necessity is unresolved	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
M24A-Q0168	M24A-B004	P2	module18_24a_reuse_candidate	foam-cell lipid accumulation	C1q	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	lipid/debris-to-complement induction	C1q-associated synaptic engulfment	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Mouse SCI and macrophage culture	foam-cell and lesion macrophage states	Module 18B read-only cross-module reuse seed	M18B-E017	local:modules/Module_18B_TRACKER.md	Bazedoxifene target specificity and causal lipid species remain unresolved	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
M24A-Q0169	M24A-B004	P2	module18_24a_reuse_candidate	P2X7R	microglial/gliotic inflammation	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	P2X7R inflammatory relay	microglial activation, gliosis, neutrophils, functional deficit	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Mouse traumatic SCI	microglia, astrocytes, neutrophils	Module 18B read-only cross-module reuse seed	M18B-E003	PMCID:PMC2718350	Systemic BBG is not perfectly receptor-specific; keep phenotype separate from direct ATP binding	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
M24A-Q0170	M24A-B004	P2	module18_24a_reuse_candidate	P2Y12R/adenosine	PINK1/Parkin neuronal mitophagy	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	purinergic-mitochondrial repair relay	myelin, axon, neuronal, and locomotor repair	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Mouse SCI	neurons, axons, myelin, injured cord	Module 18B read-only cross-module reuse seed	M18B-E031	local:modules/Module_18B_TRACKER.md	Long-term function is not proof of a direct P2Y12R-to-mitophagy molecular edge	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
M24A-Q0171	M24A-B004	P2	module18_24a_reuse_candidate	TREM2	PI3K-AKT/DAM debris program	not asserted; extract release, cleavage, oligomerization, or enzymatic conversion only when measured	debris-sensor phagocytic relay	debris clearance, fibrosis/inflammation tradeoff	release/identity;receptor or sensor engagement;proximal relay;downstream pathway or cellular function	Mouse SCI	microglia/macrophages and myelin debris	Module 18B read-only cross-module reuse seed	M18B-E020	local:modules/Module_18B_TRACKER.md	TREM2 activation is timing-dependent; do not collapse early clearance and late fibrosis	queued_18_reuse_review	Module18 evidence is reused as a 24A seed only; no Module18 record is altered
