external_regulon_id	source_registry	source_version	species_context	tf_normalized_symbol	tf_normalized_symbol_key	regulon_name	definition_status	membership_semantics	source_record_count	materialized_member_count	export_priority	limitations
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxf1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXF1	foxf1	OmniPath_DoRothEA public regulon: FOXF1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxj2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXJ2	foxj2	OmniPath_DoRothEA public regulon: FOXJ2 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxl2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXL2	foxl2	OmniPath_DoRothEA public regulon: FOXL2 (human)	candidate	public_source_membership	22	22	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxm1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXM1	foxm1	OmniPath_DoRothEA public regulon: FOXM1 (human)	candidate	public_source_membership	38	38	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxo1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXO1	foxo1	OmniPath_DoRothEA public regulon: FOXO1 (human)	candidate	public_source_membership	47	47	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxo3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXO3	foxo3	OmniPath_DoRothEA public regulon: FOXO3 (human)	candidate	public_source_membership	38	38	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxo4	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXO4	foxo4	OmniPath_DoRothEA public regulon: FOXO4 (human)	candidate	public_source_membership	14	14	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxp1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXP1	foxp1	OmniPath_DoRothEA public regulon: FOXP1 (human)	candidate	public_source_membership	174	174	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxp2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXP2	foxp2	OmniPath_DoRothEA public regulon: FOXP2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|foxp3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	FOXP3	foxp3	OmniPath_DoRothEA public regulon: FOXP3 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gabpa	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GABPA	gabpa	OmniPath_DoRothEA public regulon: GABPA (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gata1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GATA1	gata1	OmniPath_DoRothEA public regulon: GATA1 (human)	candidate	public_source_membership	19	19	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gata2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GATA2	gata2	OmniPath_DoRothEA public regulon: GATA2 (human)	candidate	public_source_membership	462	462	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gata3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GATA3	gata3	OmniPath_DoRothEA public regulon: GATA3 (human)	candidate	public_source_membership	489	489	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gata4	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GATA4	gata4	OmniPath_DoRothEA public regulon: GATA4 (human)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gata6	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GATA6	gata6	OmniPath_DoRothEA public regulon: GATA6 (human)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gcm2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GCM2	gcm2	OmniPath_DoRothEA public regulon: GCM2 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gfi1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GFI1	gfi1	OmniPath_DoRothEA public regulon: GFI1 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gfi1b	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GFI1B	gfi1b	OmniPath_DoRothEA public regulon: GFI1B (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gli1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GLI1	gli1	OmniPath_DoRothEA public regulon: GLI1 (human)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gli2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GLI2	gli2	OmniPath_DoRothEA public regulon: GLI2 (human)	candidate	public_source_membership	16	16	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gli3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GLI3	gli3	OmniPath_DoRothEA public regulon: GLI3 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|grhl2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GRHL2	grhl2	OmniPath_DoRothEA public regulon: GRHL2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|gtf2i	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	GTF2I	gtf2i	OmniPath_DoRothEA public regulon: GTF2I (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hbp1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HBP1	hbp1	OmniPath_DoRothEA public regulon: HBP1 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hes1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HES1	hes1	OmniPath_DoRothEA public regulon: HES1 (human)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hey1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HEY1	hey1	OmniPath_DoRothEA public regulon: HEY1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hey2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HEY2	hey2	OmniPath_DoRothEA public regulon: HEY2 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hhex	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HHEX	hhex	OmniPath_DoRothEA public regulon: HHEX (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hic1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HIC1	hic1	OmniPath_DoRothEA public regulon: HIC1 (human)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hif1a	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HIF1A	hif1a	OmniPath_DoRothEA public regulon: HIF1A (human)	candidate	public_source_membership	192	192	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hlf	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HLF	hlf	OmniPath_DoRothEA public regulon: HLF (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hmbox1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HMBOX1	hmbox1	OmniPath_DoRothEA public regulon: HMBOX1 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hmga1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HMGA1	hmga1	OmniPath_DoRothEA public regulon: HMGA1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf1a	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HNF1A	hnf1a	OmniPath_DoRothEA public regulon: HNF1A (human)	candidate	public_source_membership	27	27	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf1b	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HNF1B	hnf1b	OmniPath_DoRothEA public regulon: HNF1B (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HNF4A	hnf4a	OmniPath_DoRothEA public regulon: HNF4A (human)	candidate	public_source_membership	555	555	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4g	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HNF4G	hnf4g	OmniPath_DoRothEA public regulon: HNF4G (human)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxa10	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXA10	hoxa10	OmniPath_DoRothEA public regulon: HOXA10 (human)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxa11	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXA11	hoxa11	OmniPath_DoRothEA public regulon: HOXA11 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxa4	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXA4	hoxa4	OmniPath_DoRothEA public regulon: HOXA4 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxa5	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXA5	hoxa5	OmniPath_DoRothEA public regulon: HOXA5 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxb13	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXB13	hoxb13	OmniPath_DoRothEA public regulon: HOXB13 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxb7	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXB7	hoxb7	OmniPath_DoRothEA public regulon: HOXB7 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxc11	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXC11	hoxc11	OmniPath_DoRothEA public regulon: HOXC11 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hoxc8	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	HOXC8	hoxc8	OmniPath_DoRothEA public regulon: HOXC8 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
