edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E061	LAMA3/LAMB3/LAMC2 laminin-332	modulates	ITGA3:ITGB1 FAK/SRC relay	laminin-332 focal-contact signaling	modulating	directed	gamma2-containing laminin matrix	alpha3beta1 integrin	804G carcinoma cells	basement-membrane compartment	rat	non-SCI mechanistic anchor	receptor_proximal_relay	reviewed_batch007	gamma2 knockdown, alpha3/beta1 blockade, pFAK/pSrc	medium-high	P1	RETAIN_AS_COMPLEX_RELAY_NOT_ISOLATED_LAMA3
M23A-E062	LAMA3/LAMB3/LAMC2 laminin-332	binds	ITGA6:ITGB1	laminin-332 adhesion	increasing	directed	laminin-332 basement-membrane matrix	alpha6beta1 integrin	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	purified laminin-332-alpha6beta1 binding	 high	P1	RETAIN_AS_COMPLEX_LEVEL_DIRECT_EDGE
M23A-E063	LAMA3/LAMB3/LAMC2 laminin-332	binds	ITGA6:ITGB4	laminin-332 hemidesmosome adhesion	increasing	directed	laminin-332 basement-membrane matrix	alpha6beta4 integrin	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	purified laminin-332-alpha6beta4 binding	 high	P1	RETAIN_AS_COMPLEX_LEVEL_DIRECT_EDGE
M23A-E064	LAMA3/LAMB3/LAMC2 laminin-332	promotes	ITGA6:ITGB4 hemidesmosome organization	laminin-332 stable matrix adhesion	promoting	directed	polymerized laminin-332 matrix	alpha6beta4 integrin	keratinocytes and epithelial cells	basement-membrane compartment	human	non-SCI mechanistic anchor	downstream_pathway_or_cellular_function	reviewed_batch007	integrin blockade and hemidesmosome-like adhesion assays	medium-high	P1	RETAIN_AS_COMPLEX_FUNCTIONAL_EDGE
M23A-E065	LAMA4/LAMB1/LAMC1 laminin-411	binds	ITGA6:ITGB1	laminin-411 adhesion	increasing	directed	laminin-411 matrix	alpha6beta1 integrin	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	modest purified laminin-411-alpha6beta1 binding	medium-high	P1	RETAIN_AS_COMPLEX_LEVEL_DIRECT_EDGE
M23A-E066	LAMA4/LAMB1/LAMC1 laminin-411	binds	ITGA7X1:ITGB1	laminin-411 adhesion	increasing	directed	laminin-411 matrix	alpha7X1beta1 integrin	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	modest purified laminin-411-alpha7X1beta1 binding	medium	P1	RETAIN_AS_SPLICE_RESOLVED_DIRECT_EDGE
M23A-E067	LAMA5/LAMB1/LAMC1 laminin-511	binds	DAG1/alpha-dystroglycan	laminin-511 dystroglycan adhesion	increasing	directed	laminin-511 complex	alpha-dystroglycan	adult hiPSCs and recombinant DG-Fc	matrix compartment	human; mouse	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	alpha5-derived sequence and LM511-E8 binding assays	 high	P1	RETAIN_AS_ALPHA5_COMPLEX_DAG1_EDGE
M23A-E068	LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521	binds	ITGA3:ITGB1	laminin-511/521 adhesion	increasing	directed	laminin-511/521 matrix	alpha3beta1 integrin	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	purified laminin-511/521-alpha3beta1 binding	 high	P1	RETAIN_AS_COMPLEX_LEVEL_DIRECT_EDGE
M23A-E069	LAMA5/LAMB1/LAMC1 laminin-511	binds	ITGA6:ITGB1	laminin-511 molecular interface	increasing	directed	LM511-E8 matrix	alpha6beta1 integrin	purified recombinant structural system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	cryo-EM, crystallography, mutational, and cross-link evidence	 high	P1	RETAIN_AS_STRUCTURALLY_RESOLVED_COMPLEX_EDGE
M23A-E070	LAMA5/LAMB1/LAMC1 laminin-511	modulates	ITGA6:ITGB1 Fyn-RhoA-ROCK/PI3K relay	laminin-511 hiPSC signaling	modulating	directed	LM511-E8 scaffold	alpha6beta1 context	201B7 hiPSCs	matrix and cell-survival compartment	human	non-SCI mechanistic anchor	receptor_proximal_relay	reviewed_batch007	Fyn, PI3K, and RhoA/ROCK readouts on LM511 scaffold	medium	P1	RETAIN_AS_COMPLEX_RELAY_NOT_RECEPTOR_ONLY
M23A-E071	LAMA5/LAMB1/LAMC1 laminin-511	promotes	alpha6beta1-associated hiPSC survival	laminin-511 cell survival	promoting	directed	LM511-E8 scaffold	alpha6beta1 context	201B7 hiPSCs	matrix and cell-survival compartment	human	non-SCI mechanistic anchor	downstream_pathway_or_cellular_function	reviewed_batch007	LM511 scaffold survival and apoptosis assays	medium	P1	RETAIN_AS_COMPLEX_FUNCTIONAL_EDGE
M23A-E072	LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521	binds	ITGA6:ITGB4	laminin-511/521 adhesion	increasing	directed	laminin-511/521 matrix	alpha6beta4 integrin	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	purified laminin-511/521-alpha6beta4 binding	 high	P1	RETAIN_AS_COMPLEX_LEVEL_DIRECT_EDGE
M23A-E073	LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521	binds	ITGA7X1/X2:ITGB1	laminin-511/521 adhesion	increasing	directed	laminin-511/521 matrix	alpha7 splice-variant beta1 integrins	purified recombinant system	extracellular matrix compartment	human recombinant	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch007	purified laminin-511/521-alpha7 splice-variant binding	medium-high	P1	RETAIN_AS_SPLICE_RESOLVED_COMPLEX_EDGE
M23A-E104	THBS4	supports receptor-mediated adhesion	ITGAV:ITGB3	THBS4 inflammatory adhesion	promoting	directed	THBS4 matrix context	alphaVbeta3 integrin	primary human PMNs and mouse macrophages	extracellular matrix compartment	human; mouse	non-SCI inflammatory model	receptor_proximal_relay	reviewed_batch009	beta3 blockade and p38 assays	medium	P2	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E105	TNC TNfn3 RGD	binds	ITGA8:ITGB1	TNC-alpha8beta1 adhesion	increasing	directed	TNC TNfn3 domain	alpha8beta1 integrin	transfected cells and chick neurons	extracellular matrix compartment	human; chick	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	soluble alpha8beta1-AP, affinity matrices, and blocking antibodies	medium-high	P1	RETAIN_AS_DOMAIN_LEVEL_DIRECT_EDGE
M23A-E106	TNC TNfn3	binds	ITGA9:ITGB1	TNC-alpha9beta1 adhesion	increasing	directed	TNC TNfn3 IDG/AEIDGIEL domain	alpha9beta1 integrin	transfected cells	extracellular matrix compartment	human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	mutagenesis and peptide competition	 high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E107	TNC RGD domain	binds	ITGAV:ITGB3	TNC-alphaVbeta3 adhesion	increasing	directed	TNC RGD domain	alphaVbeta3 integrin	endothelial and vascular smooth-muscle systems	extracellular matrix compartment	human; rat	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	affinity purification, receptor assays, and RGD-dependent adhesion	 high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E108	TNC	engages	ITGAV:ITGB3-EGFR phosphorylation relay	TNC smooth-muscle growth	modulating	directed	TNC matrix	alphaVbeta3 integrin	A10 vascular smooth-muscle cells	extracellular matrix compartment	rat	non-SCI mechanistic anchor	receptor_proximal_relay	reviewed_batch009	alphaVbeta3 response and EGFR phosphorylation	medium	P2	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E109	TNC	binds	ITGAV:ITGB6	TNC-alphaVbeta6 adhesion	increasing	directed	TNC matrix	alphaVbeta6 integrin	MCF-7 cells	extracellular matrix compartment	human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	TNC-agarose binding and alphaV/beta6 neutralization	medium-high	P1	RETAIN_AS_CELLULAR_BINDING_CONTEXT
M23A-E110	TNC	promotes	ITGAV:ITGB6-FAK/EMT function	TNC-alphaVbeta6 cellular output	promoting	directed	TNC matrix	alphaVbeta6 integrin	MCF-7 cells	cellular matrix compartment	human	non-SCI mechanistic anchor	downstream_pathway_or_cellular_function	reviewed_batch009	FAK Y925 and EMT-like phenotype with alphaV/beta6 perturbation	medium	P2	RETAIN_AS_FUNCTIONAL_CONTEXT_NOT_DIRECT_BINDING
M23A-E111	TNIIIA2 processed TNC peptide	activates	SDC4-beta1 integrin relay	TNC cryptic peptide adhesion	promoting	directed	processed TNC peptide	SDC4 and beta1-integrin context	cultured adhesion models	extracellular matrix compartment	human-derived	 non-SCI mechanistic anchor	receptor_proximal_relay	reviewed_batch009	photoaffinity labeling, SDC4 isolation/knockdown, and beta1 activation	medium-high	P2	RETAIN_AS_PROCESSED_PEPTIDE_RELAY
M23A-E112	TNXB FNIII9-10 fragment	binds	ITGAV:ITGB3	TNX cryptic RGD adhesion	increasing	directed	TNX FNIII9-10 fragment	alphaVbeta3 integrin	MG63 and ECV304 cells	extracellular matrix compartment	bovine; human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	RGD mutation and alphaVbeta3 blockade	medium	P2	RETAIN_AS_FRAGMENT_CONTEXT_NOT_FULL_LENGTH_TNXB
M23A-E113	VTN altered-conformation domain	binds	ITGA2B:ITGB3	VTN alphaIIbbeta3 adhesion	increasing	directed	denatured/altered VTN	alphaIIbbeta3 integrin	purified receptors	extracellular matrix compartment	human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	solid-phase native versus denatured VTN binding	medium-high	P2	RETAIN_AS_CONFORMATION_SPECIFIC_EDGE
M23A-E114	VTN RGD	binds	ITGA8:ITGB1	VTN-alpha8beta1 adhesion	increasing	directed	VTN RGD matrix	alpha8beta1 integrin	transfected cells and purified receptor	extracellular matrix compartment	human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	VTN-Sepharose binding and receptor-dependent adhesion	 high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E115	VTN	mediates	ITGAV:ITGB1 adhesion/migration	VTN-alphaVbeta1 function	promoting	directed	VTN matrix	alphaVbeta1 integrin	avian neural crest and human beta-cell models	extracellular matrix compartment	avian; human	non-SCI neural/cellular model	receptor_proximal_relay	reviewed_batch009	blocking antibodies, immunoprecipitation, and adhesion/migration	medium-high	P2	RETAIN_AS_RECEPTOR_FUNCTION_NOT_PURIFIED_BINDING
M23A-E116	VTN RGD	binds	ITGAV:ITGB3	VTN-alphaVbeta3 adhesion	increasing	directed	VTN RGD matrix	alphaVbeta3 integrin	purified receptor system	extracellular matrix compartment	human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	purified receptor solid-phase binding and RGD dependence	 high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E117	VTN	modulates	ITGAV:ITGB3 cytoskeletal adhesion	VTN beta3-tail relay	modulating	directed	VTN matrix	alphaVbeta3 cytoplasmic tail	integrin-expressing cells	cellular matrix compartment	human	non-SCI mechanistic anchor	receptor_proximal_relay	reviewed_batch009	beta3 phosphorylation and cytoskeletal adhesion assays	medium-high	P2	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E118	VTN	mediates	ITGAV:ITGB5 adhesion/endocytosis	VTN-alphaVbeta5 function	promoting	directed	VTN matrix	alphaVbeta5 integrin	melanoma and breast-cancer cell lines	extracellular matrix compartment	human	non-SCI cellular model	receptor_proximal_relay	reviewed_batch009	function-blocking antibodies and receptor-specific adhesion assays	medium-high	P2	RETAIN_AS_RECEPTOR_FUNCTION_NOT_PURIFIED_BINDING
M23A-E119	VTN	binds	ITGAV:ITGB8	VTN-alphaVbeta8 adhesion	increasing	directed	VTN RGD matrix	alphaVbeta8 integrin	purified receptor assays	extracellular matrix compartment	human	non-SCI mechanistic anchor	ligand_receptor_binding	reviewed_batch009	affinity chromatography and ligand-specificity screen	medium-high	P2	RETAIN_AS_CONTEXT_SPECIFIC_DIRECT_EDGE
M23A-E120	VWF RGDS	binds	ITGA2B:ITGB3	VWF platelet binding	increasing	directed	VWF RGDS domain	alphaIIbbeta3 headpiece	plasma/recombinant systems and RGES knock-in mouse	vascular/platelet compartment	human; mouse	platelet/in-vivo model	ligand_receptor_binding	reviewed_batch009	direct headpiece binding and RGDS-to-RGES perturbation	 high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E121	VWF	mediates	GPIB alpha capture followed by ITGA2B:ITGB3 arrest	VWF platelet arrest	promoting	directed	VWF under shear	GPIB alpha and alphaIIbbeta3 complex	platelets under shear	vascular compartment	human	platelet model	receptor_proximal_relay	reviewed_batch009	flow adhesion and activated alphaIIbbeta3 arrest	medium	P2	RETAIN_AS_MULTI_RECEPTOR_PATHWAY_CONTEXT
M23A-E122	VWF RGD	mediates	ITGAV:ITGB3 endothelial adhesion	VWF-alphaVbeta3 adhesion	promoting	directed	VWF RGD domain	alphaVbeta3 integrin	HUVECs and endothelial systems	extracellular matrix compartment	human	non-SCI endothelial model	receptor_proximal_relay	reviewed_batch009	RGD mutant and alphaVbeta3 blockade	medium-high	P2	RETAIN_AS_RECEPTOR_FUNCTION_NOT_PURIFIED_BINDING
M23A-E123	mechanical stiffness	modulates	beta1-integrin/ILK-actin/GFAP relay	astrocyte mechanotransduction	modulating	directed	stiffness-defined substrate	beta1-integrin/ILK context	SCI mouse and primary/hESC-derived astrocytes	lesion and substrate compartment	mouse; human	SCI plus in-vitro model	receptor_proximal_relay	reviewed_batch009	AFM stiffness mapping and 200 versus 2000 Pa substrate readouts	medium-high	P1	RETAIN_AS_SCI_MECHANOTRANSDUCTION_CONTEXT
M23A-E124	chronic SCI lesion/rim stiffness	associated_with	fibronectin/GFAP fibrotic scar architecture	chronic lesion mechanics	modulating	directed	chronic contusion lesion/rim	fibronectin/GFAP scar architecture	chronic mouse T11 contusion SCI	lesion compartment	mouse	SCI model	downstream_pathway_or_cellular_function	reviewed_batch009	AFM mechanics mapping and IMP treatment	medium	P2	RETAIN_AS_FUNCTIONAL_CONTEXT_RECEPTOR_UNASSIGNED
M23A-E125	activated A2M/RBD fragment	binds	LRP1	activated A2M-LRP1 binding	increasing	directed	activated/methylamine-modified A2M	LRP1 endocytic receptor	Schwann cells, PC12, cortical neurons, recombinant systems	extracellular and endocytic compartment	human; rat; mouse	neural model	ligand_receptor_binding	reviewed_batch009	direct binding/competition, RAP, LRP1 silencing, and RBD mutants	 high	P1	RETAIN_AS_ACTIVATED_LIGAND_EDGE
M23A-E126	activated A2M/RBD	activates	LRP1-Src-Trk-ERK/Akt relay	activated A2M neural relay	promoting	directed	activated A2M	LRP1 and Src/Trk context	Schwann cells and DRG/neuronal models	neural compartment	rat; mouse	neural model	receptor_proximal_relay	reviewed_batch009	RAP/LRP1 inhibition and Src/Trk/ERK/Akt phosphorylation	 high	P1	RETAIN_AS_RECEPTOR_PROXIMAL_RELAY
M23A-E127	activated A2M/RBD	promotes	ERK/Akt-CREB neurite/survival function	activated A2M neural function	promoting	directed	activated A2M	LRP1-associated pathway	Schwann cells, PC12, neuronal cultures	neural compartment	rat; mouse	neural model	downstream_pathway_or_cellular_function	reviewed_batch009	neurite outgrowth, survival, migration, CREB, and MAPK assays	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_BINDING
M23A-E128	PACAP/ADCYAP1	activates	ADCYAP1R1/PAC1	PACAP receptor activation	promoting	directed	PACAP ligand	PAC1 GPCR	NS-1/PC12, HEK293 PAC1, guinea-pig cardiac neurons	extracellular and membrane compartment	rat; guinea pig; human	non-SCI neural model	ligand_receptor_binding	reviewed_batch009	PACAP stimulation, cAMP, internalization, PLC/PKC, Src, and ERK assays	 high	P1	RETAIN_AS_PAC1_ACTIVATION_EDGE
M23A-E129	PACAP/ADCYAP1	activates	ADCYAP1R1/PAC1-PLC/PKC/Src-ERK relay	PAC1 intracellular signaling	promoting	directed	PACAP ligand	PAC1 GPCR	HEK293 PAC1 and guinea-pig cardiac neurons	membrane and endosomal compartment	rat; guinea pig; human	non-SCI neural model	receptor_proximal_relay	reviewed_batch009	internalization; PLC/DAG/PKC, Src inhibition; ERK readouts	 high	P1	RETAIN_AS_PAC1_RELAY_EDGE
M23A-E130	PACAP/ADCYAP1	promotes	PAC1-ERK/CREB neuritogenesis/excitability	PAC1 neuronal output	promoting	directed	PACAP ligand	PAC1 GPCR pathway	NS-1/PC12 and guinea-pig cardiac neurons	neural compartment	rat; guinea pig	non-SCI neural model	downstream_pathway_or_cellular_function	reviewed_batch009	MEK inhibition, pERK/pCREB, neuritogenesis, and excitability assays	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_BINDING
M23A-E131	PACAP/ADCYAP1	activates	SCTR	PACAP secretin-receptor cross-reactivity	promoting	directed	PACAP ligand	SCTR GPCR	recombinant secretin-receptor CHO systems	extracellular/membrane compartment	rat; human	non-SCI recombinant model	ligand_receptor_binding	reviewed_batch010	radioligand binding and cAMP activation	medium	P2	RETAIN_AS_WEAK_CROSS_REACTIVITY
M23A-E132	PACAP/ADCYAP1	modulates	VPAC1-cAMP/ERK context	PACAP VPAC1 signaling	modulating	directed	PACAP ligand	VPAC1 GPCR	3T3-L1, neuronal, engineered systems	membrane compartment	rat; human	non-SCI model	receptor_proximal_relay	reviewed_batch010	cAMP/ERK/PKC functional assays	low	P3	RETAIN_AS_RELAY_ONLY
M23A-E133	PACAP/ADCYAP1	promotes	VPAC2-PKA/ERK neuronal function	PACAP VPAC2 output	promoting	directed	PACAP ligand	VPAC2 GPCR	hippocampal and engineered systems	neural compartment	rat; human	non-SCI model	downstream_pathway_or_cellular_function	reviewed_batch010	cAMP/PKA/ERK assays	low	P3	RETAIN_AS_FUNCTION_ONLY
