queue_id	batch_id	priority	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_complex_status	receptor_proximal_branch_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M23A-Q0034	M23A-B001	P1	connectome_adhesion_candidate	Hspa1a	Lrp1	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	LRP-family-adhesion/ERK;validate-direct-binding-versus-colocalization	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003744	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0035	M23A-B001	P1	connectome_adhesion_candidate	Hspa4	Lrp1	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	LRP-family-adhesion/ERK;validate-direct-binding-versus-colocalization	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003746	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0036	M23A-B001	P1	connectome_adhesion_candidate	Icam5	Itgb1	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003755	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0037	M23A-B001	P1	connectome_adhesion_candidate	Isg15	Itgal	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003814	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0038	M23A-B001	P1	connectome_adhesion_candidate	Isg15	Itgb2	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003815	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0039	M23A-B001	P1	connectome_adhesion_candidate	Jam3	Itgam	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003827	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0040	M23A-B001	P1	connectome_adhesion_candidate	Jam3	Itgb2	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003828	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0041	M23A-B001	P1	connectome_adhesion_candidate	Lama3	Itga3	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003847	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0042	M23A-B001	P1	connectome_adhesion_candidate	Lgals3	Itgb1	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003876	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=guidance_ecm_family
M23A-Q0043	M23A-B001	P1	connectome_adhesion_candidate	Mfge8	Itga8	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003944	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=growth_factor_family;guidance_ecm_family
M23A-Q0044	M23A-B001	P1	connectome_adhesion_candidate	Mfge8	Itgav	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB15:0001068	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=growth_factor_family;guidance_ecm_family
M23A-Q0045	M23A-B001	P1	connectome_adhesion_candidate	Mfge8	Itgb1	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003945	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=growth_factor_family;guidance_ecm_family
M23A-Q0046	M23A-B001	P1	connectome_adhesion_candidate	Mfge8	Itgb5	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB25:0003946	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=review_then_primary; matched family=growth_factor_family;guidance_ecm_family
M23A-Q0047	M23A-B001	P1	connectome_adhesion_candidate	Mmp9	Lrp1	ConnectomeDB direct seed; exact complex, directionality, and activation state require primary validation	LRP-family-adhesion/ERK;validate-direct-binding-versus-colocalization	not asserted; extract a TF/program only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant receiver state unresolved; extract exact primary model	ConnectomeDB mouse priority guidance/ECM review slice	CDB15:0001078	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/guidance_ecm_family.tsv	ConnectomeDB seed only; reuse Module 20A LR evidence when present, but validate 23A relay/function separately	reviewed_first_pass	Module20A bucket=boundary_review; next action=hold_for_later_family_pass; matched family=guidance_ecm_family
