candidate_id	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_proximal_relay	downstream_tf_or_program	layer1_status	layer2_status	layer3_status	species_posture	SCI_context_posture	status	next_gap
M23A-Q0456	gpcr_receptor_candidate	AGT/AngII	AGTR1B/AT1B	Gq/PLC-IP3/PKC	Ca2+ output	reviewed_supported	reviewed_supported	not_assessed	rat; human	non-SCI receptor model	REVIEWED_FIRST_PASS	no SCI/TF endpoint
M23A-Q0457	matrix_receptor_candidate	AMBN	CD63/ITGB1 complex	Src/RhoA/ERK	adhesion/differentiation	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse; rat	non-SCI model	REVIEWED_FIRST_PASS	complex association only
M23A-Q0458	matrix_receptor_candidate	ANGPT1	alpha5beta1/TEK	FAK/PI3K-AKT	endothelial survival	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	REVIEWED_FIRST_PASS	complex crosstalk
M23A-Q0459	matrix_receptor_candidate	ANGPT1	alpha5beta1/TIE2	FAK/PI3K-AKT	neurite outgrowth	not_direct_binding	reviewed_supported	reviewed_supported	rat; human	non-SCI neural model	REVIEWED_FIRST_PASS	free ITGB1 not supported
M23A-Q0460	matrix_receptor_candidate	ANGPT2	alphaVbeta3/alphaVbeta5/alpha5beta1	FAK/RAC1	migration/sprouting	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	REVIEWED_FIRST_PASS	parallel complexes
M23A-Q0461	matrix_receptor_candidate	ANGPT2	TEK/TIE2	FAK/RAC1	vascular remodeling	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI endothelial model	REVIEWED_FIRST_PASS	context-dependent activation
M23A-Q0462	matrix_receptor_candidate	ANGPTL1	alpha1beta1	FAK/ERK/miR630/SLUG	motility inhibition	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI cancer model	REVIEWED_FIRST_PASS	no purified binding
M23A-Q0463	matrix_receptor_candidate	ANGPTL3	alphaVbeta3	FAK/Akt/MAPK	angiogenesis	reviewed_supported	reviewed_supported	reviewed_supported	human; rat	non-SCI vascular model	REVIEWED_FIRST_PASS	no SCI/TF endpoint
M23A-Q0464	matrix_receptor_candidate	ANGPTL4	alphaVbeta3	VEGFR2/Src	junction stabilization	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI vascular model	REVIEWED_FIRST_PASS	VEGFR2 crosstalk
M23A-Q0465	gpcr_receptor_candidate	AVP	AVPR1A	Gq/PLC-Ca2+/PKC-Src/ERK	cellular activation	not_direct_binding	reviewed_supported	reviewed_supported	rat; human; mouse	non-SCI model	REVIEWED_FIRST_PASS	activation relay
M23A-Q0466	gpcr_receptor_candidate	AVP	AVPR2	Gs/cAMP-PKA-beta-arrestin-Src/ERK	cellular activation	not_direct_binding	reviewed_supported	reviewed_supported	human; rat	non-SCI model	REVIEWED_FIRST_PASS	distinct beta-arrestin branch
M23A-Q0467	chemokine_receptor_candidate	CCL28	CCR10	Gi/Ca2+/ERK/eNOS	SCI chemotaxis/Treg recruitment	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	SCI plus comparator model	REVIEWED_FIRST_PASS	SCI functional component
M23A-Q0468	adhesion_receptor_candidate	CD177	PECAM1/CD31	SHP1/beta2-integrin/Src-ERK	neutrophil migration	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI human model	REVIEWED_FIRST_PASS	allele/state context
M23A-Q0469	adhesion_receptor_candidate	CEACAM1	CEACAM1 homophilic complex	Src/SHP1/2	cell adhesion	reviewed_supported	reviewed_supported	not_assessed	mouse; rat; human	non-SCI adhesion model	REVIEWED_FIRST_PASS	homophilic edge
M23A-Q0470	adhesion_receptor_candidate	PDPN	CLEC-2/CLEC1B	hemITAM-Src/Syk/LAT/PLCgamma2	platelet activation	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	REVIEWED_FIRST_PASS	glycoform-dependent
M23A-Q0471	matrix_receptor_candidate	COL11A1	alpha1beta1/DDR2	Src/PI3K/AKT/NFkB	CAF remodeling	not_direct_binding	reviewed_supported	reviewed_supported	mouse; human	non-SCI cancer model	REVIEWED_FIRST_PASS	complex relay
M23A-Q0472	matrix_receptor_candidate	COL11A1/collagen XI	alpha2beta1	FAK/p38/Akt	CAF remodeling	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	REVIEWED_FIRST_PASS	matrix composition dependent
M23A-Q0473	matrix_receptor_candidate	COL15A1 matrix	alpha2beta1/DDR1/Pyk2	N-cadherin/EMT	migration	not_direct_binding	not_assessed	reviewed_supported	human	non-SCI model	REVIEWED_FIRST_PASS	function only
M23A-Q0474	matrix_receptor_candidate	Endostatin/COL18A1-NC1	alpha5beta1	Src/FAK	adhesion/migration	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI model	REVIEWED_FIRST_PASS	processed fragment
M23A-Q0475	matrix_receptor_candidate	Endostatin/COL18A1-NC1	KDR/VEGFR2	VEGF receptor antagonism	migration	reviewed_supported	reviewed_supported	not_assessed	mouse; human	non-SCI model	REVIEWED_FIRST_PASS	separate receptor edge
M23A-Q0476	matrix_receptor_candidate	Canstatin/COL4A2-NC1	alphaVbeta3	FAK/PI3K-Akt	apoptosis	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI model	REVIEWED_FIRST_PASS	processed fragment
M23A-Q0477	matrix_receptor_candidate	Canstatin/COL4A2-NC1	alphaVbeta5	FAK/PI3K-Akt	apoptosis	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI model	REVIEWED_FIRST_PASS	separate complex
M23A-Q0478	matrix_receptor_candidate	Tumstatin/COL4A3-NC1	alphaVbeta3	FAK/PI3K/Akt/mTOR	antiangiogenic function	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI model	REVIEWED_FIRST_PASS	processed fragment
M23A-Q0479	matrix_receptor_candidate	DMP1	alphaVbeta3	FAK/ERK/JNK	adhesion/osteogenic signaling	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cell model	REVIEWED_FIRST_PASS	co-IP/blockade
M23A-Q0480	matrix_receptor_candidate	DSPP-derived DPP	alphaVbeta1	FAK/ERK-ELK1	DMP1/DSP expression	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI cell model	REVIEWED_FIRST_PASS	processed DPP
M23A-Q0481	matrix_receptor_candidate	ECM1	ITGB4	FAK/GSK3B-SOX2/HIF1A	EMT/metabolic output	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cancer model	REVIEWED_FIRST_PASS	complex relay
M23A-Q0482	matrix_receptor_candidate	EDIL3/Del-1	alphaVbeta3/alphaVbeta5	FAK/ERK	angiogenic/osteogenic output	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; chick	non-SCI vascular model	REVIEWED_FIRST_PASS	parallel complexes
M23A-Q0483	guidance_receptor_candidate	EFNA1	EPHA2	Src/Rho/FAK	adhesion/motility	reviewed_supported	reviewed_supported	reviewed_supported	human recombinant	non-SCI contact model	REVIEWED_FIRST_PASS	clustered ligand
M23A-Q0484	guidance_receptor_candidate	EFNB3	EPHA4	RhoA/PKC/FAK	axon/OPC function	not_direct_binding	reviewed_supported	reviewed_supported	mouse; rat	non-SCI neural model	REVIEWED_FIRST_PASS	contact relay
M23A-Q0485	growth_factor_receptor_candidate	EGF	EGFR-Src-CAV1	CAV1/Grb7	migration	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cell model	REVIEWED_FIRST_PASS	downstream scaffold
M23A-Q0486	growth_factor_receptor_candidate	EPO	EPHB4	Src/STAT3	tumor survival	not_direct_binding	reviewed_supported	reviewed_supported	human; mouse	non-SCI cancer model	REVIEWED_FIRST_PASS	alternative receptor
M23A-Q0487	adhesion_receptor_candidate	FAT4	DCHS1	Hippo-YAP/TAZ-TEAD	osteogenic control	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI developmental model	REVIEWED_FIRST_PASS	effector not terminal TF
M23A-Q0488	matrix_receptor_candidate	FGA alphaC/RGD	alpha5beta1	FAK/ERK	adhesion	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI vascular model	REVIEWED_FIRST_PASS	immobilized ligand
M23A-Q0489	matrix_receptor_candidate	FGA alphaC/RGD	alpha5beta1	FAK/ERK	adhesion	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI vascular model	REVIEWED_FIRST_PASS	no free ITGB1
M23A-Q0490	matrix_receptor_candidate	FN1	alpha5beta1	FAK-Src-RhoA	adhesion/migration	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI matrix model	REVIEWED_FIRST_PASS	direct matrix edge
M23A-Q0491	matrix_receptor_candidate	FN1	PLAUR/beta1/CAV1	Src relay	adhesion/migration	not_direct_binding	reviewed_supported	not_assessed	human	non-SCI cell model	REVIEWED_FIRST_PASS	relay only
M23A-Q0492	matrix_receptor_candidate	FN1	ROBO4/alpha5beta1	Src/ERK	barrier function	not_direct_binding	reviewed_supported	reviewed_supported	human; zebrafish; mouse	non-SCI endothelial model	REVIEWED_FIRST_PASS	complex association
M23A-Q0493	matrix_receptor_candidate	FN1 HepII fragment	SDC4	PKCalpha/RhoA/Rac1/FAK	adhesion/migration	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat	non-SCI cell model	REVIEWED_FIRST_PASS	fragment coreceptor
M23A-Q0494	matrix_receptor_candidate	Processed irisin	alphaVbeta5	FAK/Src	osteocyte/adipocyte function	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	REVIEWED_FIRST_PASS	processed ligand
M23A-Q0495	matrix_receptor_candidate	Processed irisin	alphaVbeta5	FAK/Src	osteocyte/adipocyte function	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	non-SCI biochemical model	REVIEWED_FIRST_PASS	no free ITGB5
M23A-Q0496	gpcr_receptor_candidate	MTNR1B	GNAI2/Gi2	YAP/NFkB	homeostasis	not_direct_binding	reviewed_supported	reviewed_supported	human	non-SCI human model	REVIEWED_FIRST_PASS	association only
M23A-Q0497	gpcr_receptor_candidate	GNRH1	GNRHR	Gq/11-PLC-Ca2+/PKC-Src/EGFR-ERK	cell activation	not_direct_binding	reviewed_supported	reviewed_supported	mouse; human; rat	non-SCI GPCR model	REVIEWED_FIRST_PASS	crosstalk relay
M23A-Q0498	growth_factor_receptor_candidate	HGF	beta1-integrin/ILK	repair program	wound repair	not_direct_binding	not_assessed	reviewed_supported	rat	non-SCI wound model	REVIEWED_FIRST_PASS	canonical MET receptor
M23A-Q0499	chaperone_receptor_candidate	HSP90AA1	ERBB2/HER2	Src/MAPK	client stability	not_direct_binding	reviewed_supported	not_assessed	human	non-SCI cancer/biochemical model	REVIEWED_FIRST_PASS	cytosolic complex
M23A-Q0500	matrix_receptor_candidate	Perlecan/endorepellin	alpha2beta1	SHP1/cytoskeletal	angiostatic function	reviewed_supported	reviewed_supported	reviewed_supported	human; porcine	non-SCI biochemical model	REVIEWED_FIRST_PASS	domain/full-length boundary
M23A-Q0651	receptor_ligand_candidate	ephrin-A4	EphB2	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB2-ephrin-A4 primary binding/activation assay.
M23A-Q0652	receptor_ligand_candidate	ephrin-B1	EphB2	EphB2 functional migration relay	unresolved	family_supported_not_pair_resolved	reviewed_supported	not_assessed	chick developmental comparator	no direct SCI source	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Purified pair binding and SCI-context validation.
M23A-Q0653	receptor_ligand_candidate	ephrin-B2	EphB2	unresolved	unresolved	family_supported_not_pair_resolved	not_assessed	not_assessed	family-level mouse/developmental support	no direct SCI source	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Exact EphB2-ephrin-B2 pair assay.
M23A-Q0654	receptor_ligand_candidate	ephrin-B3	EphB2	unresolved	unresolved	no_pair_resolved_evidence	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB2-ephrin-B3 primary assay.
M23A-Q0655	receptor_ligand_candidate	ephrin-A4	EphB3	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB3-ephrin-A4 primary binding/activation assay.
M23A-Q0656	receptor_ligand_candidate	ephrin-B1	EphB3	family-level EphB relay	unresolved	family_supported_not_pair_resolved	reviewed_supported	not_assessed	family-level developmental support	no direct SCI source	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Exact EphB3-ephrin-B1 pair assay.
M23A-Q0657	receptor_ligand_candidate	ephrin-B2	EphB3	unresolved	unresolved	no_pair_resolved_evidence	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB3-ephrin-B2 primary assay.
M23A-Q0658	receptor_ligand_candidate	ephrin-A4	EphB4	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB4-ephrin-A4 primary binding/activation assay.
M23A-Q0659	receptor_ligand_candidate	ephrin-B1	EphB4	unresolved	unresolved	family_supported_not_pair_resolved	not_assessed	not_assessed	family-level developmental support	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB4-ephrin-B1 pair assay.
M23A-Q0660	receptor_ligand_candidate	ephrin-B2	EphB4	unresolved	unresolved	reviewed_supported	not_assessed	not_assessed	recombinant human structural/biophysical support	no direct SCI source	REVIEWED_SUPPORTED	Cellular EphB4-ephrin-B2 activation and SCI-context validation.
M23A-Q0661	receptor_ligand_candidate	ephrin-A4	EphB6	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	no exact pair-specific source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact EphB6-ephrin-A4 primary binding/activation assay.
M23A-Q0662	receptor_ligand_candidate	ephrin-B1	EphB6	JNK-Rac1 activation-only relay	unresolved	binding_conflicted	reviewed_supported	not_assessed	mouse/human immune-cell comparator	no direct SCI source	REVIEWED_ACTIVATION_ONLY	Resolve conflicting direct-binding result with orthogonal pair-specific assay.
M23A-Q0663	receptor_ligand_candidate	ephrin-B2	EphB6	unresolved	unresolved	reviewed_supported	not_assessed	not_assessed	cell-binding support in transfected COS cells	no direct SCI source	REVIEWED_SUPPORTED	Validate in native EphB6-positive cells and SCI context.
M23A-Q0664	semaphorin_receptor_candidate	Sema3A	NRP1-Plexin-A1	NRP1 ligand-binding/Plexin-A1 transducer	growth-cone collapse	 reviewed_supported	not_assessed	not_assessed	mouse/rat comparator; recombinant	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	Validate complex in SCI-relevant cells.
M23A-Q0665	semaphorin_receptor_candidate	Sema3A	NRP2	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	no positive exact source located	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact Sema3A-NRP2 binding and obligate Plexin partner.
M23A-Q0666	semaphorin_receptor_candidate	Sema3A	NRP1-Plexin-A1	complex contraction/growth-cone relay	axon guidance	 reviewed_supported	reviewed_supported	not_assessed	mouse/rat comparator	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant receptor-proximal perturbation.
M23A-Q0667	semaphorin_receptor_candidate	Sema3A	NRP1-Plexin-A2	complex contraction/growth-cone relay	axon guidance	 reviewed_supported	reviewed_supported	not_assessed	mouse/rat comparator	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant receptor-proximal perturbation.
M23A-Q0668	semaphorin_receptor_candidate	Sema3A	Plexin-A3	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	negative comparison in primary receptor assay	no direct SCI source	BOUNDARY_NOT_PROMOTED	Independent positive exact-pair assay; preserve negative comparison.
M23A-Q0669	semaphorin_receptor_candidate	Sema3A	NRP1-Plexin-A4	growth-cone relay	axon guidance	 reviewed_supported	reviewed_supported	not_assessed	mouse neuronal support	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant receptor-proximal perturbation.
M23A-Q0670	semaphorin_receptor_candidate	Sema3B	NRP1	NRP1-dependent pAKT/apoptosis response	PI3K-AKT/apoptosis	 not_assessed	reviewed_supported	reviewed_supported	human cancer-cell comparator	no direct SCI source	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Resolve Plexin partner and direct binding.
M23A-Q0671	semaphorin_receptor_candidate	Sema3C	NRP1-Plexin-D1	endothelial migration/AKT-FAK-p38 relay	angiogenesis	 not_assessed	reviewed_supported	reviewed_supported	mouse/human vascular support	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant endothelial/perivascular validation.
M23A-Q0672	semaphorin_receptor_candidate	Sema3C	NRP1-Plexin-D1	endothelial migration/AKT-FAK-p38 relay	angiogenesis	 not_assessed	reviewed_supported	reviewed_supported	mouse/human vascular support	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant endothelial/perivascular validation.
M23A-Q0673	semaphorin_receptor_candidate	Sema3D	Plexin-D1	unresolved	unresolved	no_evidence_targeted	not_assessed	not_assessed	NRP1-dependent Sema3D comparator	no direct SCI source	BOUNDARY_NOT_PROMOTED	Exact Sema3D-Plexin-D1 receptor assay.
M23A-Q0674	semaphorin_receptor_candidate	Sema3E	Plexin-D1	thymocyte Plexin-D1 activation	immune activation	 reviewed_supported	reviewed_supported	not_assessed	mouse; recombinant	no direct SCI source	REVIEWED_SUPPORTED	SCI-context validation and downstream branch mapping.
M23A-Q0675	semaphorin_receptor_candidate	Sema3F	NRP2-Plexin-A3	ABL2/RhoA/cytoskeletal relay	axon guidance	 not_assessed	reviewed_supported	reviewed_supported	mouse/human neuronal and vascular support	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant receptor-proximal perturbation.
M23A-Q0676	semaphorin_receptor_candidate	Sema3F	NRP2-Plexin-A1	ABL2/RhoA/cytoskeletal relay	cytoskeletal response	 not_assessed	reviewed_supported	reviewed_supported	human cellular context	no direct SCI source	REVIEWED_CONTEXT_SPECIFIC	Independent exact-pair validation; compare with canonical Plexin-A3 branch.
M23A-Q0677	semaphorin_receptor_candidate	Sema3F	NRP2-Plexin-A3	ABL2/RhoA/cytoskeletal relay	axon guidance	 not_assessed	reviewed_supported	reviewed_supported	mouse/human neuronal and vascular support	no direct SCI source	REVIEWED_SUPPORTED_COMPLEX_LEVEL	SCI-relevant receptor-proximal perturbation.
