pair_key	pair_label_canonical	in_module20a	in_cellchat_priority	in_cellchat_full	in_liana_consensus	module20a_mouse_confidence	module20a_human_confidence	module20a_confidence_extractability	module20a_conservation_status	cellchat_priority_annotations	cellchat_priority_pathways	cellchat_priority_directness	cellchat_priority_source_records
adam17 notch1	Adam17 Notch1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam17 rhbdf2	Adam17 Rhbdf2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam2 cd9	Adam2 Cd9	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam2 itga6	Adam2 Itga6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam2 itga9	Adam2 Itga9	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam2 itgb1	Adam2 Itgb1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam2 itgb7	Adam2 Itgb7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam23 itga4	Adam23 Itga4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam23 itga5	Adam23 Itga5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam23 itgb3	Adam23 Itgb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam28 itga4	Adam28 Itga4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam29 itga4	Adam29 Itga4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam7 itga4	Adam7 Itga4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam7 itgb7	Adam7 Itgb7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam9 itga3	Adam9 Itga3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam9 itga6	Adam9 Itga6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam9 itgav	Adam9 Itgav	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam9 itgb1	Adam9 Itgb1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adam9 itgb5	Adam9 Itgb5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adamts3 ccbe1	Adamts3 Ccbe1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 adcyap1r1	Adcyap1 Adcyap1r1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 adrb2	Adcyap1 Adrb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 adrb3	Adcyap1 Adrb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 dpp4	Adcyap1 Dpp4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 gpr20	Adcyap1 Gpr20	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 gpr84	Adcyap1 Gpr84	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 pth1r	Adcyap1 Pth1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 ramp2	Adcyap1 Ramp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 ramp3	Adcyap1 Ramp3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 sctr	Adcyap1 Sctr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 tshr	Adcyap1 Tshr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 vipr1	Adcyap1 Vipr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adcyap1 vipr2	Adcyap1 Vipr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adipoq adipor1	Adipoq Adipor1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adipoq adipor2	Adipoq Adipor2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adipoq asgr2	Adipoq Asgr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adipoq cnr2	Adipoq Cnr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adipoq gpr152	Adipoq Gpr152	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adipoq prokr2	Adipoq Prokr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm ackr3	Adm Ackr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm adcyap1r1	Adm Adcyap1r1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm adrb2	Adm Adrb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm adrb3	Adm Adrb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcr	Adm Calcr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcr_ramp1	Adm CALCR_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcr_ramp2	Adm CALCR_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcr_ramp3	Adm CALCR_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcrl	Adm Calcrl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcrl_ramp1	Adm CALCRL_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcrl_ramp2	Adm CALCRL_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm calcrl_ramp3	Adm CALCRL_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm dclk3	Adm Dclk3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm gpr182	Adm Gpr182	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm gpr20	Adm Gpr20	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm gpr84	Adm Gpr84	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm mrgprb1	Adm Mrgprb1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm mrgprx2	Adm Mrgprx2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm pth1r	Adm Pth1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm ramp1	Adm Ramp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm ramp2	Adm Ramp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm ramp3	Adm Ramp3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm tshr	Adm Tshr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm vipr1	Adm Vipr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 adcyap1r1	Adm2 Adcyap1r1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 adrb2	Adm2 Adrb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 adrb3	Adm2 Adrb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 calcr	Adm2 Calcr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 calcrl	Adm2 Calcrl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 dclk3	Adm2 Dclk3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 gpr20	Adm2 Gpr20	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 gpr84	Adm2 Gpr84	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 pth1r	Adm2 Pth1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 ramp1	Adm2 Ramp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 ramp2	Adm2 Ramp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 ramp3	Adm2 Ramp3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 tshr	Adm2 Tshr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
adm2 vipr1	Adm2 Vipr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado adora1	Ado Adora1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado adora2a	Ado Adora2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado adora2b	Ado Adora2b	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado adora3	Ado Adora3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a1 adora1	ADO-NT5E_SLC29A1 Adora1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a1 adora2a	ADO-NT5E_SLC29A1 Adora2a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a1 adora2b	ADO-NT5E_SLC29A1 Adora2b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a1 adora3	ADO-NT5E_SLC29A1 Adora3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a2 adora1	ADO-NT5E_SLC29A2 Adora1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a2 adora2a	ADO-NT5E_SLC29A2 Adora2a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a2 adora2b	ADO-NT5E_SLC29A2 Adora2b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a2 adora3	ADO-NT5E_SLC29A2 Adora3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a3 adora1	ADO-NT5E_SLC29A3 Adora1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a3 adora2a	ADO-NT5E_SLC29A3 Adora2a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a3 adora2b	ADO-NT5E_SLC29A3 Adora2b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a3 adora3	ADO-NT5E_SLC29A3 Adora3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a4 adora1	ADO-NT5E_SLC29A4 Adora1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a4 adora2a	ADO-NT5E_SLC29A4 Adora2a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a4 adora2b	ADO-NT5E_SLC29A4 Adora2b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ado-nt5e_slc29a4 adora3	ADO-NT5E_SLC29A4 Adora3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adra1a	ADR-PNMT_SLC18A1 Adra1a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adra1b	ADR-PNMT_SLC18A1 Adra1b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adra1d	ADR-PNMT_SLC18A1 Adra1d	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adra2a	ADR-PNMT_SLC18A1 Adra2a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adra2b	ADR-PNMT_SLC18A1 Adra2b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adra2c	ADR-PNMT_SLC18A1 Adra2c	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adrb1	ADR-PNMT_SLC18A1 Adrb1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adrb2	ADR-PNMT_SLC18A1 Adrb2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a1 adrb3	ADR-PNMT_SLC18A1 Adrb3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adra1a	ADR-PNMT_SLC18A2 Adra1a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adra1b	ADR-PNMT_SLC18A2 Adra1b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adra1d	ADR-PNMT_SLC18A2 Adra1d	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adra2a	ADR-PNMT_SLC18A2 Adra2a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adra2b	ADR-PNMT_SLC18A2 Adra2b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adra2c	ADR-PNMT_SLC18A2 Adra2c	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adrb1	ADR-PNMT_SLC18A2 Adrb1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adrb2	ADR-PNMT_SLC18A2 Adrb2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
adr-pnmt_slc18a2 adrb3	ADR-PNMT_SLC18A2 Adrb3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrn atp1a3	Agrn Atp1a3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrn dag1	Agrn Dag1	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	ECM-Receptor	AGRN	seed_candidate_ecm_or_adhesion_context	CellChat:AGRN_DAG1
agrn itgb1	Agrn Itgb1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrn lrp1	Agrn Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrn lrp2	Agrn Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrn lrp4	Agrn Lrp4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrn musk	Agrn Musk	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrp mc1r	Agrp Mc1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrp mc3r	Agrp Mc3r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrp mc4r	Agrp Mc4r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrp mc5r	Agrp Mc5r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrp sdc1	Agrp Sdc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agrp sdc3	Agrp Sdc3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt adra2a	Agt Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt agtr1a	Agt Agtr1a	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt agtr1b	Agt Agtr1b	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt agtr2	Agt Agtr2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt enpep	Agt Enpep	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt grm7	Agt Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt lrp2	Agt Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt mas1	Agt Mas1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
agt mtnr1a	Agt Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ahsg insr	Ahsg Insr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
aimp1 ntrk1	Aimp1 Ntrk1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
alb b2m_fcgrt	Alb B2m_Fcgrt	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
alb lrp2	Alb Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
alcam cd6	Alcam Cd6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
alcam chl1	Alcam Chl1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
alcam nrp1	Alcam Nrp1	yes	no	no	yes	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
aldo-cyp11b2 nr3c1	Aldo-CYP11B2 Nr3c1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
aldo-cyp11b2 nr3c2	Aldo-CYP11B2 Nr3c2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ambn cd63	Ambn Cd63	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
amelx cd63	Amelx Cd63	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
amelx lamp1	Amelx Lamp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
amelx lamp2	Amelx Lamp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
amh acvr1_amhr2	Amh Acvr1_Amhr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
amh amhr2_acvr1	Amh AMHR2_ACVR1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
amh amhr2_bmpr1a	Amh AMHR2_BMPR1A	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	AMH	seed_candidate_complex_or_cofactor_context	CellChat:AMH_AMHR2_BMPR1A
amh amhr2_bmpr1b	Amh AMHR2_BMPR1B	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	AMH	seed_candidate_complex_or_cofactor_context	CellChat:AMH_AMHR2_BMPR1B
amh egfr	Amh Egfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
amh grem2	Amh Grem2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
androstenedione-cyp17a1 ar	Androstenedione-CYP17A1 Ar	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
androsterone-hsd17b6 nr1h4	Androsterone-HSD17B6 Nr1h4	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
ang egfr	Ang Egfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ang plxnb2	Ang Plxnb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt1 itga5	Angpt1 Itga5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt1 itgb1	Angpt1 Itgb1	yes	no	no	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
angpt1 tek	Angpt1 Tek	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt1 tie1	Angpt1 Tie1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt2 itga5_itgb1	Angpt2 ITGA5_ITGB1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt2 tek	Angpt2 Tek	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt2 tie1	Angpt2 Tie1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt4 tek	Angpt4 Tek	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angpt4 tie1	Angpt4 Tie1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl1 itga1_itgb1	Angptl1 ITGA1_ITGB1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl1 pirb	Angptl1 Pirb	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl1 tek	Angptl1 Tek	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl2 itga5	Angptl2 Itga5	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
angptl2 itga5_itgb1	Angptl2 ITGA5_ITGB1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl2 itgb1	Angptl2 Itgb1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
angptl2 pirb	Angptl2 Pirb	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl2 tie1	Angptl2 Tie1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl2 tlr4	Angptl2 Tlr4	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	ANGPTL	seed_candidate_simple	CellChat:ANGPTL2_TLR4
angptl3 itga5	Angptl3 Itga5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl3 itgav_itgb3	Angptl3 ITGAV_ITGB3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 cdh11	Angptl4 Cdh11	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 cdh5	Angptl4 Cdh5	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 itga5_itgb1	Angptl4 ITGA5_ITGB1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 itgav_itgb3	Angptl4 ITGAV_ITGB3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 sdc1	Angptl4 Sdc1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 sdc2	Angptl4 Sdc2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 sdc3	Angptl4 Sdc3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 sdc4	Angptl4 Sdc4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl4 tie1	Angptl4 Tie1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
angptl7 pirb	Angptl7 Pirb	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 adra2a	Anxa1 Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 dysf	Anxa1 Dysf	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 egfr	Anxa1 Egfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr-rs3	Anxa1 Fpr-rs3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr-rs4	Anxa1 Fpr-rs4	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr-rs6	Anxa1 Fpr-rs6	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr-rs7	Anxa1 Fpr-rs7	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr1	Anxa1 Fpr1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr2	Anxa1 Fpr2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr2_lxa4	Anxa1 FPR2_LXA4	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 fpr3	Anxa1 Fpr3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 grm7	Anxa1 Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa1 mtnr1a	Anxa1 Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa2 robo4	Anxa2 Robo4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
anxa2 tlr2	Anxa2 Tlr2	yes	no	no	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
apela aplnr	Apela Aplnr	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
apln adra2a	Apln Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apln aplnr	Apln Aplnr	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apln grm7	Apln Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apln mtnr1a	Apln Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa1 abca1	Apoa1 Abca1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa1 cubn_amn	Apoa1 CUBN_AMN	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa1 ldlr	Apoa1 Ldlr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa1 lrp1	Apoa1 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa1 lrp2	Apoa1 Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa1 trem2_tyrobp	Apoa1 TREM2_TYROBP	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa2 ldlr	Apoa2 Ldlr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa2 lrp1	Apoa2 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
apoa2 lrp2	Apoa2 Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
