source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	review_status	reason
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	GHRH	VIPR1	Ghrh	Vipr1	GHRH_VIPR1	GHRH	Secreted Signaling	PMID: 10655511	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	GHRH	VIPR2	Ghrh	Vipr2	GHRH_VIPR2	GHRH	Secreted Signaling	PMID: 10655511	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	HGF	MET	Hgf	Met	HGF_MET	HGF	Secreted Signaling	PMID: 28475121	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	ICAM1	SPN	Icam1	Spn	ICAM1_SPN	ICAM	Cell-Cell Contact	PMID: 1683685	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	JAG1	NOTCH1	Jag1	Notch1	JAG1_NOTCH1	NOTCH	Cell-Cell Contact	PMID: 22353464	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	JAG1	NOTCH4	Jag1	Notch4	JAG1_NOTCH4	NOTCH	Cell-Cell Contact	PMID: 22353464	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	JAG2	NOTCH4	Jag2	Notch4	JAG2_NOTCH4	NOTCH	Cell-Cell Contact	PMID: 22353464	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	MDK	SDC2	Mdk	Sdc2	MDK_SDC2	MK	Secreted Signaling	PMID: 28356350	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	MIF	ACKR3	Mif	Ackr3	MIF_ACKR3	MIF	Secreted Signaling	PMID: 26175090	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	NGF	NTRK1	Ngf	Ntrk1	NGF_NTRK1	NT	Secreted Signaling	PMID: 27908981	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	NTF3	NTRK1	Ntf3	Ntrk1	NTF3_NTRK1	NT	Secreted Signaling	PMID: 27908981	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	PDGFA	PDGFRA	Pdgfa	Pdgfra	PDGFA_PDGFRA	PDGF	Secreted Signaling	PMID: 15207812	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	PDGFA	PDGFRB	Pdgfa	Pdgfrb	PDGFA_PDGFRB	PDGF	Secreted Signaling	PMID: 15207812	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	PDGFC	PDGFRA	Pdgfc	Pdgfra	PDGFC_PDGFRA	PDGF	Secreted Signaling	PMID: 15207812	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	PMCH	MERTK	Pmch	Mertk	PMCH_MERTK	PMCH	Secreted Signaling	PMID: 30501104	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	POMC	MC3R	Pomc	Mc3r	POMC_MC3R	MELANOCORTIN	Secreted Signaling	 PMID: 11024027;KEGG: mmu04080	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	POMC	MC4R	Pomc	Mc4r	POMC_MC4R	MELANOCORTIN	Secreted Signaling	 PMID: 11024027;KEGG: mmu04080	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	RELN	LRP8	Reln	Lrp8	RELN_LRP8	RELN	ECM-Receptor	PMID: 14578885	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	RELN	VLDLR	Reln	Vldlr	RELN_VLDLR	RELN	ECM-Receptor	PMID: 14578885	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	RETN	TLR4	Retn	Tlr4	RETN_TLR4	RESISTIN	Secreted Signaling	PMID: 30809105	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SCGB3A2	MARCO	Scgb3a2	Marco	SCGB3A2_MARCO	UGRP1	Secreted Signaling	PMID: 12847263	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SELE	CEACAM1	Sele	Ceacam1	SELE_CEACAM1	CEACAM	Cell-Cell Contact	PMID: 1378450	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SELE	GLG1	Sele	Glg1	SELE_GLG1	SELE	Cell-Cell Contact	PMID: 11404363	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SEMA4A	PLXNB2	Sema4a	Plxnb2	SEMA4A_PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SEMA4A	PLXNB3	Sema4a	Plxnb3	SEMA4A_PLXNB3	SEMA4	Cell-Cell Contact	PMID: 27533782	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SEMA5A	PLXNA3	Sema5a	Plxna3	SEMA5A_PLXNA3	SEMA5	Cell-Cell Contact	PMID: 27533782	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SEMA5B	PLXNA3	Sema5b	Plxna3	SEMA5B_PLXNA3	SEMA5	Cell-Cell Contact	PMID: 27533782	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SEMA6A	PLXNA4	Sema6a	Plxna4	SEMA6A_PLXNA4	SEMA6	Cell-Cell Contact	PMID: 27533782	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	SEMA6B	PLXNA4	Sema6b	Plxna4	SEMA6B_PLXNA4	SEMA6	Cell-Cell Contact	PMID: 27533782	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	VIP	SCTR	Vip	Sctr	VIP_SCTR	VIP	Secreted Signaling	PMID: 21597914	primary_locator_present_unverified	3	CellChatDB.mouse;LIANA.mouseconsensus;NicheNet.neutral_v1	1	320	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	IGF1	ITGA6+ITGB4	Igf1	Itga6_Itgb4	IGF1_ITGA6_ITGB4	IGF	Secreted Signaling	 PMID: 28873464;PMID: 28190785	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	IGF1	ITGAV+ITGB3	Igf1	Itgav_Itgb3	IGF1_ITGAV_ITGB3	IGF	Secreted Signaling	 PMID: 28873464;PMID: 28190785	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	IGF2	ITGA6+ITGB4	Igf2	Itga6_Itgb4	IGF2_ITGA6_ITGB4	IGF	Secreted Signaling	 PMID: 28873464;PMID: 28190785	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	IGF2	ITGAV+ITGB3	Igf2	Itgav_Itgb3	IGF2_ITGAV_ITGB3	IGF	Secreted Signaling	 PMID: 28873464;PMID: 28190785	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	INHBA+INHBB	ACVR1B+ACVR2A	Inhba_Inhbb	Acvr1b_Acvr2a	INHBABB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	 PMID: 22991378;PMID: 2457849	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	INHBA+INHBB	ACVR1B+ACVR2B	Inhba_Inhbb	Acvr1b_Acvr2b	INHBABB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	 PMID: 22991378;PMID: 2457849	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	INHBA+INHBB	ACVR1C+ACVR2A	Inhba_Inhbb	Acvr1c_Acvr2a	INHBABB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	 PMID: 22991378;PMID: 2457849	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	INHBA+INHBB	ACVR1C+ACVR2B	Inhba_Inhbb	Acvr1c_Acvr2b	INHB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	 PMID: 22991378;PMID: 2457849	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	232	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CD160	TNFRSF14	Cd160	Tnfrsf14	CD160_TNFRSF14	CD160	Cell-Cell Contact	PMID:18193050;PMID:21959263	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CD209A	CEACAM1	Cd209a	Ceacam1	CD209A_CEACAM1	CEACAM	Cell-Cell Contact	 PMID: 6246332;PMID: 16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CD80	CD274	Cd80	Cd274	CD80_CD274	CD80	Cell-Cell Contact	 PMID: 18585785;PMID: 17629517	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM1	CD209B	Ceacam1	Cd209b	CEACAM1_CD209B	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM1	CD209C	Ceacam1	Cd209c	CEACAM1_CD209C	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM1	CD209D	Ceacam1	Cd209d	CEACAM1_CD209D	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM1	CD209E	Ceacam1	Cd209e	CEACAM1_CD209E	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM2	CD209A	Ceacam2	Cd209a	CEACAM2_CD209A	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM2	CD209B	Ceacam2	Cd209b	CEACAM2_CD209B	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM2	CD209C	Ceacam2	Cd209c	CEACAM2_CD209C	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM2	CD209D	Ceacam2	Cd209d	CEACAM2_CD209D	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	CEACAM2	CD209E	Ceacam2	Cd209e	CEACAM2_CD209E	CEACAM	Cell-Cell Contact	PMID:16246332;PMID:16282604	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	LRFN4	PTPRD	Lrfn4	Ptprd	LRFN4_PTPRD	PTPR	Cell-Cell Contact	PMID: 23916315;PMID: 29674953	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	LRFN4	PTPRS	Lrfn4	Ptprs	LRFN4_PTPRS	PTPR	Cell-Cell Contact	PMID: 23916315;PMID: 29674953	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	LRFN5	PTPRD	Lrfn5	Ptprd	LRFN5_PTPRD	PTPR	Cell-Cell Contact	PMID: 23916315;PMID: 29674953	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	LRFN5	PTPRF	Lrfn5	Ptprf	LRFN5_PTPRF	PTPR	Cell-Cell Contact	PMID: 23916315;PMID: 29674953	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	LRFN5	PTPRS	Lrfn5	Ptprs	LRFN5_PTPRS	PTPR	Cell-Cell Contact	PMID: 23916315;PMID: 29674953	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	LRRC4B	PTPRD	Lrrc4b	Ptprd	LRRC4B_PTPRD	PTPR	Cell-Cell Contact	PMID: 23916315;PMID: 29674953	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	PTN	NCL	Ptn	Ncl	PTN_NCL	PTN	Secreted Signaling	 PMID: 25620911;PMID: 28356350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	PTPRC	MRC1	Ptprc	Mrc1	PTPRC_MRC1	CD45	Cell-Cell Contact	 PMID: 10575006;PMID: 27601670	primary_locator_present_unverified	2	CellChatDB.mouse;NicheNet.neutral_v1	2	230	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP6	BMPR1B+BMPR2	Bmp6	Bmpr1b_Bmpr2	BMP6_BMPR1B_BMPR2	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR1+ACVR2A	Bmp7	Acvr1_Acvr2a	BMP7_ACVR1_ACVR2A	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR1+ACVR2B	Bmp7	Acvr1_Acvr2b	BMP7_ACVR1_ACVR2B	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR1+BMPR2	Bmp7	Acvr1_Bmpr2	BMP7_ACVR1_BMPR2	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR2A+BMPR1A	Bmp7	Bmpr1a_Acvr2a	BMP7_BMPR1A_ACVR2A	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR2A+BMPR1B	Bmp7	Bmpr1b_Acvr2a	BMP7_BMPR1B_ACVR2A	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR2B+BMPR1A	Bmp7	Bmpr1a_Acvr2b	BMP7_BMPR1A_ACVR2B	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	BMP7	ACVR2B+BMPR1B	Bmp7	Bmpr1b_Acvr2b	BMP7_BMPR1B_ACVR2B	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	2	CellChatDB.mouse;LIANA.mouseconsensus	1	222	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
