module22a_handoff_id	pair_label_canonical	terminal_tf_entities	module21a_evidence_ids	source_locators	source_species	source_cell_type_model	source_assay_or_perturbation	source_relation_type	source_evidence_layer	source_confidence_tier	source_evidence_summary	source_limitations	source_review_status	search_boundary	limitations	disposition	blocker_tags
M22A-HANDOFF-000482	GABA-GAD1_SLC32A1 Gabbr2	CREB	M21A-PAIR-EVID-940	PMID:11588177; PMCID:PMC6763845; PMID:10751439; PMCID:PMC6772195; PMID:17582742; DOI:10.1016/j.cellsig.2007.05.004	rat; mouse	GABAB1/GABAB2 recombinant and neuronal systems; cultured cerebellar granule neurons; sympathetic neurons	GABA or baclofen stimulation; GABAB1/GABAB2 coexpression; G-protein coupling, calcium-current inhibition, ERK1/2 and CREB phosphorylation assays	receptor-complex/pathway edge	receptor_proximal_relay	medium	mature GABA → GABAB1/GABAB2 → Gi/o/Gβγ → ERK1/2 → CREB; GAD1/SLC32A1 source-processing branch not directly tested	GABBR2 supplies surface trafficking and G-protein coupling but is not a standalone mature GABA receptor. The assays used exogenous GABA or baclofen and did not perturb GAD1 or SLC32A1. CREB phosphorylation was measured downstream of GABAB receptor activation.	mapped_to_local_primary_source_packet	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	GABBR2 supplies surface trafficking and G-protein coupling but is not a standalone mature GABA receptor. The assays used exogenous GABA or baclofen and did not perturb GAD1 or SLC32A1. CREB phosphorylation was measured downstream of GABAB receptor activation.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;program_or_function_level_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-000498	GABA-GAD1_SLC6A1 Gabbr1	CREB	M21A-PAIR-EVID-956	PMID:11588177; PMCID:PMC6763845; PMID:10751439; PMCID:PMC6772195; PMID:17582742; DOI:10.1016/j.cellsig.2007.05.004	rat; mouse	GABAB1/GABAB2 recombinant and neuronal systems; cultured cerebellar granule neurons; sympathetic neurons	GABA or baclofen stimulation; GABAB1/GABAB2 coexpression; G-protein coupling, calcium-current inhibition, ERK1/2 and CREB phosphorylation assays	receptor-complex/pathway edge	receptor_proximal_relay	medium	mature GABA → GABAB1/GABAB2 → Gi/o/Gβγ → ERK1/2 → CREB; GAD1/SLC6A1 synthesis/reuptake branch not directly tested	GABBR1 is the ligand-binding component of an obligate GABBR1–GABBR2 receptor complex. Exogenous GABA or baclofen was used; SLC6A1-mediated reuptake and GAD1 synthesis were not perturbed. CREB phosphorylation was measured downstream of GABAB activation.	mapped_to_local_primary_source_packet	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	GABBR1 is the ligand-binding component of an obligate GABBR1–GABBR2 receptor complex. Exogenous GABA or baclofen was used; SLC6A1-mediated reuptake and GAD1 synthesis were not perturbed. CREB phosphorylation was measured downstream of GABAB activation.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;program_or_function_level_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-000499	GABA-GAD1_SLC6A1 Gabbr2	CREB	M21A-PAIR-EVID-957	PMID:11588177; PMCID:PMC6763845; PMID:10751439; PMCID:PMC6772195; PMID:17582742; DOI:10.1016/j.cellsig.2007.05.004	rat; mouse	GABAB1/GABAB2 recombinant and neuronal systems; cultured cerebellar granule neurons; sympathetic neurons	GABA or baclofen stimulation; GABAB1/GABAB2 coexpression; G-protein coupling, calcium-current inhibition, ERK1/2 and CREB phosphorylation assays	receptor-complex/pathway edge	receptor_proximal_relay	medium	mature GABA → GABAB1/GABAB2 → Gi/o/Gβγ → ERK1/2 → CREB; GAD1/SLC6A1 synthesis/reuptake branch not directly tested	GABBR2 supplies surface trafficking and G-protein coupling but is not a standalone mature GABA receptor. Exogenous GABA or baclofen was used; SLC6A1-mediated reuptake and GAD1 synthesis were not perturbed. CREB phosphorylation was measured downstream of GABAB activation.	mapped_to_local_primary_source_packet	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	GABBR2 supplies surface trafficking and G-protein coupling but is not a standalone mature GABA receptor. Exogenous GABA or baclofen was used; SLC6A1-mediated reuptake and GAD1 synthesis were not perturbed. CREB phosphorylation was measured downstream of GABAB activation.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;program_or_function_level_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-000726	Gdf11 Tgfbr1_acvr2b	SMAD2/3 candidate	M21A-PAIR-EVID-032	https://pubmed.ncbi.nlm.nih.gov/31315975/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3820543/	human and mouse	HEK293/R1B-L17 and mouse Cor-1 neural stem cells	ternary structure, mutagenesis, receptor assembly, CAGA12 reporter, pSMAD2/3 and proliferation	direct receptor-complex assembly; receptor-proximal activation; function	receptor_proximal_relay	high	GDF11-ACVR2B-ALK5-SMAD2/3 branch	Exact ternary complex is strong; the neural-stem-cell functional context is not an SCI-cell proxy.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Exact ternary complex is strong; the neural-stem-cell functional context is not an SCI-cell proxy.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-000731	Gdf5 Bmpr1b_acvr2a	SMAD1/5/8 candidate	M21A-PAIR-EVID-033	https://pubmed.ncbi.nlm.nih.gov/8702914/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2670865/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4755026/	rat and mouse	ROB-C26/COS-1 receptor reconstitution and mouse sympathetic neurons	receptor reconstitution, structural binding, receptor perturbation and neurite-growth assays	direct ligand-receptor binding; receptor-complex activation; function	receptor_proximal_relay	medium	GDF5-BMPR1B/ACVR2A-BMP-SMAD branch	BMPR1B binding and receptor use are supported; pSMAD1/5/8 was not isolated in the exact ACVR2A reconstitution.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	BMPR1B binding and receptor use are supported; pSMAD1/5/8 was not isolated in the exact ACVR2A reconstitution.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001297	IL23 complex IL23R_IL12RB1	STAT3;STAT4	M21A-PAIR-EVID-1732	PMID:36560872; PMID:28878115; PMID:29599514	human; mouse	recombinant IL-23 receptor systems; human CD4 T cells and mouse encephalitogenic T-cell models	NanoBiT/NanoBRET receptor-complex and phospho-STAT3 assays; IL-23 stimulation; STAT3/STAT4 disruption and CNS-autoimmunity transfer experiments	exact IL23R-IL12RB1 receptor-complex formation; receptor-proximal STAT3/STAT4 relay; Th17/encephalitogenic cellular function	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	IL-23-IL23R-IL12RB1-JAK/STAT3-STAT4-Th17/CNS-autoimmunity branch	IL23R expression and signaling depend on T-cell differentiation state. The exact receptor complex is supported, but the autoimmune output is not a universal cell-type consequence; no direct promoter-occupancy assay was used. Module 21A cytokine/adhesion/protease promotion batch072 (2026-09-02): exact ligand–receptor complex binding and receptor-proximal or bounded functional relay are raised to high at the validated layer. Exact complex orientation, cofactor, processed-ligand, species, model, assay, and context boundaries remain explicit; no terminal-TF or SCI claim is made.	mapped_to_local_primary_source_packet	Primary downstream review batches074_075; exact pair/family boundary search.	IL23R expression and signaling depend on T-cell differentiation state. The exact receptor complex is supported, but the autoimmune output is not a universal cell-type consequence; no direct promoter-occupancy assay was used.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001317	Inhbb Acvr1b_acvr2a	SMAD2;SMAD3	M21A-PAIR-EVID-4760	PMID:12385827; PMID:26735394; PMID:25253739; DOI:10.1074/jbc.M116.747501	human; mouse	Recombinant activin-B receptor panels; hepatocyte-derived cells; mouse inflammatory-hepcidin models; receptor-reporter systems	Activin-B stimulation; ACVR2A binding/competition; type-I receptor perturbation; SMAD2/3 and SMAD1/5/8 signaling readouts	Activin B binds ACVR2A and can recruit a type-I receptor, but the exact ACVR1B-containing branch is receptor-context dependent	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium	Activin B -> ACVR2A plus type-I activin receptor -> canonical SMAD2/3 or context-dependent noncanonical SMAD1/5/8	The strongest primary mechanistic study resolves ACVR2A/ACVR2B with ALK7 or BMP-type I receptors; ACVR1B assignment is supported by activin-family receptor panels and is not a unique native ACVR1B-ACVR2A holocomplex demonstration.	mapped_to_local_primary_source_packet	Primary downstream review batches194_195; exact pair/family boundary search.	The strongest primary mechanistic study resolves ACVR2A/ACVR2B with ALK7 or BMP-type I receptors; ACVR1B assignment is supported by activin-family receptor panels and is not a unique native ACVR1B-ACVR2A holocomplex demonstration.	not_promoted_under_current_strict_gate	exact_pair_or_family_review_required
M22A-HANDOFF-001318	Inhbb Acvr1b_acvr2b	SMAD2;SMAD3	M21A-PAIR-EVID-4761	PMID:12385827; PMID:26735394; PMID:25253739; DOI:10.1074/jbc.M116.747501	human; mouse	Recombinant activin-B receptor panels; hepatocyte-derived cells; inflammatory mouse liver models	Activin-B binding to ACVR2B; type-I receptor perturbation and SMAD reporter assays; hepcidin induction and receptor blockade	Activin B engages ACVR2B and can transmit through type-I activin receptor complexes, with ACVR1B usage not uniquely resolved	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium	Activin B -> ACVR2B plus type-I activin receptor -> SMAD2/3 or noncanonical SMAD1/5/8 inflammatory-hepcidin branch	ACVR2B is well supported, but the strongest exact type-I assignment in the cited primary work is ALK7 or BMP-type I receptors rather than a uniquely isolated ACVR1B-ACVR2B complex.	mapped_to_local_primary_source_packet	Primary downstream review batches194_195; exact pair/family boundary search.	ACVR2B is well supported, but the strongest exact type-I assignment in the cited primary work is ALK7 or BMP-type I receptors rather than a uniquely isolated ACVR1B-ACVR2B complex.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001319	Inhbb Acvr1c_acvr2a	SMAD2;SMAD3	M21A-PAIR-EVID-4762	PMID:26735394; PMID:12385827; DOI:10.1074/jbc.M116.747501	human; mouse	Mouse hepatocytes and hepatocyte-derived cell lines; recombinant activin-B and ACVR2A/ACVR1C receptor systems	Activin-B stimulation; ACVR2A perturbation; ALK7/ACVR1C-dependent SMAD2/3 reporter and hepcidin assays	Activin B binds ACVR2A and signals through the ALK7/ACVR1C type-I receptor branch	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	Activin B -> ACVR2A/ACVR1C(ALK7) -> SMAD2/3-SMAD4, with hepatocyte-selective noncanonical SMAD1/5/8-hepcidin output	The principal positive model is hepatocyte-selective and includes context-dependent hemojuvelin/BMP-type-I cofactor behavior; this is not an SCI receiver-cell result and does not imply all ACVR2A cells use ALK7.	mapped_to_local_primary_source_packet	Primary downstream review batches194_195; exact pair/family boundary search.	The principal positive model is hepatocyte-selective and includes context-dependent hemojuvelin/BMP-type-I cofactor behavior; this is not an SCI receiver-cell result and does not imply all ACVR2A cells use ALK7.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001320	Inhbb Acvr1c_acvr2b	SMAD2;SMAD3	M21A-PAIR-EVID-4763	PMID:26735394; PMID:12385827; DOI:10.1074/jbc.M116.747501	human; mouse	Mouse hepatocytes and hepatocyte-derived cell lines; recombinant activin-B and ACVR2B/ALK7 receptor systems	Activin-B stimulation; ACVR2B and ACVR1C/ALK7 perturbation; SMAD2/3 and hepcidin output assays	Activin B uses ACVR2B with ACVR1C/ALK7 in a canonical type-II/type-I receptor-complex branch	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	Activin B -> ACVR2B/ACVR1C(ALK7) -> SMAD2/3-SMAD4, with cell-context-specific SMAD1/5/8-hepcidin signaling	The exact positive evidence is strongest in hepatocyte-derived models and receptor perturbation panels; ligand processing, cofactor expression, and type-I receptor competition limit transfer to SCI.	mapped_to_local_primary_source_packet	Primary downstream review batches194_195; exact pair/family boundary search.	The exact positive evidence is strongest in hepatocyte-derived models and receptor perturbation panels; ligand processing, cofactor expression, and type-I receptor competition limit transfer to SCI.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001407	Mstn Tgfbr1_acvr2a	SMAD2;SMAD3	M21A-PAIR-EVID-4769	PMID:14517293; PMCID:PMC230332; PMID:33219121; PMCID:PMC7733802; DOI:10.1128/MCB.23.20.7230-7242.2003; DOI:10.1073/pnas.2019263117	mouse; human recombinant MSTN	C2C12 myoblasts, primary mouse myofibers, HEK293 reporter systems, and muscle-specific receptor genetics	MSTN binding and receptor-complex assays; SMAD2/3 reporters; TGFBR1/ACVR2A perturbation and muscle phenotyping	MSTN signals through an ACVR2A/TGFBR1-containing receptor complex to activate SMAD2/3	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium	MSTN -> ACVR2A/TGFBR1(ALK5) -> SMAD2/3-SMAD4 -> myoblast differentiation and muscle-growth restraint	Type-II receptor usage is redundant and cell-context dependent; the original biochemical study most directly resolved related receptor combinations, while in vivo genetics support receptor-complex use rather than one exclusive holocomplex.	mapped_to_local_primary_source_packet	Primary downstream review batches194_195; exact pair/family boundary search.	Type-II receptor usage is redundant and cell-context dependent; the original biochemical study most directly resolved related receptor combinations, while in vivo genetics support receptor-complex use rather than one exclusive holocomplex.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
