regulator_key	display_symbols	species_scopes	primary_role_category	role_subcategory	source_registries	source_versions	identity_catalogs	candidate_regulon_status	regulon_source_count	regulon_source_registries	regulon_target_count	pair_record_count	target_membership_scope	claimed_effect	target_cell_presence_status	downstream_activation_status	upstream_relay_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
casz1	CASZ1;Casz1	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	3806	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
cc2d1a	CC2D1A;Cc2d1a	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	1322	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
ccdc169-sohlh2	CCDC169-SOHLH2	human	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
cic	CIC;Cic	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	414	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
cpeb1	CPEB1;Cpeb1	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
creb3l2	CREB3L2;Creb3l2	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	126	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
crebl2	CREBL2;Crebl2	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	7	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
csrnp1	CSRNP1;Csrnp1	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
csrnp2	CSRNP2;Csrnp2	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
csrnp3	CSRNP3;Csrnp3	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dbx1	DBX1;Dbx1	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dbx2	DBX2;Dbx2	human;mouse	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dlx6	DLX6;Dlx6	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	database_attributed_regulon_available	2	TFLink	535	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dmrt3	DMRT3;Dmrt3	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dmrta1	DMRTA1;Dmrta1	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	1	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dmrta2	DMRTA2;Dmrta2	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
dmrtb1	DMRTB1;Dmrtb1	human;mouse;vertebrates	catalog_concordant_tf_candidate	identity_supported_pair_unverified	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	database_attributed_regulon_available	1	TFLink	1109	0	aggregated_set_and_or_pair_candidate	unknown	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	candidate_regulon_set_requires_exact_pair_and_cell_context_review	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
