regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	original_triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	identifier_flags	primary_role_category	role_subcategory	role_screen_basis	classification_status	module_route	module22b_eligibility	evidence_readiness	sort_priority	provenance_note
crebl2	CREBL2;Crebl2	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	7	transcript_like_identifier	catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
csrnp1	CSRNP1;Csrnp1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
csrnp2	CSRNP2;Csrnp2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
csrnp3	CSRNP3;Csrnp3	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dbx1	DBX1;Dbx1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dbx2	DBX2;Dbx2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dlx6	DLX6;Dlx6	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	6	1	535		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dmrt3	DMRT3;Dmrt3	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dmrta1	DMRTA1;Dmrta1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	1		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dmrta2	DMRTA2;Dmrta2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dmrtb1	DMRTB1;Dmrtb1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	1109		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dmrtc2	DMRTC2;Dmrtc2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
dprx	DPRX	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
drgx	DRGX	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0	transcript_like_identifier	catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
duxa	DUXA	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
ebf2	EBF2;Ebf2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	14888		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
ebf4	EBF4;Ebf4	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
emx1	EMX1;Emx1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	200		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
esx1	ESX1;Esx1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	1		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
etv3l	ETV3L	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
