complex_id	source_review_id	complex_coverage	pair_label	note
M20B-COMPLEX-004859	M20A-EXT-3084	no_components_present_as_separate_module_pairs	Sema4a NRP1_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004860	M20A-EXT-3085	no_components_present_as_separate_module_pairs	Sema4a NRP1_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004875	M20A-EXT-3100	some_components_present_as_separate_module_pairs	Sema6d Kdr_Plxna1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004876	M20A-EXT-3101	some_components_present_as_separate_module_pairs	Sema6d Plxna1_Trem2_Tyrobp	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004877	M20A-EXT-3102	all_components_present_as_separate_module_pairs	Sema7a Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004917	M20A-EXT-3142	no_components_present_as_separate_module_pairs	Shh PTCH1_SMO	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004918	M20A-EXT-3143	no_components_present_as_separate_module_pairs	Shh PTCH2_SMO	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004970	M20A-EXT-3195	some_components_present_as_separate_module_pairs	Spp1 ITGA4_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004971	M20A-EXT-3196	some_components_present_as_separate_module_pairs	Spp1 ITGA5_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004972	M20A-EXT-3197	all_components_present_as_separate_module_pairs	Spp1 ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004973	M20A-EXT-3198	some_components_present_as_separate_module_pairs	Spp1 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004974	M20A-EXT-3199	some_components_present_as_separate_module_pairs	Spp1 ITGAV_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004975	M20A-EXT-3200	no_components_present_as_separate_module_pairs	Spp1 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004976	M20A-EXT-3201	no_components_present_as_separate_module_pairs	Spp1 ITGAV_ITGB5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004977	M20A-EXT-3202	no_components_present_as_separate_module_pairs	Spp1 ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005020	M20A-EXT-3245	some_components_present_as_separate_module_pairs	Tgfb1 Acvr1_Tgfbr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005021	M20A-EXT-3246	some_components_present_as_separate_module_pairs	Tgfb1 Acvr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005026	M20A-EXT-3251	no_components_present_as_separate_module_pairs	Tgfb1 Itgav_Itgb6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005033	M20A-EXT-3258	some_components_present_as_separate_module_pairs	Tgfb1 Tgfbr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005036	M20A-EXT-3261	no_components_present_as_separate_module_pairs	Tgfb2 Acvr1_Tgfbr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005037	M20A-EXT-3262	no_components_present_as_separate_module_pairs	Tgfb2 Acvr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005039	M20A-EXT-3264	no_components_present_as_separate_module_pairs	Tgfb2 Tgfbr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005041	M20A-EXT-3266	no_components_present_as_separate_module_pairs	Tgfb3 Acvr1_Tgfbr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005042	M20A-EXT-3267	no_components_present_as_separate_module_pairs	Tgfb3 Acvr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005049	M20A-EXT-3274	no_components_present_as_separate_module_pairs	Tgfb3 Tgfbr1_Tgfbr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005058	M20A-EXT-3283	no_components_present_as_separate_module_pairs	Thbs1 Itga2b_Itgb3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005071	M20A-EXT-3296	no_components_present_as_separate_module_pairs	Thy1 ITGAM_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005072	M20A-EXT-3297	no_components_present_as_separate_module_pairs	Thy1 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005073	M20A-EXT-3298	no_components_present_as_separate_module_pairs	Thy1 ITGAX_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005163	M20A-EXT-3388	no_components_present_as_separate_module_pairs	Tslp Crlf2_Il7r	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005164	M20A-EXT-3389	no_components_present_as_separate_module_pairs	Tslp Crlf2_Il7r_Tslp	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005181	M20A-EXT-3406	no_components_present_as_separate_module_pairs	Vcam1 Itga4_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005182	M20A-EXT-3407	no_components_present_as_separate_module_pairs	Vcam1 Itga4_Itgb7	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005183	M20A-EXT-3408	no_components_present_as_separate_module_pairs	Vcam1 Itga9_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005208	M20A-EXT-3433	some_components_present_as_separate_module_pairs	Vegfb Flt1_Kdr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005243	M20A-EXT-3468	no_components_present_as_separate_module_pairs	Vwf Gp1ba_Gp1bb	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005279	M20A-EXT-3504	some_components_present_as_separate_module_pairs	Wnt5b Fzd10_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005280	M20A-EXT-3505	some_components_present_as_separate_module_pairs	Wnt5b Fzd10_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005281	M20A-EXT-3506	some_components_present_as_separate_module_pairs	Wnt5b Fzd1_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005282	M20A-EXT-3507	some_components_present_as_separate_module_pairs	Wnt5b Fzd1_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005283	M20A-EXT-3508	some_components_present_as_separate_module_pairs	Wnt5b Fzd2_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005284	M20A-EXT-3509	some_components_present_as_separate_module_pairs	Wnt5b Fzd2_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005285	M20A-EXT-3510	some_components_present_as_separate_module_pairs	Wnt5b Fzd3_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005286	M20A-EXT-3511	some_components_present_as_separate_module_pairs	Wnt5b Fzd3_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005287	M20A-EXT-3512	some_components_present_as_separate_module_pairs	Wnt5b Fzd5_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005288	M20A-EXT-3513	some_components_present_as_separate_module_pairs	Wnt5b Fzd5_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005289	M20A-EXT-3514	some_components_present_as_separate_module_pairs	Wnt5b Fzd6_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005290	M20A-EXT-3515	some_components_present_as_separate_module_pairs	Wnt5b Fzd6_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005291	M20A-EXT-3516	some_components_present_as_separate_module_pairs	Wnt5b Fzd7_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005292	M20A-EXT-3517	some_components_present_as_separate_module_pairs	Wnt5b Fzd7_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005293	M20A-EXT-3518	some_components_present_as_separate_module_pairs	Wnt5b Fzd8_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005294	M20A-EXT-3519	some_components_present_as_separate_module_pairs	Wnt5b Fzd8_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005295	M20A-EXT-3520	some_components_present_as_separate_module_pairs	Wnt5b Fzd9_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-005296	M20A-EXT-3521	some_components_present_as_separate_module_pairs	Wnt5b Fzd9_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
