pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
tnfsf11 tnfrsf11b	Tnfsf11 Tnfrsf11b	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf11%22%20AND%20%22tnfrsf11b%22;https://europepmc.org/search?query=%22tnfsf11%22%20AND%20%22tnfrsf11b%22	mouse and human	decoy-receptor binding; neutralization	Osteoprotegerin/TNFRSF11B is a secreted decoy receptor that binds RANKL/TNFSF11 and blocks RANK-dependent osteoclast signaling.	TNFRSF11B is soluble/decoy rather than a signaling transmembrane receptor.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf11 tnfrsf11b
tnfsf12 tnfrsf12a	Tnfsf12 Tnfrsf12a	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf12%22%20AND%20%22tnfrsf12a%22;https://europepmc.org/search?query=%22tnfsf12%22%20AND%20%22tnfrsf12a%22	human and mouse	direct ligand-receptor binding; activation	TWEAK/TNFSF12 binds Fn14/TNFRSF12A and activates NF-kappaB, migration, survival, and inflammatory responses in receptor-expressing cells.	TWEAK exists as membrane and soluble forms with different signaling potency.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf12 tnfrsf12a
tnfsf13 tnfrsf13b	Tnfsf13 Tnfrsf13b	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/15851487/;https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13%22%20AND%20%22tnfrsf13b%22;https://europepmc.org/search?query=%22tnfsf13%22%20AND%20%22tnfrsf13b%22	human and mouse B-cell systems	direct mature-ligand binding; receptor-dependent function	APRIL/TNFSF13 binds TACI/TNFRSF13B through its TNF-homology domain and supports B-cell survival/activation.	APRIL processing and oligomerization, including proteoglycan capture, influence receptor activation.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf13 tnfrsf13b
tnfsf13 tnfrsf17	Tnfsf13 Tnfrsf17	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/15851487/;https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13%22%20AND%20%22tnfrsf17%22;https://europepmc.org/search?query=%22tnfsf13%22%20AND%20%22tnfrsf17%22	human and mouse B-cell systems	direct mature-ligand binding; receptor-dependent function	APRIL/TNFSF13 binds BCMA/TNFRSF17 and supports plasma-cell/B-cell survival and activation; biochemical receptor-binding studies identify BCMA as a direct receptor.	APRIL also binds TACI and proteoglycans; mature ligand oligomerization is important.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf13 tnfrsf17
tnfsf13b tnfrsf13b	Tnfsf13b Tnfrsf13b	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/15630136/;https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13b%22%20AND%20%22tnfrsf13b%22;https://europepmc.org/search?query=%22tnfsf13b%22%20AND%20%22tnfrsf13b%22	human and mouse B-cell systems	direct ligand-receptor binding; isotype-switching function	BAFF/TNFSF13B binds TACI/TNFRSF13B and transduces B-cell survival and isotype-switching signals.	BAFF is trimeric/oligomeric and also engages BAFF-R and BCMA.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf13b tnfrsf13b
tnfsf13b tnfrsf13c	Tnfsf13b Tnfrsf13c	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/15630136/;https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13b%22%20AND%20%22tnfrsf13c%22;https://europepmc.org/search?query=%22tnfsf13b%22%20AND%20%22tnfrsf13c%22	human and mouse B-cell systems	direct ligand-receptor binding; receptor-dependent function	BAFF binds BAFF-R/TNFRSF13C and supports B-cell survival and maturation; genetic and cell signaling studies distinguish this receptor from TACI/BCMA.	BAFF-R is selective for BAFF and receptor expression changes across B-cell differentiation.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf13b tnfrsf13c
tnfsf13b tnfrsf17	Tnfsf13b Tnfrsf17	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/10880534/;https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf13b%22%20AND%20%22tnfrsf17%22;https://europepmc.org/search?query=%22tnfsf13b%22%20AND%20%22tnfrsf17%22	human and mouse B-cell systems	direct biochemical binding; survival function	BAFF binds BCMA/TNFRSF17 in receptor-Ig, SPR, cell-surface binding, and in vivo B-cell survival studies.	BAFF affinity for BCMA is weaker than APRIL affinity and depends on ligand/receptor presentation.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf13b tnfrsf17
tnfsf14 ltbr	Tnfsf14 Ltbr	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf14%22%20AND%20%22ltbr%22;https://europepmc.org/search?query=%22tnfsf14%22%20AND%20%22ltbr%22	human and mouse immune systems	direct ligand-receptor binding; NF-kappaB/lymphoid function	LIGHT/TNFSF14 binds LT-beta-R/LTBR and activates lymphoid-organizing and inflammatory signaling.	LIGHT also binds HVEM/TNFRSF14; membrane presentation and trimerization are important.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf14 ltbr
tnfsf14 tnfrsf14	Tnfsf14 Tnfrsf14	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf14%22%20AND%20%22tnfrsf14%22;https://europepmc.org/search?query=%22tnfsf14%22%20AND%20%22tnfrsf14%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	LIGHT/TNFSF14 binds HVEM/TNFRSF14 and regulates T-cell costimulation, survival, and NF-kappaB signaling.	HVEM also binds lymphotoxin-alpha and viral glycoprotein D; ligand competition is context-dependent.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf14 tnfrsf14
tnfsf15 tnfrsf25	Tnfsf15 Tnfrsf25	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf15%22%20AND%20%22tnfrsf25%22;https://europepmc.org/search?query=%22tnfsf15%22%20AND%20%22tnfrsf25%22	human and mouse immune systems	direct ligand-receptor binding; activation	TL1A/TNFSF15 binds DR3/TNFRSF25 and drives inflammatory and T-cell costimulatory responses.	TL1A can be membrane-bound or soluble and effects are cell-type dependent.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf15 tnfrsf25
tnfsf18 tnfrsf18	Tnfsf18 Tnfrsf18	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf18%22%20AND%20%22tnfrsf18%22;https://europepmc.org/search?query=%22tnfsf18%22%20AND%20%22tnfrsf18%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	GITRL/TNFSF18 binds GITR/TNFRSF18 and modulates T-cell survival, activation, and regulatory T-cell function.	GITR signaling is strongly dependent on ligand multimerization and cell context.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf18 tnfrsf18
tnfsf4 tnfrsf4	Tnfsf4 Tnfrsf4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf4%22%20AND%20%22tnfrsf4%22;https://europepmc.org/search?query=%22tnfsf4%22%20AND%20%22tnfrsf4%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	OX40L/TNFSF4 binds OX40/TNFRSF4 and supports T-cell costimulation and survival.	Membrane-bound ligand and receptor clustering are important for activity.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf4 tnfrsf4
