curation_id	external_record_key	species_context	tf_symbol	target_symbol	reference_pmids	public_reference_reuse_pmids	public_reference_reuse_item_count	existing_modules	status
PUBTF-CUR-016091	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000825:1a1a92047a37	mouse	G3UYV8	A0A0R4J0U3	11441147;16636276;17660446;22039518;24099911;26257703;30097595	11441147;16636276;17660446;22039518;24099911;26257703;30097595	28		reference_reuse_review
PUBTF-CUR-016092	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000826:010cb25f21cf	mouse	A0A979HLR9	Col2a1	11447232;12637574;12888570;16650379;18044710;18065760	11447232;12637574;12888570;16650379;18044710;18065760	8		reference_reuse_review
PUBTF-CUR-016093	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000827:c4deabf8b15d	mouse	Sp3	Col2a1	11447232;12186868;12637574;12888570;18065760;22215151;25081415	11447232;12186868;12637574;12888570;18065760;22215151;25081415	8		reference_reuse_review
PUBTF-CUR-016094	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000828:84ef3e487208	mouse	Pax8	Bcl2	11453662;24602166;9413150	11453662;24602166;9413150	4		reference_reuse_review
PUBTF-CUR-016095	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000829:f6d1a8b4e93f	mouse	Esr1	F12	11459781;7588244;8733013;9794469	11459781;7588244;8733013;9794469	3		reference_reuse_review
PUBTF-CUR-016096	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000830:4a7fa526abb3	mouse	Nfat5	Tnf	11485737;12421923;16027109;16458016;18436816;19369291;23269645;25172826;26629045;28915567;29793414;32888231;34031145	11485737;12421923;16027109;16458016;18436816;19369291;23269645;25172826;26629045;28915567;29793414;32888231;34031145	22		reference_reuse_review
PUBTF-CUR-016097	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000831:af3c83dff42e	mouse	Foxo1	Pck1	11467835;11696581;12783775;15564327;16375695;16492665;16804074;20421289;20655898;21285411;21938726;21965330;22068600;22296760;22489460;22521266;22809027;23066095;23231652;23995837;24396063;24444370;24730386;25009184;25360475;25576056;25660144;25736587;26847930;27609066;28218289;28708429;28911865;29773555;30459233;30959128;31871320;32579277;33672754;33811969;34348966;36125908;36627075;36646159;36828244;37516222;37980039	11467835;11696581;12783775;15564327;16375695;16492665;16804074;20421289;20655898;21285411;21938726;21965330;22068600;22296760;22489460;22521266;22809027;23066095;23231652;23995837;24396063;24444370;24730386;25009184;25360475;25576056;25660144;25736587;26847930;27609066;28218289;28708429;28911865;29773555;30459233;30959128;31871320;32579277;33672754;33811969;34348966;36125908;36627075;36646159;36828244;37516222;37980039	18		reference_reuse_review
PUBTF-CUR-016098	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000832:b918259d85bb	mouse	A0A979HLR9	Myc	11470523;2057364;2284094;7753559;8355712;8437848;9492315	11470523;2057364;2284094;7753559;8355712;8437848;9492315	6		reference_reuse_review
PUBTF-CUR-016099	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000833:f3fcdeca6057	mouse	A0A979HLR9	Cyp7b1	11470525;19729835	11470525;19729835	3		reference_reuse_review
PUBTF-CUR-016100	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000834:a9e94f210d57	mouse	Nfkb1	Fas	10022897;10671224;10692445;10871852;11059688;11290773;11473033;11568974;11897677;12086912;12221085;12398896;12700228;12761580;14530313;15143063;15279653;15382040;16317104;16784892;17491711;17786316;18448526;18466468;19628709;19664329;19710540;20181891;20682655;21262250;21278794;21359529;21632719;21850048;22505709;22653339;22669972;23306790;23583404;23604035;23708311;24615103;25730901;25890358;26198099;26432660;26474284;27110557;28038358;29526802;29914415;32504550;35276694;7528667;9733827	10022897;10671224;10692445;10871852;11059688;11290773;11473033;11568974;11897677;12086912;12221085;12398896;12700228;12761580;14530313;15143063;15279653;15382040;16317104;16784892;17491711;17786316;18448526;18466468;19628709;19664329;19710540;20181891;20682655;21262250;21278794;21359529;21632719;21850048;22505709;22653339;22669972;23306790;23583404;23604035;23708311;24615103;25730901;25890358;26198099;26432660;26474284;27110557;28038358;29526802;29914415;32504550;35276694;7528667;9733827	50		reference_reuse_review
PUBTF-CUR-016101	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000835:68583fd1d602	mouse	Smad3	\N	11473361;11590145;11964407;12628005;12632071;21084275;23499802;24330518;24590291;26495794	11473361;11590145;11964407;12628005;12632071;21084275;23499802;24330518;24590291;26495794	10		reference_reuse_review
PUBTF-CUR-016102	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000836:09b332f5162e	mouse	A0A979HLR9	Ifngr1	11477089;17339358;22182699	11477089;17339358;22182699	2		reference_reuse_review
PUBTF-CUR-016103	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000837:d6c500c27394	mouse	Egr1	Cat	11479230;1906159	11479230;1906159	4		reference_reuse_review
PUBTF-CUR-016104	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000838:cd393b5c36df	mouse	A0A979HLR9	Gstp1	11481261;11606500;11960994;11967987;12502798;19856314;22425687;22580340;8557630	11481261;11606500;11960994;11967987;12502798;19856314;22425687;22580340;8557630	7		reference_reuse_review
PUBTF-CUR-016105	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000839:646bf7861eb5	mouse	A0A979HLR9	Gstp2	11481261;11606500;11960994;11967987;12502798;19856314;22425687;22580340;8557630	11481261;11606500;11960994;11967987;12502798;19856314;22425687;22580340;8557630	7		reference_reuse_review
PUBTF-CUR-016106	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000840:731f779767d2	mouse	Ets1	Abcb1a	11483599;20392592;22206665;24602286;32131547;9584201	11483599;20392592;22206665;24602286;32131547;9584201	8		reference_reuse_review
PUBTF-CUR-016107	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000841:7f9e7e5c621e	mouse	Tfap2c	Erbb2	10645007;11485026;15467710;15830141;16488535;17704139;18218085;19671168;19906305;20629094;22964634;29035388;31636386;8895516	10645007;11485026;15467710;15830141;16488535;17704139;18218085;19671168;19906305;20629094;22964634;29035388;31636386;8895516	22		reference_reuse_review
PUBTF-CUR-016108	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000842:8bdbfb53f099	mouse	Sp3	\N	11485307;11495920	11485307;11495920	16		reference_reuse_review
PUBTF-CUR-016109	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000843:0b899a81bd4d	mouse	Sp3	Cyp3a11	11485307;11495920	11485307;11495920	16		reference_reuse_review
PUBTF-CUR-016110	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000844:d2419c0afbd0	mouse	Sp3	Cyp3a13	11485307;11495920	11485307;11495920	16		reference_reuse_review
PUBTF-CUR-016111	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000845:70dc314a9066	mouse	Nfya	Sp3	16024108	16024108	6		reference_reuse_review
PUBTF-CUR-016112	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000846:ef1aa4ee30b7	mouse	A0A979HLR9	\N	11485307;11495920;15100175;30782853	11485307;11495920;15100175;30782853	16		reference_reuse_review
PUBTF-CUR-016113	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000847:6880f21436b7	mouse	A0A979HLR9	Cyp3a11	11485307;11495920;15100175;30782853	11485307;11495920;15100175;30782853	16		reference_reuse_review
PUBTF-CUR-016114	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000848:f87508a4c1c4	mouse	A0A979HLR9	Cyp3a13	11485307;11495920;15100175;30782853	11485307;11495920;15100175;30782853	16		reference_reuse_review
PUBTF-CUR-016115	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000849:535c90ec6d45	mouse	Usf1	\N	10600171;11495920;14742674	10600171;11495920;14742674	16		reference_reuse_review
PUBTF-CUR-016116	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000850:7ac5fde72ea2	mouse	Usf1	Cyp3a11	10600171;11495920;14742674	10600171;11495920;14742674	16		reference_reuse_review
PUBTF-CUR-016117	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000851:3e722206f6eb	mouse	Usf1	Cyp3a13	10600171;11495920;14742674	10600171;11495920;14742674	16		reference_reuse_review
PUBTF-CUR-016118	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000852:2bc8330e9947	mouse	Egr1	Pik3r1	11502738;15449318	11502738;15449318	6		reference_reuse_review
PUBTF-CUR-016119	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000853:b0e4f7e34c07	mouse	Egr1	Ccnd1	11502738;15365258;16267018;16547599;16926376;19850937;19936545;20590664;22147081;23774133;23872169;25638724;29246166;31966355;36765275;36809385;9407106	11502738;15365258;16267018;16547599;16926376;19850937;19936545;20590664;22147081;23774133;23872169;25638724;29246166;31966355;36765275;36809385;9407106	6		reference_reuse_review
PUBTF-CUR-016120	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000854:b38b6554012d	mouse	Egr1	Cdkn1a	10380885;11502738;12629205;12690110;17307334;18316600;18554781;19508870;20144199;20368687;20453878;21642427;22648623;23715767;24384380;26283511;28452807;29383185;29719592;30185552;30286430;31116991;31322266;31371485;33145887;36527644;37012388	10380885;11502738;12629205;12690110;17307334;18316600;18554781;19508870;20144199;20368687;20453878;21642427;22648623;23715767;24384380;26283511;28452807;29383185;29719592;30185552;30286430;31116991;31322266;31371485;33145887;36527644;37012388	8		reference_reuse_review
PUBTF-CUR-016121	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000855:06862fc03e7f	mouse	Ar	Jun	10643885;14614224;16732317;20148354;20610535	10643885;14614224;16732317;20148354;20610535	167		reference_reuse_review
PUBTF-CUR-016122	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000856:05360856db8c	mouse	Myc	Ccne1	11509615;11687642;11983916;14519204;18802399;19564413;20607601;22583478;29044221;29995582;9188852	11509615;11687642;11983916;14519204;18802399;19564413;20607601;22583478;29044221;29995582;9188852	72		reference_reuse_review
PUBTF-CUR-016123	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000857:ba851d91e556	mouse	Sox9	Cdkn1a	11514554;19273910;20651055;22698986;23711496;25371362;30642390;35840806;36775446	11514554;19273910;20651055;22698986;23711496;25371362;30642390;35840806;36775446	4		reference_reuse_review
PUBTF-CUR-016124	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000858:cf0c75781c95	mouse	Sp3	Igfbp3	11517158;12200149;15247904;16456404	11517158;12200149;15247904;16456404	8		reference_reuse_review
PUBTF-CUR-016125	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000859:b28cc247d274	mouse	A0A979HLR9	Igfbp3	11517158;12200149;15247904	11517158;12200149;15247904	8		reference_reuse_review
PUBTF-CUR-016126	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000860:ac59784ea70e	mouse	Stat5b	Igf1	11517160;12682066;14532269;14551225;14570891;14761873;15506072;15677453;15827093;16141355;16339156;17158201;17286229;17327369;17391978;17509524;18276757;18831980;19407495;19443577;19626342;20139685;20160126;20372799;20375991;20378540;20702579;21396575;21592969;22361342;22419735;22999939;23077183;23185594;23392100;24109593;24825400;24914937;25205818;25532910;26330488;26487705;26670721;26703237;27406741;28100634;28324014;28495324;29240807;29697760;31230596;31894268;32127949;33122102;34149626;37009825;37162340	11517160;12682066;14532269;14551225;14570891;14761873;15506072;15677453;15827093;16141355;16339156;17158201;17286229;17327369;17391978;17509524;18276757;18831980;19407495;19443577;19626342;20139685;20160126;20372799;20375991;20378540;20702579;21396575;21592969;22361342;22419735;22999939;23077183;23185594;23392100;24109593;24825400;24914937;25205818;25532910;26330488;26487705;26670721;26703237;27406741;28100634;28324014;28495324;29240807;29697760;31230596;31894268;32127949;33122102;34149626;37009825;37162340	12		reference_reuse_review
PUBTF-CUR-016127	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000861:37ff3d64e778	mouse	Cdx2	Klf4	10556311;11521200;15825076;23202735;30733645	10556311;11521200;15825076;23202735;30733645	4		reference_reuse_review
PUBTF-CUR-016128	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000862:ce94ed5530c7	mouse	Tp53	Hipk2	11532197;11740489;11925430;14990717;16343438;17349959;17658469;18336191;18483253;18809579;18974774;19638586;19642869;19714248;19828042;20418953;21248071;21691232;25313037;25944899;36241057	11532197;11740489;11925430;14990717;16343438;17349959;17658469;18336191;18483253;18809579;18974774;19638586;19642869;19714248;19828042;20418953;21248071;21691232;25313037;25944899;36241057	8		reference_reuse_review
PUBTF-CUR-016129	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000863:3cf899e153fd	mouse	Hnf4a	A0A0R4J0N7	11535594;12069850;15322103;15539409;15550563;15576845;15933209;16264197;17585019;17895379;25175738;27932985;33098092;33462514	11535594;12069850;15322103;15539409;15550563;15576845;15933209;16264197;17585019;17895379;25175738;27932985;33098092;33462514	32		reference_reuse_review
PUBTF-CUR-016130	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000864:40abd798fae0	mouse	Sox10	Dct	11543611;12036907;14706856;15250937;16029420;16857183;17702866;1999537;21519923;28431046	11543611;12036907;14706856;15250937;16029420;16857183;17702866;1999537;21519923;28431046	47		reference_reuse_review
PUBTF-CUR-016131	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000865:29a31dabcc3b	mouse	Tp53	Pten	11120338;11545734;11729185;11906179;11959846;12113656;12217521;12839924;12917634;14689303;14984207;15469940;15843377;16079851;16778187;17043642;17245125;17344317;17703737;18172008;18237430;18316341;19079342;19173293;20182617;20198299;20554748;20733006;20858413;20922462;21594648;21637289;22019339;22152773;22262409;22320914;22957312;23013295;23030661;24767865;24866016;26214777;26244501;26609266;27708408;28213783;28483946;28814964;29330617;29684853;30058678;30697495;30790589;30834688;31185143;32015093;32265358;32922194;34868940;34944094;35456461;36195293;36364182;37668436;37931392;38047587	11120338;11545734;11729185;11906179;11959846;12113656;12217521;12839924;12917634;14689303;14984207;15469940;15843377;16079851;16778187;17043642;17245125;17344317;17703737;18172008;18237430;18316341;19079342;19173293;20182617;20198299;20554748;20733006;20858413;20922462;21594648;21637289;22019339;22152773;22262409;22320914;22957312;23013295;23030661;24767865;24866016;26214777;26244501;26609266;27708408;28213783;28483946;28814964;29330617;29684853;30058678;30697495;30790589;30834688;31185143;32015093;32265358;32922194;34868940;34944094;35456461;36195293;36364182;37668436;37931392;38047587	16		reference_reuse_review
PUBTF-CUR-016132	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000866:7428eb775bd1	mouse	Tp53	Egfr	10029407;11221842;11546792;11713584;11801540;11803461;11875748;12543796;1586628;1685017;18359760;18363968;18391986;18577466;18604200;19507255;19597475;20190820;22053213;24025254;24486524;25862909;26404854;26799187;26820293;28229963;28744358;29568386;30910997;31536166;31822380;32276266;32733026;33941851;33970400;35456461;36977662;8152794;8275422;8887630;9285564;9664135;9671396	10029407;11221842;11546792;11713584;11801540;11803461;11875748;12543796;1586628;1685017;18359760;18363968;18391986;18577466;18604200;19507255;19597475;20190820;22053213;24025254;24486524;25862909;26404854;26799187;26820293;28229963;28744358;29568386;30910997;31536166;31822380;32276266;32733026;33941851;33970400;35456461;36977662;8152794;8275422;8887630;9285564;9664135;9671396	12		reference_reuse_review
