node_id	canonical_name	node_type	node_subtype	gene_symbol	organism_scope	compartment	notes
NODE11286	ApoC3-rich triglyceride-rich lipoprotein	signaling_effector					modules=23B;24B; pathways=ApoC3-LDLR/LRP1 hepatic triglyceride-rich-lipoprotein clearance axis;ApoC3-LDLR/LRP1 lipoprotein clearance axis; label_variants=APOC3-rich triglyceride-rich lipoprotein; ApoC3-rich triglyceride-rich lipoprotein; exportable_edge_count=2
NODE11287	ApoE-bearing particle -> LRP1 -> endocytosis/BBB transcytosis -> CNS delivery and injury-response function	signaling_effector					modules=22B; pathways=phenotype; label_variants=ApoE-bearing particle -> LRP1 -> endocytosis/BBB transcytosis -> CNS delivery and injury-response function; exportable_edge_count=1
NODE11288	ApoE-containing triglyceride-rich lipoprotein	signaling_effector					modules=23B; pathways=ApoE-LRP1 endosomal trafficking;ApoE-LRP1 recycling/clearance function; label_variants=ApoE-containing triglyceride-rich lipoprotein; exportable_edge_count=2
NODE11289	ApoE-enriched HDL re-secretion and hepatic triglyceride-rich-lipoprotein handling	signaling_effector					modules=23B; pathways=ApoE-LRP1 recycling/clearance function; label_variants=ApoE-enriched HDL re-secretion and hepatic triglyceride-rich-lipoprotein handling; exportable_edge_count=1
NODE11290	Apoa1	ligand		Apoa1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Apoa1; exportable_edge_count=1
NODE11291	Apoa4	ligand		Apoa4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Apoa4; exportable_edge_count=1
NODE11292	Apob	ligand		Apob			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Apob; exportable_edge_count=5
NODE11293	Apoe	ligand		Apoe			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Apoe; exportable_edge_count=10
NODE11294	App	ligand		App			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=App; exportable_edge_count=2
NODE11295	Arc	target_gene		Arc			modules=22B; pathways=target_gene; label_variants=Arc; exportable_edge_count=1
NODE11296	Areg	ligand		Areg			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Areg; exportable_edge_count=1
NODE11297	Arg1	target_gene		Arg1			modules=22B; pathways=target_gene; label_variants=Arg1; exportable_edge_count=1
NODE11298	Artn	ligand		Artn			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Artn; exportable_edge_count=2
NODE11299	Atp1a3	receptor		Atp1a3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Atp1a3; exportable_edge_count=1
NODE11300	Atp6ap2	receptor		Atp6ap2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Atp6ap2; exportable_edge_count=1
NODE11301	Avp	ligand		Avp			modules=20B;23B; pathways=module20a_frozen_ligand_receptor;vasopressin V1A signaling;vasopressin V2 signaling; label_variants=AVP; Avp; exportable_edge_count=5
NODE11302	Avpr1a	receptor		Avpr1a			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Avpr1a; exportable_edge_count=2
NODE11303	Avpr1b	receptor		Avpr1b			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Avpr1b; exportable_edge_count=2
NODE11304	Avpr2	receptor		Avpr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Avpr2; exportable_edge_count=2
NODE11305	Axl	receptor		Axl			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Axl; exportable_edge_count=2
NODE11306	B2M-HFE-TFRC iron-homeostasis-HIF1A epithelial-transition program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=B2M-HFE-TFRC iron-homeostasis-HIF1A epithelial-transition program; exportable_edge_count=1
NODE11307	B2M-HFE-associated EMT, invasion, and metastasis phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=B2M-HFE-associated EMT, invasion, and metastasis phenotype; exportable_edge_count=1
NODE11308	B2m_Fcgrt	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=B2m_Fcgrt; exportable_edge_count=1
NODE11309	BAFF -> BAFF-R/TNFRSF13C -> TRAF2/TRAF3/ NIK-NF-kB2 and NF-kB1 -> transitional and mature B-cell survival/maturation	signaling_effector					modules=22B; pathways=phenotype; label_variants=BAFF -> BAFF-R/TNFRSF13C -> TRAF2/TRAF3/ NIK-NF-kB2 and NF-kB1 -> transitional and mature B-cell survival/maturation; exportable_edge_count=1
NODE11310	BAFF -> BAFF-R/TNFRSF13C, TACI/TNFRSF13B or BCMA/TNFRSF17; CD40L/TNFSF5 -> CD40/CD40	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BAFF -> BAFF-R/TNFRSF13C, TACI/TNFRSF13B or BCMA/TNFRSF17; CD40L/TNFSF5 -> CD40/CD40; exportable_edge_count=1
NODE11311	BAFF -> BCMA/TNFRSF17-containing TNFR complex -> TRAF/NF-kB and survival programs in antibody-producing cells	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BAFF -> BCMA/TNFRSF17-containing TNFR complex -> TRAF/NF-kB and survival programs in antibody-producing cells; exportable_edge_count=1
NODE11312	BAFF/TNFSF13B -> TACI/TNFRSF13B -> TRAF/NF-kB-associated B-cell survival and isotype-switching programs	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BAFF/TNFSF13B -> TACI/TNFRSF13B -> TRAF/NF-kB-associated B-cell survival and isotype-switching programs; exportable_edge_count=1
NODE11313	BDKRB1	receptor		BDKRB1			modules=24B; pathways=kinin-B1 receptor SCI bladder relay;kinin-B1 receptor bladder hyperexcitability output; label_variants=BDKRB1; exportable_edge_count=2
NODE11314	BDKRB1/B2R expression after SCII	signaling_effector					modules=24B; pathways=kinin-system receptor induction context; label_variants=BDKRB1/B2R expression after SCII; exportable_edge_count=1
NODE11315	BDKRB2	receptor		BDKRB2			modules=24B; pathways=BDKRB2-PLC/IP3-Ca2+-GDNF relay;bradykinin-B2R-NF-kB neuroprotection relay;bradykinin-B2R-NF-kB neuroprotective output; label_variants=BDKRB2; exportable_edge_count=3
NODE11316	BDNF-p75NTR-associated sympathetic-neuron apoptosis phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=BDNF-p75NTR-associated sympathetic-neuron apoptosis phenotype; exportable_edge_count=1
NODE11317	BDNF-p75NTR/JNK-c-Jun neuronal stress and survival program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BDNF-p75NTR/JNK-c-Jun neuronal stress and survival program; exportable_edge_count=1
NODE11318	BLT1	signaling_effector					modules=24B; pathways=LTB4-BLT1 neutrophil recruitment; label_variants=BLT1; exportable_edge_count=1
NODE11319	BMP type-I/type-II receptor complex (BMPR paralog unresolved)	signaling_effector					modules=21B; pathways=BMP-SMAD; label_variants=BMP type-I/type-II receptor complex (BMPR paralog unresolved); exportable_edge_count=1
NODE11320	BMP-SMAD developmental-regulator differentiation module	signaling_effector					modules=22B; pathways=cell_state_program;target_module; label_variants=BMP-SMAD developmental-regulator differentiation module; exportable_edge_count=2
NODE11321	BMP-responsive endothelial stalk/quiescence program (ID1, ID3, EFNB2)	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP-responsive endothelial stalk/quiescence program (ID1, ID3, EFNB2); exportable_edge_count=1
NODE11322	BMP-responsive satellite-cell proliferation and anti-myogenic differentiation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP-responsive satellite-cell proliferation and anti-myogenic differentiation program; exportable_edge_count=1
NODE11323	BMP4/BMP7-BMPR signaling (paralog unresolved)	signaling_effector					modules=21B; pathways=BMP-SMAD-glial; label_variants=BMP4/BMP7-BMPR signaling (paralog unresolved); exportable_edge_count=1
NODE11324	BMP4/BMP7-SMAD1/5/8 signaling	signaling_effector					modules=21B; pathways=BMP-glial-scar-function; label_variants=BMP4/BMP7-SMAD1/5/8 signaling; exportable_edge_count=1
NODE11325	BMP6/7 -> ACVR1A/ACVR2A or BMPR2 -> SMAD1/5/9 osteoblastic branch; BMPR1B-BMPR2 assignment unresolved	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP6/7 -> ACVR1A/ACVR2A or BMPR2 -> SMAD1/5/9 osteoblastic branch; BMPR1B-BMPR2 assignment unresolved; exportable_edge_count=1
NODE11326	BMP7 -> ACVR1A/ACVR2A-context -> canonical SMAD1/5/9 osteoblastic/developmental signaling	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP7 -> ACVR1A/ACVR2A-context -> canonical SMAD1/5/9 osteoblastic/developmental signaling; exportable_edge_count=1
NODE11327	BMP7 -> ACVR1A/BMPR2-context -> SMAD1/5/9 and osteoblastic signaling	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP7 -> ACVR1A/BMPR2-context -> SMAD1/5/9 and osteoblastic signaling; exportable_edge_count=1
NODE11328	BMP7 -> BMPR1A/BMPR2-context -> SMAD1/5/9 and osteoblastic signaling	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP7 -> BMPR1A/BMPR2-context -> SMAD1/5/9 and osteoblastic signaling; exportable_edge_count=1
NODE11329	BMP7/SMAD-dependent neural differentiation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP7/SMAD-dependent neural differentiation program; exportable_edge_count=1
NODE11330	BMP8A -> ALK3/BMPR1A plus BMPR2 -> SMAD1/5/8 -> spermatogonial differentiation	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP8A -> ALK3/BMPR1A plus BMPR2 -> SMAD1/5/8 -> spermatogonial differentiation; exportable_edge_count=1
NODE11331	BMP8A-SMAD1/5/8 adipocyte signaling program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP8A-SMAD1/5/8 adipocyte signaling program; exportable_edge_count=1
NODE11332	BMP8A/SMAD2/3 adipocyte-differentiation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP8A/SMAD2/3 adipocyte-differentiation program; exportable_edge_count=1
NODE11333	BMP8B/SMAD1/5/9-SMAD2/3 hepatic-stellate inflammatory activation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP8B/SMAD1/5/9-SMAD2/3 hepatic-stellate inflammatory activation program; exportable_edge_count=1
NODE11334	BMP9/GDF2-ACVRL1/ACVR2A endothelial ID1/ID3-EphrinB2 vascular-quiescence program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BMP9/GDF2-ACVRL1/ACVR2A endothelial ID1/ID3-EphrinB2 vascular-quiescence program; exportable_edge_count=1
NODE11335	BMPR1A_ACVR2A	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=BMPR1A_ACVR2A; exportable_edge_count=4
NODE11336	BMPR1A_ACVR2B	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=BMPR1A_ACVR2B; exportable_edge_count=4
NODE11337	BMPR1A_BMPR2	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=BMPR1A_BMPR2; exportable_edge_count=4
NODE11338	BMPR1B_ACVR2B	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=BMPR1B_ACVR2B; exportable_edge_count=4
NODE11339	BMPR1B_BMPR2	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=BMPR1B_BMPR2; Bmpr1b_bmpr2; exportable_edge_count=5
NODE11340	BMPR2 receptor complex	signaling_effector					modules=21B; pathways=BMP-noncanonical-LIMK1; label_variants=BMPR2 receptor complex; exportable_edge_count=1
NODE11341	BTC-EGFR/ERBB4 ERK-ELK1 immediate-early growth program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=BTC-EGFR/ERBB4 ERK-ELK1 immediate-early growth program; exportable_edge_count=1
NODE11342	Bcam	receptor		Bcam			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bcam; exportable_edge_count=1
NODE11343	Bcl2	target_gene		Bcl2			modules=22B; pathways=target_gene; label_variants=Bcl2; exportable_edge_count=2
NODE11344	Bdnf	ligand		Bdnf			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bdnf; exportable_edge_count=2
NODE11345	Bdnf promoter IV	target_gene					modules=22B; pathways=target_gene; label_variants=Bdnf promoter IV; exportable_edge_count=2
NODE11346	Bdnf1	target_gene		Bdnf1			modules=22B; pathways=target_gene; label_variants=Bdnf1; exportable_edge_count=1
NODE11347	Beta1-adrenergic CREB/c-FOS striatal neuronal transcription program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Beta1-adrenergic CREB/c-FOS striatal neuronal transcription program; exportable_edge_count=1
NODE11348	Beta3-adrenergic CRE-IL6 adipocyte transcription program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Beta3-adrenergic CRE-IL6 adipocyte transcription program; exportable_edge_count=1
NODE11349	Bmp10	ligand		Bmp10			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmp10; exportable_edge_count=3
NODE11350	Bmp15	ligand		Bmp15			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmp15; exportable_edge_count=1
NODE11351	Bmp2	ligand		Bmp2			modules=20B;22B; pathways=module20a_frozen_ligand_receptor;target_gene; label_variants=Bmp2; exportable_edge_count=11
NODE11352	Bmp4	ligand		Bmp4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmp4; exportable_edge_count=6
NODE11353	Bmp5	ligand		Bmp5			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmp5; exportable_edge_count=9
NODE11354	Bmp6	ligand		Bmp6			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmp6; exportable_edge_count=8
NODE11355	Bmp7	ligand		Bmp7			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmp7; exportable_edge_count=1
NODE11356	Bmpr1a	receptor		Bmpr1a			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmpr1a; exportable_edge_count=1
NODE11357	Bmpr1b_acvr2a	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=BMPR1B_ACVR2A; Bmpr1b_acvr2a; exportable_edge_count=5
NODE11358	Bmpr2	receptor		Bmpr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmpr2; exportable_edge_count=1
NODE11359	Bmpr2_Tgfbr1	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Bmpr2_Tgfbr1; exportable_edge_count=1
NODE11360	Boc	receptor		Boc			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Boc; exportable_edge_count=3
NODE11361	Btc	ligand		Btc			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Btc; exportable_edge_count=2
NODE11362	C1QTNF5	ligand		C1QTNF5			modules=24B; pathways=C1QTNF5-MFRP RPE adhesion complex; label_variants=C1QTNF5; exportable_edge_count=1
NODE11363	C1q	signaling_effector					modules=24B; pathways=complement-linked synaptic loss;lipid-debris-complement signaling; label_variants=C1q; exportable_edge_count=2
NODE11364	C1ql1	ligand		C1ql1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=C1ql1; exportable_edge_count=1
NODE11365	C1ql2	ligand		C1ql2			modules=20B;24B; pathways=C1QL2-NRXN3 synaptic branch;C1QL2-NRXN3-GluK2/GluK4 synaptic complex;module20a_frozen_ligand_receptor; label_variants=C1QL2; C1ql2; exportable_edge_count=3
NODE11366	C1ql3	ligand		C1ql3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=C1ql3; exportable_edge_count=1
NODE11367	C1ql4	ligand		C1ql4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=C1ql4; exportable_edge_count=1
NODE11368	C3	ligand		C3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=C3; exportable_edge_count=2
NODE11369	C3 breakdown fragments	ligand					modules=24B; pathways=complement fragment targeting and SCI protection; label_variants=C3 breakdown fragments; exportable_edge_count=1
NODE11370	C3/CR3 pathway	signaling_effector					modules=24B; pathways=C3-CR3-NR2B neuropathic-pain branch; label_variants=C3/CR3 pathway; exportable_edge_count=1
NODE11371	C3a	signaling_effector					modules=24B; pathways=C3aR1-PTEN antagonism of CXCR2/PI3K-AKT; label_variants=C3a; exportable_edge_count=1
NODE11372	C3a/C3aR1 signaling	signaling_effector					modules=24B; pathways=C3a-C3aR1-NF-kB p65-Nrf2-UCHL1-proteasome functional output; label_variants=C3a/C3aR1 signaling; exportable_edge_count=1
NODE11373	C3aR1	signaling_effector					modules=24B; pathways=C3a-C3aR1-NF-kB p65-Nrf2- UCHL1 downstream relay;C3aR1-PTEN antagonism of CXCR2/PI3K-AKT; label_variants=C3aR1; exportable_edge_count=2
NODE11374	C3d	ligand		C3d			modules=24B; pathways=C3d-CR2 complement co-receptor binding; label_variants=C3d; exportable_edge_count=1
NODE11375	C5L2/C5aR2	receptor					modules=24B; pathways=C5L2/C5aR2 ligand-clearance branch;C5a-C5L2/C5aR2 decoy and internalization branch; label_variants=C5L2/C5aR2; exportable_edge_count=2
NODE11376	C5a	ligand		C5a			modules=24B; pathways=C5a-C5L2/C5aR2 decoy and internalization branch;C5aR1 acute inflammation and post-acute astrocyte relay; label_variants=C5a; exportable_edge_count=2
NODE11377	C5a/C5a-desArg internalization and degradation	signaling_effector					modules=24B; pathways=C5L2/C5aR2 ligand-clearance branch; label_variants=C5a/C5a-desArg internalization and degradation; exportable_edge_count=1
