species_scope	source_registry	source_version	source_record_id	raw_tf_symbol	normalized_tf_symbol	normalized_tf_symbol_key	tf_uniprot_id	target_count	source_locator	raw_record_sha256	provenance_status	notes
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001012:95cf8dd7f66d	BCL11B	BCL11B	bcl11b	Q9C0K0	8883	https://tflink.net/download/#interaction-gmt	95cf8dd7f66dd554253832231c701d7602174a26827e2421e72bebddef47ce42	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000311:a66fa467866b	BCL3	BCL3	bcl3	P20749	12690	https://tflink.net/download/#interaction-gmt	a66fa467866b096ab2139a85a33810017dfe83314dc405b8dc3f278971586d23	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000143:e3844338d0bb	BCL6	BCL6	bcl6	P41182	13937	https://tflink.net/download/#interaction-gmt	e3844338d0bbb81d0f7a5c0a2bcb1f74613d0031fa7ea21842a6223deb60e789	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001438:0274df4c17bc	BCL6B	BCL6B	bcl6b	Q8N143	140	https://tflink.net/download/#interaction-gmt	0274df4c17bc77749b323e0b294c6d7d8c0fc9e7716ff46089d88e9537367d4d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000960:70ed5d91cc5d	BCLAF1	BCLAF1	bclaf1	Q9NYF8	10154	https://tflink.net/download/#interaction-gmt	70ed5d91cc5d9897aee1a7d610b33a14fd7a57b6962611214319b85dc4201dca	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001087:791c570d0108	BCOR	BCOR	bcor	Q6W2J9	10636	https://tflink.net/download/#interaction-gmt	791c570d0108f832ef8959541e010719fefd65fde998c6c0b7d38d9ddc84b9a0	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000285:756650464d68	BDP1	BDP1	bdp1	A6H8Y1	1031	https://tflink.net/download/#interaction-gmt	756650464d68d2e420d5cd4f98ba1771f24685ba1f6779d1492f62922d622c8e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000732:0127c0b4cede	BHLHA15	BHLHA15	bhlha15	Q7RTS1	2	https://tflink.net/download/#interaction-gmt	0127c0b4cede9c25a9d475f80ab5d7ec51e0e66b23e638522b423d93bca82b9c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001218:88914b5c4bd6	BHLHE22	BHLHE22	bhlhe22	Q8NFJ8	1158	https://tflink.net/download/#interaction-gmt	88914b5c4bd64a27b3fdaeed91ece0f8b9cbb1cca685265b6d25745cd1e1690a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000969:16e7e7cebb5e	BHLHE40	BHLHE40	bhlhe40	O14503	13324	https://tflink.net/download/#interaction-gmt	16e7e7cebb5eab39b03900fb30c8ef5ec1451f1da9b6aa1997cac877b69cd8f2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000350:ff72a30245ea	BHLHE41	BHLHE41	bhlhe41	Q9C0J9	3	https://tflink.net/download/#interaction-gmt	ff72a30245ea7a00fac5bfddef296f1a5522de8b6409cae3eee4545620f16dc8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001155:ac567b06aab7	BICRA	BICRA	bicra	Q9NZM4	5507	https://tflink.net/download/#interaction-gmt	ac567b06aab7a233c1e697463e16297effb3bb4f4442e49ad8695d7940b4d3c6	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000726:d8b913e8a34e	BIN1	BIN1	bin1	O00499	1	https://tflink.net/download/#interaction-gmt	d8b913e8a34e46fa7c5a28ef7931527f08ec0cd293be278c460930e3a41b715c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000623:b60b531db35b	BMI1	BMI1	bmi1	P35226	12665	https://tflink.net/download/#interaction-gmt	b60b531db35bb4fbcd224d26a0e7d2c58ac532bae6a4d284d95103c27f028521	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000904:331f28613d9b	BMPR1A	BMPR1A	bmpr1a	P36894	6840	https://tflink.net/download/#interaction-gmt	331f28613d9b372741b450cda06425eee553b1db0166fb3e108a68655923e937	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000746:257c0d109c63	BPTF	BPTF	bptf	Q12830	958	https://tflink.net/download/#interaction-gmt	257c0d109c635cb6ef3fdb846d38863745ec520e4ad867d065e7050760b2a485	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000158:9b2fa4d70282	BRCA1	BRCA1	brca1	P38398	11619	https://tflink.net/download/#interaction-gmt	9b2fa4d70282cf3bb56c38f12e1b5a0bb411fdab00b0f4a318e8dabe78c244d0	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000397:651bf8d4b751	BRCA2	BRCA2	brca2	P51587	7	https://tflink.net/download/#interaction-gmt	651bf8d4b75159efe49c68046057035b5b2d2ce262586b789211f614b01bf588	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000840:f945200be55c	BRD1	BRD1	brd1	O95696	7340	https://tflink.net/download/#interaction-gmt	f945200be55c274e16d2b23fe58551f533a1ef34eb3616b5d897c2670044962d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000852:e832f733e02a	BRD2	BRD2	brd2	P25440	14439	https://tflink.net/download/#interaction-gmt	e832f733e02a8c5ff0ab85e1b92cc3a99936532fdfccba6c1b9a72cd67e3391e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001159:f8c9df133dd9	BRD3	BRD3	brd3	Q15059	12146	https://tflink.net/download/#interaction-gmt	f8c9df133dd9b946bf2c0a5494c800cb0d28a4d84961eb57fb4f379a309751c9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000931:c23cc9bed6fe	BRD4	BRD4	brd4	O60885	18520	https://tflink.net/download/#interaction-gmt	c23cc9bed6fe771927a588840f49945530a7b21cf7c5168a05b7a8faf64e0bec	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000628:0228306d63da	BRD7	BRD7	brd7	Q9NPI1	6975	https://tflink.net/download/#interaction-gmt	0228306d63da7ecb80260c49c7a8320ee960a98a9ff022eeb513c29edf611375	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001025:61c4cb42af04	BRD9	BRD9	brd9	Q9H8M2	13964	https://tflink.net/download/#interaction-gmt	61c4cb42af043e285cb25d0abb9b3cd599ea9d20b6db46c90c25340778e700d1	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001437:d8d5f5ee1458	BRF1	BRF1	brf1	Q92994	49	https://tflink.net/download/#interaction-gmt	d8d5f5ee145815275051ad324ac21f4ebb993bb2f86021a909b2f8a770d8f3b9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001406:ab8f67477f94	BRF2	BRF2	brf2	Q9HAW0	159	https://tflink.net/download/#interaction-gmt	ab8f67477f94fd247dedb5b3b09695dd933b7781ca030c731aa7d905340fcd65	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000741:382e254c69bf	BRIP1	BRIP1	brip1	Q9BX63	4973	https://tflink.net/download/#interaction-gmt	382e254c69bf0445184bfe678fc88aa1bdc0a26092adb764d78ba9f42e133d32	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000675:7f948703905b	BRPF1	BRPF1	brpf1	P55201	2	https://tflink.net/download/#interaction-gmt	7f948703905b334cf0e2e55c5b6e445831e1e3e33d93f740e5de74e2aa0886d9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000943:811d7ad32dfd	BRPF3	BRPF3	brpf3	Q9ULD4	8669	https://tflink.net/download/#interaction-gmt	811d7ad32dfd19d5ed3c07e93d06d7e1bdcb2175bc63d10a539a526038f35426	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000608:412ee71aea4a	BTAF1	BTAF1	btaf1	O14981	2	https://tflink.net/download/#interaction-gmt	412ee71aea4ae272483fdd0fec1eb47146b8562eb58fe5ce1334be81bfa83d7f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000267:a41b1261e5fa	BTF3	BTF3	btf3	P20290	9	https://tflink.net/download/#interaction-gmt	a41b1261e5fa26a1ac800f854c8d1577e0cf28f0fb130ef187e4329c81ce291d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000309:9b207ee53cac	BTG2	BTG2	btg2	P78543	5	https://tflink.net/download/#interaction-gmt	9b207ee53cac018da85c8a5f2597634c5cf4ec7571d8f5e6e9883571eb1febc8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000057:6dcddbdbfdf4	BTN3A2	BTN3A2	btn3a2	P78410	9	https://tflink.net/download/#interaction-gmt	6dcddbdbfdf4c863855183b04f8ef0274d2843e71d166a06b02110c5850e50b4	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000232:45063e70f6c5	BTN3A3	BTN3A3	btn3a3	O00478	9	https://tflink.net/download/#interaction-gmt	45063e70f6c52dbc1b8d00474a6fcb400736e295c0bc7a86b51865e296798378	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001577:3ec724443013	c-myc	c-myc	c-myc	Q16158	2	https://tflink.net/download/#interaction-gmt	3ec724443013cbba6ba9506502f196ca936fc099b887d8cc33e46d127a54b878	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001565:373cc045456e	CARM1	CARM1	carm1	Q86X55	3	https://tflink.net/download/#interaction-gmt	373cc045456ee2a8cc4a99e96d8eea7deb41ad57d1457fe20d1cc31302084dc1	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001323:6ae5329e2e3a	CASP8AP2	CASP8AP2	casp8ap2	Q9UKL3	292	https://tflink.net/download/#interaction-gmt	6ae5329e2e3a4649a636659e476301a95e3a004ca2f12f3eb018289726d3723b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001204:5ee273f63ff4	CASZ1	CASZ1	casz1	Q86V15	3806	https://tflink.net/download/#interaction-gmt	5ee273f63ff46f277aa7154b5a840b48c0424284ef15160d21d230249e3dc466	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001079:44e86af7daf7	CAT	CAT	cat	P04040	6127	https://tflink.net/download/#interaction-gmt	44e86af7daf775a5431e19f92433677e96095f1f9367d34792a4712e7a034f4c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001319:9ef98070bc5b	CAVIN1	CAVIN1	cavin1	Q6NZI2	345	https://tflink.net/download/#interaction-gmt	9ef98070bc5b770c1daf9b28a71691d179a65e6198caf0806ad02ded3467294d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000876:a6cc8ad6ab83	CBFA2T2	CBFA2T2	cbfa2t2	O43439	4541	https://tflink.net/download/#interaction-gmt	a6cc8ad6ab83d20a9fc01d32b1e1d6b939628e97ed6e05435a8c4f788c749986	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000727:2dc2e6470172	CBFA2T3	CBFA2T3	cbfa2t3	O75081	2415	https://tflink.net/download/#interaction-gmt	2dc2e64701723e45ed54db421e29cdadc612bdc39ef171ceea007d25424e9f5b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000548:6839cccc8411	CBFB	CBFB	cbfb	Q13951	11824	https://tflink.net/download/#interaction-gmt	6839cccc8411ae6f93135d97a1a3e1b3aece2d55c6d764fcc78db10515f32176	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
