paper_identifier	identifier_type	identifier_value	canonical_url	metadata_status	title	authors	publication_year	journal	source_lanes	source_registers	source_record_count	source_record_ids	source_edge_ids	source_evidence_ids	source_handoff_ids	confidence_tiers	evidence_layers	sci_context_phrase_present	notes
DOI:10.1006/bbrc.1999.0331	DOI	10.1006/bbrc.1999.0331	https://doi.org/10.1006/bbrc.1999.0331	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-003396;module22b_evidence_register:M22B-EVID-003397	M22B-E005311;M22B-E005312	M22B-EVID-003396;M22B-EVID-003397			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.1999.1434	DOI	10.1006/bbrc.1999.1434	https://doi.org/10.1006/bbrc.1999.1434	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-002040;module22b_evidence_register:M22B-EVID-002041	M22B-E001453;M22B-E001454	M22B-EVID-002040;M22B-EVID-002041			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.1999.1796	DOI	10.1006/bbrc.1999.1796	https://doi.org/10.1006/bbrc.1999.1796	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005196	M22B-E005677	M22B-EVID-005196		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.1999.2032	DOI	10.1006/bbrc.1999.2032	https://doi.org/10.1006/bbrc.1999.2032	matched_existing_local_metadata	A regulated interaction between alpha5beta1 integrin and osteopontin.	Barry ST; Ludbrook SB; Murrison E; Horgan CM	2000	Biochemical and biophysical research communications	module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004998	M22B-E000677	M22B-EVID-004998			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.2000.2549	DOI	10.1006/bbrc.2000.2549	https://doi.org/10.1006/bbrc.2000.2549	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004310	M22B-E002961	M22B-EVID-004310			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.2000.3469	DOI	10.1006/bbrc.2000.3469	https://doi.org/10.1006/bbrc.2000.3469	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-005490;module22b_evidence_register:M22B-EVID-005494	M22B-E000595;M22B-E000598	M22B-EVID-005490;M22B-EVID-005494			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.2001.4718	DOI	10.1006/bbrc.2001.4718	https://doi.org/10.1006/bbrc.2001.4718	matched_existing_local_metadata	Reduced adhesion of monocyte-derived macrophages from CD36-deficient patients to type I collagen.	Janabi M; Yamashita S; Hirano K; Matsumoto K; Sakai N; Hiraoka H; Kashiwagi H; Tomiyama Y; Nozaki S; Matsuzawa Y	2001	Biochemical and biophysical research communications	module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-003162;module22b_evidence_register:M22B-EVID-003167	M22B-E005086;M22B-E005091	M22B-EVID-003162;M22B-EVID-003167			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/bbrc.2001.4833	DOI	10.1006/bbrc.2001.4833	https://doi.org/10.1006/bbrc.2001.4833	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-002940	M22B-E004879	M22B-EVID-002940			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/cimm.1998.1379	DOI	10.1006/cimm.1998.1379	https://doi.org/10.1006/cimm.1998.1379	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000470	M22B-E001014	M22B-EVID-000470			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/excr.1996.0384	DOI	10.1006/excr.1996.0384	https://doi.org/10.1006/excr.1996.0384	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003133	M22B-E005057	M22B-EVID-003133			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/jmbi.1999.3252	DOI	10.1006/jmbi.1999.3252	https://doi.org/10.1006/jmbi.1999.3252	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-005140;module22b_evidence_register:M22B-EVID-005153;module22b_evidence_register:M22B-EVID-005154	M22B-E004015;M22B-E004049;M22B-E004050	M22B-EVID-005140;M22B-EVID-005153;M22B-EVID-005154			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/jmbi.2001.5048	DOI	10.1006/jmbi.2001.5048	https://doi.org/10.1006/jmbi.2001.5048	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	4	module22b_evidence_register:M22B-EVID-005140;module22b_evidence_register:M22B-EVID-005153;module22b_evidence_register:M22B-EVID-005154;module22b_evidence_register:M22B-EVID-005155	M22B-E004015;M22B-E004049;M22B-E004050;M22B-E004051	M22B-EVID-005140;M22B-EVID-005153;M22B-EVID-005154;M22B-EVID-005155			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/mcne.1998.0667	DOI	10.1006/mcne.1998.0667	https://doi.org/10.1006/mcne.1998.0667	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003691	M22B-E001721	M22B-EVID-003691			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/mcne.2000.0960	DOI	10.1006/mcne.2000.0960	https://doi.org/10.1006/mcne.2000.0960	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000774	M22B-E000017	M22B-EVID-000774			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1006/mcne.2002.1105	DOI	10.1006/mcne.2002.1105	https://doi.org/10.1006/mcne.2002.1105	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003104	M22B-E005029	M22B-EVID-003104			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/bf00168751	DOI	10.1007/bf00168751	https://doi.org/10.1007/bf00168751	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005144	M22B-E004040	M22B-EVID-005144			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/bf00171052	DOI	10.1007/bf00171052	https://doi.org/10.1007/bf00171052	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005144	M22B-E004040	M22B-EVID-005144			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/bf00171076	DOI	10.1007/bf00171076	https://doi.org/10.1007/bf00171076	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005142	M22B-E004038	M22B-EVID-005142			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/bf03347814	DOI	10.1007/bf03347814	https://doi.org/10.1007/bf03347814	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	8	module22b_evidence_register:M22B-EVID-005174;module22b_evidence_register:M22B-EVID-005175;module22b_evidence_register:M22B-EVID-005176;module22b_evidence_register:M22B-EVID-005177;module22b_evidence_register:M22B-EVID-005178;module22b_evidence_register:M22B-EVID-005179;module22b_evidence_register:M22B-EVID-005180;module22b_evidence_register:M22B-EVID-005181	M22B-E004068;M22B-E004069;M22B-E004070;M22B-E004071;M22B-E004072;M22B-E004073;M22B-E004074;M22B-E004075	M22B-EVID-005174;M22B-EVID-005175;M22B-EVID-005176;M22B-EVID-005177;M22B-EVID-005178;M22B-EVID-005179;M22B-EVID-005180;M22B-EVID-005181			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00018-004-4124-x	DOI	10.1007/s00018-004-4124-x	https://doi.org/10.1007/s00018-004-4124-x	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005033	M22B-E005718	M22B-EVID-005033			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00018-018-2897-7	DOI	10.1007/s00018-018-2897-7	https://doi.org/10.1007/s00018-018-2897-7	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005501	M22B-E000607	M22B-EVID-005501			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00125-014-3290-0	DOI	10.1007/s00125-014-3290-0	https://doi.org/10.1007/s00125-014-3290-0	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000397	M22B-E000123	M22B-EVID-000397			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s002109900143	DOI	10.1007/s002109900143	https://doi.org/10.1007/s002109900143	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	5	module22b_evidence_register:M22B-EVID-003266;module22b_evidence_register:M22B-EVID-003267;module22b_evidence_register:M22B-EVID-003268;module22b_evidence_register:M22B-EVID-003269;module22b_evidence_register:M22B-EVID-003270	M22B-E005190;M22B-E005191;M22B-E005192;M22B-E005193;M22B-E005194	M22B-EVID-003266;M22B-EVID-003267;M22B-EVID-003268;M22B-EVID-003269;M22B-EVID-003270			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00223-011-9501-5	DOI	10.1007/s00223-011-9501-5	https://doi.org/10.1007/s00223-011-9501-5	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005438	M22B-E001450	M22B-EVID-005438			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00401-019-02011-1	DOI	10.1007/s00401-019-02011-1	https://doi.org/10.1007/s00401-019-02011-1	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003445	M22B-E005360	M22B-EVID-003445			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00441-011-1177-7	DOI	10.1007/s00441-011-1177-7	https://doi.org/10.1007/s00441-011-1177-7	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005251	M22B-E004125	M22B-EVID-005251			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00441-020-03300-y	DOI	10.1007/s00441-020-03300-y	https://doi.org/10.1007/s00441-020-03300-y	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003132	M22B-E005056	M22B-EVID-003132			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00441-020-03308-0	DOI	10.1007/s00441-020-03308-0	https://doi.org/10.1007/s00441-020-03308-0	matched_existing_local_metadata	Integrin α11β1 is a receptor for collagen XIII.	Koivunen J; Tu H; Kemppainen A; Anbazhagan P; Finnilä MA; Saarakkala S; Käpylä J; Lu N; Heikkinen A; Juffer AH; Heino J; Gullberg D; Pihlajaniemi T	2021	Cell and tissue research	module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003130	M22B-E005054	M22B-EVID-003130			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
DOI:10.1007/s00535-026-02416-2	DOI	10.1007/s00535-026-02416-2	https://doi.org/10.1007/s00535-026-02416-2	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-002460	M22B-E001293	M22B-EVID-002460			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
