review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
84	296	THBS1 C-terminal domain	CD47	19	12	12	0	17	2	19	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:11;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
85	294	IL9	IL9RA:IL2RG receptor complex	18	21	16	0	4	14	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:3;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:12	Workflow prioritization only; mSCS determines route plausibility and confidence.
86	292	IL10	IL10RA:IL10RB receptor complex	19	16	16	2	0	19	17	ligand_receptor_entry_only:2;ligand_receptor_output_missing_intracellular_and_tf:15;ligand_receptor_tf_annotation_missing_intracellular_and_output:1;ligand_receptor_tf_output_annotation_missing_intracellular:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
87	290	Egf	Egfr	17	22	11	0	16	1	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:11	Workflow prioritization only; mSCS determines route plausibility and confidence.
88	289	TNR/tenascin-R	TLR4 receptor complex	18	20	14	3	2	16	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_missing_intracellular_and_tf:12;ligand_receptor_tf_annotation_missing_intracellular_and_output:2;ligand_receptor_tf_output_annotation_missing_intracellular:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
89	284	BDNF	NTRK2/TrkB receptor	17	20	13	0	11	6	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:8;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
90	283	IFN-alpha/beta	IFNAR1-IFNAR2 receptor complex	16	16	13	13	0	16	3	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:2;ligand_receptor_tf_output_missing_target_gene:3;ligand_receptor_tf_target_missing_intracellular:10	Workflow prioritization only; mSCS determines route plausibility and confidence.
91	278	EFNA1	EPHA2	18	7	14	0	14	4	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:11;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
92	278	EpCAM/EpEX	EGFR/ERBB1	18	13	12	0	12	6	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:4;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
93	278	IL1B	IL1R1-IL1RAP receptor complex	18	17	16	0	0	18	18	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:16	Workflow prioritization only; mSCS determines route plausibility and confidence.
94	278	SPARC	LRP1/CD91	18	18	14	0	3	15	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:13	Workflow prioritization only; mSCS determines route plausibility and confidence.
95	278	YAP1	CTNNB1-beta-catenin	17	14	16	2	5	12	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_output_missing_tf:5;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:8;ligand_receptor_tf_target_missing_intracellular:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
96	276	DCN/Decorin	EGFR	18	12	12	0	12	6	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
97	274	IL3	IL3RA:CSF2RB receptor complex	16	17	15	4	4	12	12	ligand_receptor_entry_only:1;ligand_receptor_intracellular_output_missing_tf:4;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:5;ligand_receptor_tf_target_missing_intracellular:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
98	272	CD47	SIRPA/SIRPalpha	16	23	11	0	11	5	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
99	272	IL27	IL27RA/WSX-1:gp130 receptor complex	18	14	16	0	0	18	18	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:15	Workflow prioritization only; mSCS determines route plausibility and confidence.
100	270	IL1B	IL1R1/IL-1RI	17	18	16	0	0	17	17	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:16	Workflow prioritization only; mSCS determines route plausibility and confidence.
101	270	THBS1	CD36	17	17	13	0	7	10	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:4;ligand_receptor_output_missing_intracellular_and_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
102	268	LGALS3/galectin-3	TLR4 and PDGFRB+ fibroblast scar system	18	12	9	0	14	4	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:8;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
103	266	EFNA1/ephrin-A1	EPHA2	16	14	12	0	15	1	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:12	Workflow prioritization only; mSCS determines route plausibility and confidence.
104	266	EFNA2	EPHA2	17	8	13	0	14	3	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:11;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
105	266	EFNA5/ephrin-A5	EPHA2	17	8	13	0	14	3	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:11;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
106	264	Efna1	Epha2	17	7	13	0	14	3	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:11;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
107	260	EFEMP1	EGFR	17	11	11	0	12	5	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
108	258	CDH1	EGFR	17	10	11	0	12	5	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
109	258	COMP/TSP5	CD47	17	11	10	0	13	4	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
110	258	GAS6	MERTK	17	9	12	0	11	6	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
111	256	DRD2/D2 dopamine receptor	HTR1A/5-HT1A serotonin receptor	16	11	15	0	7	9	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:8	Workflow prioritization only; mSCS determines route plausibility and confidence.
112	256	EPO	EPOR	16	17	9	0	13	3	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
113	256	L1CAM/L1	EGFR/ERBB1	17	9	11	0	12	5	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
114	256	LPA	LPAR2/EDG4	15	15	14	0	10	5	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_output_missing_tf:10;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
115	254	IL1B	IL1R1:IL1RAP complex	16	17	15	0	0	16	16	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:15	Workflow prioritization only; mSCS determines route plausibility and confidence.
116	252	FGF2	FGFR1	15	17	13	0	8	7	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:6	Workflow prioritization only; mSCS determines route plausibility and confidence.
117	252	Lysophosphatidylinositol/LPI	GPR55	16	8	15	0	8	8	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_output_missing_tf:8;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:5	Workflow prioritization only; mSCS determines route plausibility and confidence.
118	250	SPARC	TLR4	16	16	13	0	3	13	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_missing_intracellular_and_tf:12	Workflow prioritization only; mSCS determines route plausibility and confidence.
119	246	PROS1	MERTK	16	10	11	0	11	5	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
120	246	SFTPD/surfactant protein D	EGFR	16	11	10	0	12	4	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
121	246	TGFA/TGF-alpha	astrocyte migration/invasion into the spinal-cord lesion	17	6	16	0	0	17	17	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:16	Workflow prioritization only; mSCS determines route plausibility and confidence.
122	246	TGFA/TGF-alpha	astrocyte proliferation after spinal cord injury	17	6	16	0	0	17	17	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:16	Workflow prioritization only; mSCS determines route plausibility and confidence.
123	246	TGFA/TGF-alpha	growth-supportive astrocyte phenotype after spinal cord injury	17	6	16	0	0	17	17	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:16	Workflow prioritization only; mSCS determines route plausibility and confidence.
124	246	TGFA/TGF-alpha	oligodendrocyte-lineage survival and white-matter integrity after cerebral ischemia	17	6	16	0	0	17	17	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:16	Workflow prioritization only; mSCS determines route plausibility and confidence.
125	246	TNC/tenascin-C	EGFR/epidermal growth factor receptor	16	11	10	0	12	4	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
126	244	EGFR pY992	PTPN11/SHP2	14	14	13	0	12	2	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_output_missing_tf:12;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
127	243	IL13	IL4RA:IL13RA1 receptor complex	14	17	12	7	0	14	7	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:5;ligand_receptor_tf_target_missing_intracellular:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
128	243	IL15	IL2RB:IL2RG receptor complex	15	15	12	3	3	12	12	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2;ligand_receptor_output_missing_intracellular_and_tf:8;ligand_receptor_tf_annotation_missing_intracellular_and_output:1;ligand_receptor_tf_output_annotation_missing_intracellular:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
129	242	CXCL12/SDF1	ITGAV:ITGB3 integrin	15	18	13	0	2	13	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:11	Workflow prioritization only; mSCS determines route plausibility and confidence.
130	242	Tgfb1	Egfr	16	9	10	0	12	4	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
131	241	Tgfb2	Tgfbr1_Tgfbr2	14	15	11	9	0	14	5	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:4;ligand_receptor_tf_missing_intracellular_and_output:2;ligand_receptor_tf_output_missing_target_gene:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
