module	b_edge_ids	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	context_basis	limitations	pass_disposition
23B		M23B-EVID-000045	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv; PMID:15383545; PMID:8387021	unresolved	downstream_or_functional	false	unresolved	Batch 005 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	PMID:15383545; PMID:8387021	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	Integrin-dependent adhesion is not sufficient to infer a downstream mechanotransduction or TF endpoint.	boundary_or_nonpromotable
23B		M23B-EVID-000046	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv; PMID:9822731	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	PMID:9822731	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	Do not infer chain-specific collagen IX receptor usage.	boundary_or_nonpromotable
23B		M23B-EVID-000047	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	COMP-CD47 and COMP-alphaVbeta3 evidence cannot be transferred.	boundary_or_nonpromotable
23B		M23B-EVID-000048	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	SIBLING-family similarity is insufficient.	boundary_or_nonpromotable
23B		M23B-EVID-000049	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	Alpha4 SCI inhibitor studies are not FN-specific; generic RGD evidence was not substituted.	boundary_or_nonpromotable
23B		M23B-EVID-000050	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	Generic laminin receptor lists are not sufficient.	boundary_or_nonpromotable
23B		M23B-EVID-000051	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	Beta1-family or CNS alphaVbeta8 evidence cannot be assigned to these rows.	boundary_or_nonpromotable
23B		M23B-EVID-000052	search_boundary	negative_evidence	negative_evidence	local:work/module23a/module23a_extraction_queue.tsv	unresolved	contextual_or_unresolved	false	unresolved	Batch 006 bounded search	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	Do not transfer LAMA1/LAMA2-DAG1 evidence to LAMA3.	boundary_or_nonpromotable
23B	M23B-E000029	M23B-EVID-000053	primary_research_paper	primary_experiment	pathway_membership	PMID:40166934; PMCID:PMC11957695; DOI:10.1172/JCI189197	mouse; human	receptor_proximal_or_pathway	true	medium-high	Primary ColVI-integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1172/JCI189197; PMCID:PMC11957695; PMID:40166934	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Non-neural/non-SCI; heterotrimeric and modified ColVI were studied; no purified Col6a3-alpha2beta1 binding assay.	retain_for_adjudication
23B	M23B-E000030	M23B-EVID-000054	primary_research_paper	primary_experiment	pathway_membership	PMID:10772239; DOI:10.1053/joca.1999.0277	human	receptor_proximal_or_pathway	true	medium	Primary collagen-VI adhesion study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1053/joca.1999.0277; PMID:10772239	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Preparation was not resolved to COL6A1; no SCI/neural model; do not promote exact COL6A1 edges.	retain_for_adjudication
23B	M23B-E000031	M23B-EVID-000055	primary_research_paper	primary_experiment	direct_edge	PMID:11572855; DOI:10.1074/jbc.M104058200	human recombinant proteins	ligand_receptor_or_direct_molecular	true	medium	Primary collagen-integrin domain study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M104058200; PMID:11572855	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No full alpha10beta1 cell assay; collagen VI chain unresolved; no SCI/neural model.	retain_for_adjudication
23B	M23B-E000032	M23B-EVID-000056	primary_research_paper	primary_experiment	pathway_membership	PMID:10713126; DOI:10.1074/jbc.275.11.8051	human	receptor_proximal_or_pathway	true	medium	Primary COL4A6 NC1 study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.275.11.8051; PMID:10713126	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Does not identify the queued alphaVbeta8, alpha1/2/3/9/10/11beta1, CD44, SDC1, or SDC4 complexes.	retain_for_adjudication
23B	M23B-E000033	M23B-EVID-000057	primary_research_paper	primary_experiment	direct_edge	PMID:15383545; DOI:10.1074/jbc.M409412200	human	ligand_receptor_or_direct_molecular	true	 high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Binding used assembled collagen IX, not isolated chains; no SCI model.	retain_for_adjudication
23B	M23B-E000034	M23B-EVID-000058	primary_research_paper	primary_experiment	direct_edge	PMID:15383545; DOI:10.1074/jbc.M409412200	human	ligand_receptor_or_direct_molecular	true	 high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Binding used assembled collagen IX, not isolated chains; no SCI model.	retain_for_adjudication
23B	M23B-E000035	M23B-EVID-000059	primary_research_paper	primary_experiment	direct_edge	PMID:15383545; DOI:10.1074/jbc.M409412200	human	ligand_receptor_or_direct_molecular	true	 high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Cellular receptor output was not isolated; no SCI model.	retain_for_adjudication
23B	M23B-E000036	M23B-EVID-000060	primary_research_paper	primary_experiment	direct_edge	PMID:15383545; DOI:10.1074/jbc.M409412200	human	ligand_receptor_or_direct_molecular	true	 high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Binding used assembled collagen IX, not isolated chains; no SCI model.	retain_for_adjudication
23B	M23B-E000037	M23B-EVID-000061	primary_research_paper	primary_experiment	contextual_support	PMID:15383545; DOI:10.1074/jbc.M409412200	human	downstream_or_functional	true	medium-high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No intracellular relay or TF measurement.	retain_for_adjudication
23B	M23B-E000038	M23B-EVID-000062	primary_research_paper	primary_experiment	contextual_support	PMID:15383545; DOI:10.1074/jbc.M409412200	human	downstream_or_functional	true	medium-high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No intracellular relay or defined mechanotransduction pathway.	retain_for_adjudication
23B	M23B-E000039	M23B-EVID-000063	primary_research_paper	primary_experiment	contextual_support	PMID:15383545; DOI:10.1074/jbc.M409412200	human	downstream_or_functional	true	medium-high	Primary collagen IX integrin study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M409412200; PMID:15383545	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No intracellular relay or TF measurement.	retain_for_adjudication
23B	M23B-E000040	M23B-EVID-000064	primary_research_paper	primary_experiment	contextual_support	PMID:8948573; DOI:10.1006/dbio.1996.0283; https://pubmed.ncbi.nlm.nih.gov/8948573/	chick; quail	downstream_or_functional	true	medium	Corrected primary developmental neural-extracellular-matrix study; collagen IX-associated neurite/neural-crest avoidance.	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1006/dbio.1996.0283; PMID:8948573	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Original PMID:9822731 was an anchor mismatch to an unrelated laminin paper; corrected PMID:8948573 remains abstract-bounded, developmental, and without receptor/TF resolution.	retain_for_adjudication
23B	M23B-E000041	M23B-EVID-000065	primary_research_paper	primary_experiment	contextual_support	PMID:26419777; DOI:10.1007/s00401-014-1482-4	mouse	downstream_or_functional	true	high	Primary collagen VI peripheral-nerve study	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1007/s00401-014-1482-4; PMID:26419777	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No CD44, integrin, syndecan, FAK/SRC, or ILK receptor assignment; not SCI.	retain_for_adjudication
23B	M23B-E000042	M23B-EVID-000066	primary_research_paper	primary_experiment	contextual_support	PMID:8387021; DOI:10.1006/excr.1993.1134; https://pubmed.ncbi.nlm.nih.gov/8387021/	human; mouse/human cell systems	downstream_or_functional	true	high	Primary collagen-VI alpha1-3 family adhesion study; exact alpha4-6 claims not supported.	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1006/excr.1993.1134; PMID:8387021	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	PMID:8387021 does not test COL6A4, COL6A5, or COL6A6. Exact-chain receptor/pathway evidence remains unknown; no SCI or terminal TF result.	retain_for_adjudication
