"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"identity_resolution_status"	"unresolved_reason"	"authoritative_source"
"M20B-P2-R-002228"	"20B"	"M20B-EVID-002493"	"PMID:30139742; PMID:14615490"	"PMID:30139742; PMID:14615490; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap021/adm_receptor_primary.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002229"	"20B"	"M20B-EVID-002500"	"PMID:14615490; PMID:30139742"	"PMID:14615490; PMID:30139742; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap021/adm_receptor_primary.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002230"	"20B"	"M20B-EVID-002505"	"PMID:14615490; PMID:30139742"	"PMID:14615490; PMID:30139742; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap021/adm_receptor_primary.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002231"	"20B"	"M20B-EVID-002506"	"PMID:14615490; PMID:30139742"	"PMID:14615490; PMID:30139742; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap021/adm_receptor_primary.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002232"	"20B"	"M20B-EVID-002507"	"PMID:14615490; PMID:30139742"	"PMID:14615490; PMID:30139742; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap021/adm_receptor_primary.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002238"	"20B"	"M20B-EVID-002518"	"PMID:22302937; PMID:37252960"	"PMID:22302937; PMID:37252960; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap022/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002239"	"20B"	"M20B-EVID-002519"	"PMID:22302937; PMID:37252960"	"PMID:22302937; PMID:37252960; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap022/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002240"	"20B"	"M20B-EVID-002521"	"PMID:11257308; PMID:12851295; PMID:16009463"	"PMID:11257308; PMID:12851295; PMID:16009463; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap022/secondary_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002241"	"20B"	"M20B-EVID-002522"	"PMID:11257308; PMID:12851295; PMID:16009463"	"PMID:11257308; PMID:12851295; PMID:16009463; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap022/secondary_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002242"	"20B"	"M20B-EVID-002534"	"PMID:23314177; PMID:11026561"	"PMID:23314177; PMID:11026561; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap022/secondary_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-002538"	"20B"	"M20B-EVID-002538"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002259"	"20B"	"M20B-EVID-002554"	"DOI:10.1101/2025.03.17.643633"	"DOI:10.1101/2025.03.17.643633; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap024/primary_records.tsv"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002263"	"20B"	"M20B-EVID-002560"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=ANGPTL2+ITGA5+integrin+alpha5; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap024/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002264"	"20B"	"M20B-EVID-002561"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=ANGPTL2+PIRB+LILRB2; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap024/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002267"	"20B"	"M20B-EVID-002565"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=ANGPTL4+CDH11; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap025/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002268"	"20B"	"M20B-EVID-002566"	"DOI:10.21203/rs.3.rs-8747059/v1"	"DOI:10.21203/rs.3.rs-8747059/v1; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap025/primary_records.tsv"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002270"	"20B"	"M20B-EVID-002568"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=ANGPTL4+ITGAV+ITGB3; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap025/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002274"	"20B"	"M20B-EVID-002583"	"PMID:11146423; PMID:9792798"	"PMID:11146423; PMID:9792798; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap025/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002278"	"20B"	"M20B-EVID-002603"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOB+LRP1; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap026/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002279"	"20B"	"M20B-EVID-002605"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOB+LRP6; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap026/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002280"	"20B"	"M20B-EVID-002607"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOB+LSR; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap026/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002281"	"20B"	"M20B-EVID-002612"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOB+TREM2; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap026/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002284"	"20B"	"M20B-EVID-002623"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+LRP4; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap026/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002285"	"20B"	"M20B-EVID-002625"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+LRP6; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap026/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002287"	"20B"	"M20B-EVID-002627"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+LSR; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap027/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002288"	"20B"	"M20B-EVID-002629"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+SDC2; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap027/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002289"	"20B"	"M20B-EVID-002630"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+SORL1; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap027/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002290"	"20B"	"M20B-EVID-002631"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+TREM2; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap027/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002291"	"20B"	"M20B-EVID-002632"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=APOE+VLDLR; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap027/search_boundaries.tsv"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-002337"	"20B"	"M20B-EVID-002922"	"PMID:10790430; PMID:16002701; PMID:17325197; PMID:17403056; PMCID:PMC22454; PMCID:PMC1360579; PMCID:PMC1809705"	"PMID:10790430; PMID:16002701; PMID:17325197; PMID:17403056; PMCID:PMC22454; PMCID:PMC1360579; PMCID:PMC1809705; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap034/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002338"	"20B"	"M20B-EVID-002923"	"PMID:16461340; PMID:19604491; PMCID:PMC2118217; PMCID:PMC3030123; DOI:10.1084/jem.20051986; DOI:10.1016/j.immuni.2009.04.019"	"PMID:16461340; PMID:19604491; PMCID:PMC2118217; PMCID:PMC3030123; DOI:10.1084/jem.20051986; DOI:10.1016/j.immuni.2009.04.019; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap034/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002345"	"20B"	"M20B-EVID-002955"	"PMID:24583145; PMID:40057593; PMCID:PMC8282725"	"PMID:24583145; PMID:40057593; PMCID:PMC8282725; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002346"	"20B"	"M20B-EVID-002957"	"PMID:26858303; PMID:22986012; PMCID:PMC145510"	"PMID:26858303; PMID:22986012; PMCID:PMC145510; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002347"	"20B"	"M20B-EVID-002958"	"PMID:16782820; PMID:26858303; PMID:38858477; PMCID:PMC1181927"	"PMID:16782820; PMID:26858303; PMID:38858477; PMCID:PMC1181927; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002348"	"20B"	"M20B-EVID-002960"	"PMID:16782820; PMID:22986012; PMID:26858303; PMCID:PMC1181927; PMCID:PMC145510"	"PMID:16782820; PMID:22986012; PMID:26858303; PMCID:PMC1181927; PMCID:PMC145510; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002350"	"20B"	"M20B-EVID-002967"	"PMID:17944973; PMID:20154219; PMCID:PMC1997429; PMCID:PMC2525532"	"PMID:17944973; PMID:20154219; PMCID:PMC1997429; PMCID:PMC2525532; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002352"	"20B"	"M20B-EVID-002976"	"PMID:9049255; PMID:11564762; PMCID:PMC2114423; PMCID:PMC2133392"	"PMID:9049255; PMID:11564762; PMCID:PMC2114423; PMCID:PMC2133392; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002353"	"20B"	"M20B-EVID-002977"	"PMID:7628014; PMID:21969550; PMCID:PMC6784959; DOI:10.1016/0092-8674(95)90312-7; DOI:10.1073/pnas.1108774108"	"PMID:7628014; PMID:21969550; PMCID:PMC6784959; DOI:10.1016/0092-8674(95)90312-7; DOI:10.1073/pnas.1108774108; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap035/primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002363"	"20B"	"M20B-EVID-003004"	"PMCID:PMC7960628; DOI:10.1007/s00441-020-03308-0"	"PMCID:PMC7960628; DOI:10.1007/s00441-020-03308-0; local=work/module_b_consolidation/module23a/module23a_evidence_register.tsv"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002364"	"20B"	"M20B-EVID-003005"	"PMID:20864678; PMCID:PMC2966809; DOI:10.2353/ajpath.2010.100017; PMID:10713152; DOI:10.1074/jbc.275.11.8255"	"PMID:20864678; PMCID:PMC2966809; DOI:10.2353/ajpath.2010.100017; PMID:10713152; DOI:10.1074/jbc.275.11.8255; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap036/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002396"	"20B"	"M20B-EVID-003038"	"PMID:12611880; PMID:17275838; DOI:10.1074/jbc.M301370200"	"PMID:12611880; PMID:17275838; DOI:10.1074/jbc.M301370200; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap039/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002436"	"20B"	"M20B-EVID-003078"	"PMID:11572855; PMID:12496264; DOI:10.1074/jbc.M104058200"	"PMID:11572855; PMID:12496264; DOI:10.1074/jbc.M104058200; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap039/primary_records.tsv; URL:https://pubmed.ncbi.nlm.nih.gov/?term=COL3A1+ITGA11+ITGB1"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002483"	"20B"	"M20B-EVID-003125"	"PMID:8387021; PMID:1478946"	"PMID:8387021; PMID:1478946; URL:https://pubmed.ncbi.nlm.nih.gov/?term=COL8A2+SLC4A11; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap043/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002487"	"20B"	"M20B-EVID-003129"	"PMID:20053883; PMCID:PMC6632527; PMID:22981737; DOI:10.1523/JNEUROSCI.4374-09.2010"	"PMID:20053883; PMCID:PMC6632527; PMID:22981737; DOI:10.1523/JNEUROSCI.4374-09.2010; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap043/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002494"	"20B"	"M20B-EVID-003136"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+GHSR"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+GHSR"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002499"	"20B"	"M20B-EVID-003141"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR1"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR1"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002500"	"20B"	"M20B-EVID-003142"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR2"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR2"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002501"	"20B"	"M20B-EVID-003143"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR3"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR3"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002502"	"20B"	"M20B-EVID-003144"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR4"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR4"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002503"	"20B"	"M20B-EVID-003145"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR5"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR5"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002508"	"20B"	"M20B-EVID-003150"	"PMID:18801728; PMID:19008330; PMCID:PMC2635417; DOI:10.1038/nature07248"	"PMID:18801728; PMID:19008330; PMCID:PMC2635417; DOI:10.1038/nature07248; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap044/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002526"	"20B"	"M20B-EVID-003168"	"PMID:22153499; PMCID:PMC16613; DOI:10.1016/j.str.2011.10.012; PMID:26235028; DOI:10.1016/j.str.2015.06.019"	"PMID:22153499; PMCID:PMC16613; DOI:10.1016/j.str.2011.10.012; PMID:26235028; DOI:10.1016/j.str.2015.06.019; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap045/primary_records.tsv"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-002538"	"20B"	"M20B-EVID-003180"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTHRC1+FZD5"	"PMID:30237242; URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTHRC1+FZD5; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap045/primary_records.tsv"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M20B-P2-R-002540"	"20B"	"M20B-EVID-003182"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTHRC1+ROR2"	"PMID:30237242; URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTHRC1+ROR2; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap046/primary_records.tsv"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
