"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_canonical_paper_key"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"identity_resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"	"unresolved_reason"
"M20B-P2-R-002052"	"20B"	"M20B-EVID-001804"	"PMID:32238803; PMID:35643319; DOI:10.1038/s41467-020-15425-3; PMCID:PMC9234707"	"PMID:32238803; PMID:35643319; DOI:10.1038/s41467-020-15425-3; PMCID:PMC9234707; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml"	"PMID:32238803"	"32238803"	"PMC7113306"	"10.1038/s41467-020-15425-3"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml"	"Molecular basis of ALK1-mediated signalling by BMP9/BMP10 and their prodomain-bound forms."	"Richard M Salmon; Jingxu Guo; Jennifer H Wood; Zhen Tong; John S Beech; Aleksandra Lawera; Minmin Yu; David J Grainger; Jill Reckless; Nicholas W Morrell; Wei Li"	"2020"	"Nature communications"	"Activin receptor-like kinase 1 (ALK1)-mediated endothelial cell signalling in response to bone morphogenetic protein 9 (BMP9) and BMP10 is of significant importance in cardiovascular disease and cancer. However, detailed molecular mechanisms of ALK1-mediated signalling remain unclear. Here, we report crystal structures of the BMP10:ALK1 complex at 2.3 Å and the prodomain-bound BMP9:ALK1 complex at 3.3 Å. Structural analyses reveal a tripartite recognition mechanism that defines BMP9 and BMP10 specificity for ALK1, and predict that crossveinless 2 is not an inhibitor of BMP9, which is confirmed by experimental evidence. Introduction of BMP10-specific residues into BMP9 yields BMP10-like ligands with diminished signalling activity in C2C12 cells, validating the tripartite mechanism. The loss of osteogenic signalling in C2C12 does not translate into non-osteogenic activity in vivo and BMP10 also induces bone-formation. Collectively, these data provide insight into ALK1-mediated BMP9 and BMP10 signalling, facilitating therapeutic targeting of this important pathway."	"https://pubmed.ncbi.nlm.nih.gov/32238803/"	""
"M20B-P2-R-002053"	"20B"	"M20B-EVID-001805"	"PMID:22294741; DOI:10.1210/en.2010-1390"	"PMID:22294741; DOI:10.1210/en.2010-1390; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml"	"PMID:22294741"	"22294741"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002054"	"20B"	"M20B-EVID-001806"	"PMID:11263668; PMID:35177083"	"PMID:11263668; PMID:35177083; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002055"	"20B"	"M20B-EVID-001807"	"PMID:19735544; DOI:10.1186/1741-7007-7-59; PMID:11263668"	"PMID:19735544; DOI:10.1186/1741-7007-7-59; PMID:11263668; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml"	"PMID:19735544"	"19735544"	"PMC2749821"	"10.1186/1741-7007-7-59"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap002/primary_records.xml"	"Receptor oligomerization and beyond: a case study in bone morphogenetic proteins."	"Kai Heinecke; Axel Seher; Werner Schmitz; Thomas D Mueller; Walter Sebald; Joachim Nickel"	"2009"	"BMC biology"	"Transforming growth factor (TGF)beta superfamily members transduce signals by oligomerizing two classes of serine/threonine kinase receptors, termed type I and type II. In contrast to the large number of ligands only seven type I and five type II receptors have been identified in mammals, implicating a prominent promiscuity in ligand-receptor interaction. Since a given ligand can usually interact with more than one receptor of either subtype, differences in binding affinities and specificities are likely important for the generation of distinct ligand-receptor complexes with different signaling properties. In vitro interaction analyses showed two different prototypes of binding kinetics, 'slow on/slow off' and 'fast on/fast off'. Surprisingly, the binding specificity of ligands to the receptors of one subtype is only moderate. As suggested from the dimeric nature of the ligands, binding to immobilized receptors shows avidity due to cooperative binding caused by bivalent ligand-receptor interactions. To compare these in vitro observations to the situation in vivo, binding studies on whole cells employing homodimeric as well as heterodimeric bone morphogenetic protein 2 (BMP2) mutants were performed. Interestingly, low and high affinity binding sites were identified, as defined by the presence of either one or two BMP receptor (BMPR)-IA receptor chains, respectively. Both sites contribute to different cellular responses in that the high affinity sites allow a rapid transient response at low ligand concentrations whereas the low affinity sites facilitate sustained signaling but higher ligand concentrations are required. Binding of a ligand to a single high affinity receptor chain functioning as anchoring molecule and providing sufficient complex stability allows the subsequent formation of signaling competent complexes. Another receptor of the same subtype, and up to two receptors of the other subtype, can then be recruited. Thus, the resulting receptor arrangement can principally consist of four different receptors, which is consistent with our interaction analysis showing low ligand-receptor specificity within one subtype class. For BMP2, further complexity is added by the fact that heterooligomeric signaling complexes containing only one type I receptor chain can also be found. This indicates that despite prominent ligand receptor promiscuity a manifold of diverse signals might be generated in this receptor limited system."	"https://pubmed.ncbi.nlm.nih.gov/19735544/"	""
"M20B-P2-R-001808"	"20B"	"M20B-EVID-001808"	"PMCID:PMC6587955"	"PMCID:PMC6587955; local=data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"PMID:30246251"	"30246251"	"PMC6587955"	"10.1002/path.5170"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"Bone morphogenetic protein receptor signal transduction in human disease"	"Maria Catalina Gomez‐Puerto; Prasanna Vasudevan Iyengar; Amaya García de Vinuesa; Peter ten Dijke; Gonzalo Sanchez‐Duffhues"	"2018"	""	"Abstract Bone morphogenetic proteins (BMPs) are secreted cytokines that were initially discovered on the basis of their ability to induce bone. Several decades of research have now established that these proteins function in a large variety of physiopathological processes. There are about 15 BMP family members, which signal via three transmembrane type II receptors and four transmembrane type I receptors. Mechanistically, BMP binding leads to phosphorylation of the type I receptor by the type II receptor. This activated heteromeric complex triggers intracellular signaling that is initiated by phosphorylation of receptor‐regulated SMAD1, 5, and 8 (also termed R‐SMADs). Activated R‐SMADs form heteromeric complexes with SMAD4, which engage in specific transcriptional responses. There is convergence along the signaling pathway and, besides the canonical SMAD pathway, BMP‐receptor activation can also induce non‐SMAD signaling. Each step in the pathway is fine‐tuned by positive and negative regulation and crosstalk with other signaling pathways. For example, ligand bioavailability for the receptor can be regulated by ligand‐binding proteins that sequester the ligand from interacting with receptors. Accessory co‐receptors, also known as BMP type III receptors, lack intrinsic enzymatic activity but enhance BMP signaling by presenting ligands to receptors. In this review, we discuss the role of BMP receptor signaling and how corruption of this pathway contributes to cardiovascular and musculoskeletal diseases and cancer. We describe pharmacological tools to interrogate the function of BMP receptor signaling in specific biological processes and focus on how these agents can be used as drugs to inhibit or activate the function of the receptor, thereby normalizing dysregulated BMP signaling. © 2018 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland."	"https://pubmed.ncbi.nlm.nih.gov/30246251/"	""
"M20B-P2-R-001809"	"20B"	"M20B-EVID-001809"	"PMCID:PMC6587955"	"PMCID:PMC6587955; local=data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"PMID:30246251"	"30246251"	"PMC6587955"	"10.1002/path.5170"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"Bone morphogenetic protein receptor signal transduction in human disease"	"Maria Catalina Gomez‐Puerto; Prasanna Vasudevan Iyengar; Amaya García de Vinuesa; Peter ten Dijke; Gonzalo Sanchez‐Duffhues"	"2018"	""	"Abstract Bone morphogenetic proteins (BMPs) are secreted cytokines that were initially discovered on the basis of their ability to induce bone. Several decades of research have now established that these proteins function in a large variety of physiopathological processes. There are about 15 BMP family members, which signal via three transmembrane type II receptors and four transmembrane type I receptors. Mechanistically, BMP binding leads to phosphorylation of the type I receptor by the type II receptor. This activated heteromeric complex triggers intracellular signaling that is initiated by phosphorylation of receptor‐regulated SMAD1, 5, and 8 (also termed R‐SMADs). Activated R‐SMADs form heteromeric complexes with SMAD4, which engage in specific transcriptional responses. There is convergence along the signaling pathway and, besides the canonical SMAD pathway, BMP‐receptor activation can also induce non‐SMAD signaling. Each step in the pathway is fine‐tuned by positive and negative regulation and crosstalk with other signaling pathways. For example, ligand bioavailability for the receptor can be regulated by ligand‐binding proteins that sequester the ligand from interacting with receptors. Accessory co‐receptors, also known as BMP type III receptors, lack intrinsic enzymatic activity but enhance BMP signaling by presenting ligands to receptors. In this review, we discuss the role of BMP receptor signaling and how corruption of this pathway contributes to cardiovascular and musculoskeletal diseases and cancer. We describe pharmacological tools to interrogate the function of BMP receptor signaling in specific biological processes and focus on how these agents can be used as drugs to inhibit or activate the function of the receptor, thereby normalizing dysregulated BMP signaling. © 2018 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland."	"https://pubmed.ncbi.nlm.nih.gov/30246251/"	""
"M20B-P2-R-001810"	"20B"	"M20B-EVID-001810"	"PMCID:PMC6587955"	"PMCID:PMC6587955; local=data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"PMID:30246251"	"30246251"	"PMC6587955"	"10.1002/path.5170"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"Bone morphogenetic protein receptor signal transduction in human disease"	"Maria Catalina Gomez‐Puerto; Prasanna Vasudevan Iyengar; Amaya García de Vinuesa; Peter ten Dijke; Gonzalo Sanchez‐Duffhues"	"2018"	""	"Abstract Bone morphogenetic proteins (BMPs) are secreted cytokines that were initially discovered on the basis of their ability to induce bone. Several decades of research have now established that these proteins function in a large variety of physiopathological processes. There are about 15 BMP family members, which signal via three transmembrane type II receptors and four transmembrane type I receptors. Mechanistically, BMP binding leads to phosphorylation of the type I receptor by the type II receptor. This activated heteromeric complex triggers intracellular signaling that is initiated by phosphorylation of receptor‐regulated SMAD1, 5, and 8 (also termed R‐SMADs). Activated R‐SMADs form heteromeric complexes with SMAD4, which engage in specific transcriptional responses. There is convergence along the signaling pathway and, besides the canonical SMAD pathway, BMP‐receptor activation can also induce non‐SMAD signaling. Each step in the pathway is fine‐tuned by positive and negative regulation and crosstalk with other signaling pathways. For example, ligand bioavailability for the receptor can be regulated by ligand‐binding proteins that sequester the ligand from interacting with receptors. Accessory co‐receptors, also known as BMP type III receptors, lack intrinsic enzymatic activity but enhance BMP signaling by presenting ligands to receptors. In this review, we discuss the role of BMP receptor signaling and how corruption of this pathway contributes to cardiovascular and musculoskeletal diseases and cancer. We describe pharmacological tools to interrogate the function of BMP receptor signaling in specific biological processes and focus on how these agents can be used as drugs to inhibit or activate the function of the receptor, thereby normalizing dysregulated BMP signaling. © 2018 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland."	"https://pubmed.ncbi.nlm.nih.gov/30246251/"	""
"M20B-P2-R-001811"	"20B"	"M20B-EVID-001811"	"PMCID:PMC6587955"	"PMCID:PMC6587955; local=data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"PMID:30246251"	"30246251"	"PMC6587955"	"10.1002/path.5170"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"Bone morphogenetic protein receptor signal transduction in human disease"	"Maria Catalina Gomez‐Puerto; Prasanna Vasudevan Iyengar; Amaya García de Vinuesa; Peter ten Dijke; Gonzalo Sanchez‐Duffhues"	"2018"	""	"Abstract Bone morphogenetic proteins (BMPs) are secreted cytokines that were initially discovered on the basis of their ability to induce bone. Several decades of research have now established that these proteins function in a large variety of physiopathological processes. There are about 15 BMP family members, which signal via three transmembrane type II receptors and four transmembrane type I receptors. Mechanistically, BMP binding leads to phosphorylation of the type I receptor by the type II receptor. This activated heteromeric complex triggers intracellular signaling that is initiated by phosphorylation of receptor‐regulated SMAD1, 5, and 8 (also termed R‐SMADs). Activated R‐SMADs form heteromeric complexes with SMAD4, which engage in specific transcriptional responses. There is convergence along the signaling pathway and, besides the canonical SMAD pathway, BMP‐receptor activation can also induce non‐SMAD signaling. Each step in the pathway is fine‐tuned by positive and negative regulation and crosstalk with other signaling pathways. For example, ligand bioavailability for the receptor can be regulated by ligand‐binding proteins that sequester the ligand from interacting with receptors. Accessory co‐receptors, also known as BMP type III receptors, lack intrinsic enzymatic activity but enhance BMP signaling by presenting ligands to receptors. In this review, we discuss the role of BMP receptor signaling and how corruption of this pathway contributes to cardiovascular and musculoskeletal diseases and cancer. We describe pharmacological tools to interrogate the function of BMP receptor signaling in specific biological processes and focus on how these agents can be used as drugs to inhibit or activate the function of the receptor, thereby normalizing dysregulated BMP signaling. © 2018 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland."	"https://pubmed.ncbi.nlm.nih.gov/30246251/"	""
"M20B-P2-R-001812"	"20B"	"M20B-EVID-001812"	"PMCID:PMC6587955"	"PMCID:PMC6587955; local=data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"PMID:30246251"	"30246251"	"PMC6587955"	"10.1002/path.5170"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"Bone morphogenetic protein receptor signal transduction in human disease"	"Maria Catalina Gomez‐Puerto; Prasanna Vasudevan Iyengar; Amaya García de Vinuesa; Peter ten Dijke; Gonzalo Sanchez‐Duffhues"	"2018"	""	"Abstract Bone morphogenetic proteins (BMPs) are secreted cytokines that were initially discovered on the basis of their ability to induce bone. Several decades of research have now established that these proteins function in a large variety of physiopathological processes. There are about 15 BMP family members, which signal via three transmembrane type II receptors and four transmembrane type I receptors. Mechanistically, BMP binding leads to phosphorylation of the type I receptor by the type II receptor. This activated heteromeric complex triggers intracellular signaling that is initiated by phosphorylation of receptor‐regulated SMAD1, 5, and 8 (also termed R‐SMADs). Activated R‐SMADs form heteromeric complexes with SMAD4, which engage in specific transcriptional responses. There is convergence along the signaling pathway and, besides the canonical SMAD pathway, BMP‐receptor activation can also induce non‐SMAD signaling. Each step in the pathway is fine‐tuned by positive and negative regulation and crosstalk with other signaling pathways. For example, ligand bioavailability for the receptor can be regulated by ligand‐binding proteins that sequester the ligand from interacting with receptors. Accessory co‐receptors, also known as BMP type III receptors, lack intrinsic enzymatic activity but enhance BMP signaling by presenting ligands to receptors. In this review, we discuss the role of BMP receptor signaling and how corruption of this pathway contributes to cardiovascular and musculoskeletal diseases and cancer. We describe pharmacological tools to interrogate the function of BMP receptor signaling in specific biological processes and focus on how these agents can be used as drugs to inhibit or activate the function of the receptor, thereby normalizing dysregulated BMP signaling. © 2018 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland."	"https://pubmed.ncbi.nlm.nih.gov/30246251/"	""
"M20B-P2-R-001813"	"20B"	"M20B-EVID-001813"	"PMCID:PMC6587955"	"PMCID:PMC6587955; local=data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"PMID:30246251"	"30246251"	"PMC6587955"	"10.1002/path.5170"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/module20b_PMC6587955_full.xml"	"Bone morphogenetic protein receptor signal transduction in human disease"	"Maria Catalina Gomez‐Puerto; Prasanna Vasudevan Iyengar; Amaya García de Vinuesa; Peter ten Dijke; Gonzalo Sanchez‐Duffhues"	"2018"	""	"Abstract Bone morphogenetic proteins (BMPs) are secreted cytokines that were initially discovered on the basis of their ability to induce bone. Several decades of research have now established that these proteins function in a large variety of physiopathological processes. There are about 15 BMP family members, which signal via three transmembrane type II receptors and four transmembrane type I receptors. Mechanistically, BMP binding leads to phosphorylation of the type I receptor by the type II receptor. This activated heteromeric complex triggers intracellular signaling that is initiated by phosphorylation of receptor‐regulated SMAD1, 5, and 8 (also termed R‐SMADs). Activated R‐SMADs form heteromeric complexes with SMAD4, which engage in specific transcriptional responses. There is convergence along the signaling pathway and, besides the canonical SMAD pathway, BMP‐receptor activation can also induce non‐SMAD signaling. Each step in the pathway is fine‐tuned by positive and negative regulation and crosstalk with other signaling pathways. For example, ligand bioavailability for the receptor can be regulated by ligand‐binding proteins that sequester the ligand from interacting with receptors. Accessory co‐receptors, also known as BMP type III receptors, lack intrinsic enzymatic activity but enhance BMP signaling by presenting ligands to receptors. In this review, we discuss the role of BMP receptor signaling and how corruption of this pathway contributes to cardiovascular and musculoskeletal diseases and cancer. We describe pharmacological tools to interrogate the function of BMP receptor signaling in specific biological processes and focus on how these agents can be used as drugs to inhibit or activate the function of the receptor, thereby normalizing dysregulated BMP signaling. © 2018 The Authors. The Journal of Pathology published by John Wiley & Sons Ltd on behalf of Pathological Society of Great Britain and Ireland."	"https://pubmed.ncbi.nlm.nih.gov/30246251/"	""
