"identifier_type"	"identifier_value"	"canonical_identifier"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_url"	"resolution_reason"
"PMCID"	"PMC3779078"	"PMCID:PMC3779078"	"19658160"	"PMC3779078"	"10.1002/mrd.21092"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Izumo is part of a multiprotein family whose members form large complexes on mammalian sperm."	"Ellerman DA; Pei J; Gupta S; Snell WJ; Myles D; Primakoff P"	"2009"	"Molecular reproduction and development"	"https://pubmed.ncbi.nlm.nih.gov/19658160/"	""
"PMCID"	"PMC3879561"	"PMCID:PMC3879561"	"24273166"	"PMC3879561"	"10.1074/jbc.M113.504779"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Latrophilins function as heterophilic cell-adhesion molecules by binding to teneurins: regulation by alternative splicing."	"Boucard AA; Maxeiner S; Südhof TC"	"2014"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/24273166/"	""
"PMCID"	"PMC3889557"	"PMCID:PMC3889557"	"24126057"	"PMC3889557"	"10.1128/MCB.00559-13"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Extracellular heat shock protein 90 signals through subdomain II and the NPVY motif of LRP-1 receptor to Akt1 and Akt2: a circuit essential for promoting skin cell migration in vitro and wound healing in vivo."	"Tsen F; Bhatia A; O'Brien K; Cheng CF; Chen M; Hay N; Stiles B; Woodley DT; Li W"	"2013"	"Molecular and cellular biology"	"https://pubmed.ncbi.nlm.nih.gov/24126057/"	""
"PMCID"	"PMC3895427"	"PMCID:PMC3895427"	"24036928"	"PMC3895427"	"10.4161/cc.26388"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Integrin-β5 and zyxin mediate formation of ventral stress fibers in response to transforming growth factor β."	"Bianchi-Smiraglia A; Kunnev D; Limoge M; Lee A; Beckerle MC; Bakin AV"	"2013"	"Cell cycle (Georgetown, Tex.)"	"https://pubmed.ncbi.nlm.nih.gov/24036928/"	""
"PMCID"	"PMC4022634"	"PMCID:PMC4022634"	"24832104"	"PMC4022634"	"10.1371/journal.pone.0097844"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The tetraspanin CD53 modulates responses from activating NK cell receptors, promoting LFA-1 activation and dampening NK cell effector functions."	"Todros-Dawda I; Kveberg L; Vaage JT; Inngjerdingen M"	"2014"	"PloS one"	"https://pubmed.ncbi.nlm.nih.gov/24832104/"	""
"PMCID"	"PMC4046268"	"PMCID:PMC4046268"	"24926237"	"PMC4046268"	"10.3389/fnana.2014.00043"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Ascending midbrain dopaminergic axons require descending GAD65 axon fascicles for normal pathfinding."	"García-Peña CM; Kim M; Frade-Pérez D; Avila-González D; Téllez E; Mastick GS; Tamariz E; Varela-Echavarría A"	"2014"	"Frontiers in neuroanatomy"	"https://pubmed.ncbi.nlm.nih.gov/24926237/"	""
"PMCID"	"PMC4281560"	"PMCID:PMC4281560"	"25561492"	"PMC4281560"	"10.1101/gad.253682.114"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"A laminin 511 matrix is regulated by TAZ and functions as the ligand for the α6Bβ1 integrin to sustain breast cancer stem cells."	"Chang C; Goel HL; Gao H; Pursell B; Shultz LD; Greiner DL; Ingerpuu S; Patarroyo M; Cao S; Lim E; Mao J; McKee KK; Yurchenco PD; Mercurio AM"	"2015"	"Genes & development"	"https://pubmed.ncbi.nlm.nih.gov/25561492/"	""
"PMCID"	"PMC4382091"	"PMCID:PMC4382091"	"25831128"	"PMC4382091"	"10.1371/journal.pone.0121027"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Discovery and cardioprotective effects of the first non-Peptide agonists of the G protein-coupled prokineticin receptor-1."	"Gasser A; Brogi S; Urayama K; Nishi T; Kurose H; Tafi A; Ribeiro N; Désaubry L; Nebigil CG"	"2015"	"PloS one"	"https://pubmed.ncbi.nlm.nih.gov/25831128/"	""
"PMCID"	"PMC4578660"	"PMCID:PMC4578660"	"26321637"	"PMC4578660"	"10.1016/j.celrep.2015.08.002"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Splicing-Dependent Trans-synaptic SALM3-LAR-RPTP Interactions Regulate Excitatory Synapse Development and Locomotion."	"Li Y; Zhang P; Choi TY; Park SK; Park H; Lee EJ; Lee D; Roh JD; Mah W; Kim R; Kim Y; Kwon H; Bae YC; Choi SY; Craig AM; Kim E"	"2015"	"Cell reports"	"https://pubmed.ncbi.nlm.nih.gov/26321637/"	""
"PMCID"	"PMC4604683"	"PMCID:PMC4604683"	"26194913"	"PMC4604683"	"10.15252/emmm.201404922"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Semaphorin-3C signals through Neuropilin-1 and PlexinD1 receptors to inhibit pathological angiogenesis."	"Yang WJ; Hu J; Uemura A; Tetzlaff F; Augustin HG; Fischer A"	"2015"	"EMBO molecular medicine"	"https://pubmed.ncbi.nlm.nih.gov/26194913/"	""
"PMCID"	"PMC4683276"	"PMCID:PMC4683276"	"26499793"	"PMC4683276"	"10.1074/jbc.M115.697615"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The PTK7 and ROR2 Protein Receptors Interact in the Vertebrate WNT/Planar Cell Polarity (PCP) Pathway."	"Martinez S; Scerbo P; Giordano M; Daulat AM; Lhoumeau AC; Thomé V; Kodjabachian L; Borg JP"	"2015"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/26499793/"	""
"PMCID"	"PMC4755027"	"PMCID:PMC4755027"	"26885373"	"PMC4755027"	"10.1186/s40425-016-0112-6"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Monomeric annexin A2 is an oxygen-regulated toll-like receptor 2 ligand and adjuvant."	"Andersen BM; Xia J; Epstein AL; Ohlfest JR; Chen W; Blazar BR; Pennell CA; Olin MR"	"2016"	"Journal for immunotherapy of cancer"	"https://pubmed.ncbi.nlm.nih.gov/26885373/"	""
"PMCID"	"PMC4815273"	"PMCID:PMC4815273"	"21078906"	"PMC4815273"	"10.4049/jimmunol.1000095"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Inhibition of TLR4-induced IκB kinase activity by the RON receptor tyrosine kinase and its ligand, macrophage-stimulating protein."	"Ray M; Yu S; Sharda DR; Wilson CB; Liu Q; Kaushal N; Prabhu KS; Hankey PA"	"2010"	"Journal of immunology (Baltimore, Md. : 1950)"	"https://pubmed.ncbi.nlm.nih.gov/21078906/"	""
"PMCID"	"PMC4881023"	"PMCID:PMC4881023"	"27225731"	"PMC4881023"	"10.1038/srep26676"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"SALM5 trans-synaptically interacts with LAR-RPTPs in a splicing-dependent manner to regulate synapse development."	"Choi Y; Nam J; Whitcomb DJ; Song YS; Kim D; Jeon S; Um JW; Lee SG; Woo J; Kwon SK; Li Y; Mah W; Kim HM; Ko J; Cho K; Kim E"	"2016"	"Scientific reports"	"https://pubmed.ncbi.nlm.nih.gov/27225731/"	""
"PMCID"	"PMC518664"	"PMCID:PMC518664"	"15467833"	"PMC518664"	"10.1172/JCI21786"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"CEACAM1 modulates epidermal growth factor receptor--mediated cell proliferation."	"Abou-Rjaily GA; Lee SJ; May D; Al-Share QY; Deangelis AM; Ruch RJ; Neumaier M; Kalthoff H; Lin SH; Najjar SM"	"2004"	"The Journal of clinical investigation"	"https://pubmed.ncbi.nlm.nih.gov/15467833/"	""
"PMCID"	"PMC5223600"	"PMCID:PMC5223600"	"28007914"	"PMC5223600"	"10.1083/jcb.201602002"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"A reverse signaling pathway downstream of Sema4A controls cell migration via Scrib."	"Sun T; Yang L; Kaur H; Pestel J; Looso M; Nolte H; Krasel C; Heil D; Krishnan RK; Santoni MJ; Borg JP; Bünemann M; Offermanns S; Swiercz JM; Worzfeld T"	"2017"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/28007914/"	""
"PMCID"	"PMC532045"	"PMCID:PMC532045"	"15483051"	"PMC532045"	"10.1091/mbc.e04-08-0759"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Coregulation of fibronectin signaling and matrix contraction by tenascin-C and syndecan-4."	"Midwood KS; Valenick LV; Hsia HC; Schwarzbauer JE"	"2004"	"Molecular biology of the cell"	"https://pubmed.ncbi.nlm.nih.gov/15483051/"	""
"PMCID"	"PMC5584928"	"PMCID:PMC5584928"	"28873464"	"PMC5584928"	"10.1371/journal.pone.0184285"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Direct integrin binding to insulin-like growth factor-2 through the C-domain is required for insulin-like growth factor receptor type 1 (IGF1R) signaling."	"Cedano Prieto DM; Cheng Y; Chang CC; Yu J; Takada YK; Takada Y"	"2017"	"PloS one"	"https://pubmed.ncbi.nlm.nih.gov/28873464/"	""
"PMCID"	"PMC5682656"	"PMCID:PMC5682656"	"28981091"	"PMC5682656"	"10.1038/cddis.2017.490"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Neuron and microglia/macrophage-derived FGF10 activate neuronal FGFR2/PI3K/Akt signaling and inhibit microglia/macrophages TLR4/NF-κB-dependent neuroinflammation to improve functional recovery after spinal cord injury."	"Chen J; Wang Z; Zheng Z; Chen Y; Khor S; Shi K; He Z; Wang Q; Zhao Y; Zhang H; Li X; Li J; Yin J; Wang X; Xiao J"	"2017"	"Cell death & disease"	"https://pubmed.ncbi.nlm.nih.gov/28981091/"	""
"PMCID"	"PMC5715320"	"PMCID:PMC5715320"	"29249937"	"PMC5715320"	"10.3389/fnmol.2017.00378"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Glycosylphosphatidylinositol-Anchored Immunoglobulin Superfamily Cell Adhesion Molecules and Their Role in Neuronal Development and Synapse Regulation."	"Tan RPA; Leshchyns'ka I; Sytnyk V"	"2017"	"Frontiers in molecular neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/29249937/"	""
"PMCID"	"PMC5871719"	"PMCID:PMC5871719"	"29502968"	"PMC5871719"	"10.1016/j.cell.2018.02.004"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Reducing Pericyte-Derived Scarring Promotes Recovery after Spinal Cord Injury."	"Dias DO; Kim H; Holl D; Werne Solnestam B; Lundeberg J; Carlén M; Göritz C; Frisén J"	"2018"	"Cell"	"https://pubmed.ncbi.nlm.nih.gov/29502968/"	""
"PMCID"	"PMC6365523"	"PMCID:PMC6365523"	"30728423"	"PMC6365523"	"10.1038/s41598-018-38045-w"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The RGD motif is involved in CD97/ADGRE5-promoted cell adhesion and viability of HT1080 cells."	"Tjong WY; Lin HH"	"2019"	"Scientific reports"	"https://pubmed.ncbi.nlm.nih.gov/30728423/"	""
"PMCID"	"PMC6488895"	"PMCID:PMC6488895"	"30155986"	"PMC6488895"	"10.1111/cns.13056"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Vascular endothelial growth factor activates neural stem cells through epidermal growth factor receptor signal after spinal cord injury."	"Liu SM; Xiao ZF; Li X; Zhao YN; Wu XM; Han J; Chen B; Li JY; Fan CX; Xu B; Xue XY; Xue WW; Yang Y; Dai JW"	"2019"	"CNS neuroscience & therapeutics"	"https://pubmed.ncbi.nlm.nih.gov/30155986/"	""
"PMCID"	"PMC6559346"	"PMCID:PMC6559346"	"31110287"	"PMC6559346"	"10.1038/s41556-019-0330-5"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"EGFR is required for Wnt9a-Fzd9b signalling specificity in haematopoietic stem cells."	"Grainger S; Nguyen N; Richter J; Setayesh J; Lonquich B; Oon CH; Wozniak JM; Barahona R; Kamei CN; Houston J; Carrillo-Terrazas M; Drummond IA; Gonzalez D; Willert K; Traver D"	"2019"	"Nature cell biology"	"https://pubmed.ncbi.nlm.nih.gov/31110287/"	""
"PMCID"	"PMC6665849"	"PMCID:PMC6665849"	"19403822"	"PMC6665849"	"10.1523/JNEUROSCI.0759-09.2009"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Alpha9 integrin promotes neurite outgrowth on tenascin-C and enhances sensory axon regeneration."	"Andrews MR; Czvitkovich S; Dassie E; Vogelaar CF; Faissner A; Blits B; Gage FH; ffrench-Constant C; Fawcett JW"	"2009"	"The Journal of neuroscience : the official journal of the Society for Neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/19403822/"	""
"PMCID"	"PMC6725384"	"PMCID:PMC6725384"	"15814794"	"PMC6725384"	"10.1523/JNEUROSCI.4480-04.2005"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Plexin-a4 mediates axon-repulsive activities of both secreted and transmembrane semaphorins and plays roles in nerve fiber guidance."	"Suto F; Ito K; Uemura M; Shimizu M; Shinkawa Y; Sanbo M; Shinoda T; Tsuboi M; Takashima S; Yagi T; Fujisawa H"	"2005"	"The Journal of neuroscience : the official journal of the Society for Neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/15814794/"	""
"PMCID"	"PMC6916468"	"PMCID:PMC6916468"	"31628191"	"PMC6916468"	"10.1074/jbc.RA119.008234"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"GAIN domain-mediated cleavage is required for activation of G protein-coupled receptor 56 (GPR56) by its natural ligands and a small-molecule agonist."	"Zhu B; Luo R; Jin P; Li T; Oak HC; Giera S; Monk KR; Lak P; Shoichet BK; Piao X"	"2019"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/31628191/"	""
"PMCID"	"PMC7087454"	"PMCID:PMC7087454"	"31700175"	"PMC7087454"	"10.1038/s41591-019-0612-2"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Antitumor activity of an engineered decoy receptor targeting CLCF1-CNTFR signaling in lung adenocarcinoma."	"Kim JW; Marquez CP; Kostyrko K; Koehne AL; Marini K; Simpson DR; Lee AG; Leung SG; Sayles LC; Shrager J; Ferrer I; Paz-Ares L; Gephart MH; Vicent S; Cochran JR; Sweet-Cordero EA"	"2019"	"Nature medicine"	"https://pubmed.ncbi.nlm.nih.gov/31700175/"	""
"PMCID"	"PMC7509206"	"PMCID:PMC7509206"	"32957245"	"PMC7509206"	"10.1016/j.jmbbm.2020.103953"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Softening of the chronic hemi-section spinal cord injury scar parallels dysregulation of cellular and extracellular matrix content."	"Baumann HJ; Mahajan G; Ham TR; Betonio P; Kothapalli CR; Shriver LP; Leipzig ND"	"2020"	"Journal of the mechanical behavior of biomedical materials"	"https://pubmed.ncbi.nlm.nih.gov/32957245/"	""
"PMCID"	"PMC7686970"	"PMCID:PMC7686970"	"33021341"	"PMC7686970"	"10.1111/jcmm.15874"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Thrombospondin-2 stimulates MMP-9 production and promotes osteosarcoma metastasis via the PLC, PKC, c-Src and NF-κB activation."	"Liu JF; Chen PC; Chang TM; Hou CH"	"2020"	"Journal of cellular and molecular medicine"	"https://pubmed.ncbi.nlm.nih.gov/33021341/"	""
"PMCID"	"PMC8610419"	"PMCID:PMC8610419"	"34812142"	"PMC8610419"	"10.7554/eLife.69815"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Giant ankyrin-B mediates transduction of axon guidance and collateral branch pruning factor sema 3A."	"Creighton BA; Afriyie S; Ajit D; Casingal CR; Voos KM; Reger J; Burch AM; Dyne E; Bay J; Huang JK; Anton ES; Fu MM; Lorenzo DN"	"2021"	"eLife"	"https://pubmed.ncbi.nlm.nih.gov/34812142/"	""
"PMCID"	"PMC9013464"	"PMCID:PMC9013464"	"35429978"	"PMC9013464"	"10.1186/s12974-022-02449-3"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"SU16f inhibits fibrotic scar formation and facilitates axon regeneration and locomotor function recovery after spinal cord injury by blocking the PDGFRβ pathway."	"Li Z; Yu S; Liu Y; Hu X; Li Y; Xiao Z; Chen Y; Tian D; Xu X; Cheng L; Zheng M; Jing J"	"2022"	"Journal of neuroinflammation"	"https://pubmed.ncbi.nlm.nih.gov/35429978/"	""
"PMCID"	"PMC9477748"	"PMCID:PMC9477748"	"35863378"	"PMC9477748"	"10.1038/s41586-022-05116-y"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Organizing structural principles of the IL-17 ligand-receptor axis."	"Wilson SC; Caveney NA; Yen M; Pollmann C; Xiang X; Jude KM; Hafer M; Tsutsumi N; Piehler J; Garcia KC"	"2022"	"Nature"	"https://pubmed.ncbi.nlm.nih.gov/35863378/"	""
"PMCID"	"PMC9527244"	"PMCID:PMC9527244"	"36184639"	"PMC9527244"	"10.1038/s41467-022-33463-x"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The alarmin interleukin-1α triggers secondary degeneration through reactive astrocytes and endothelium after spinal cord injury."	"Bretheau F; Castellanos-Molina A; Bélanger D; Kusik M; Mailhot B; Boisvert A; Vallières N; Lessard M; Gunzer M; Liu X; Boilard É; Quan N; Lacroix S"	"2022"	"Nature communications"	"https://pubmed.ncbi.nlm.nih.gov/36184639/"	""
