regulator	target	old_edge_ids	new_edge_ids	semantic_mapping_status
cd86	cd28	M20B-E002915	M20B-E002915	exact_label_relation_match
cd86	ctla4	M20B-E002916	M20B-E002916	exact_label_relation_match
cd96	pvr/cd155	M23B-E000322;M23B-E000323	M23B-E000322;M23B-E000323	exact_label_relation_match
cd99	cd99:cd99 homophilic adhesion complex	M23B-E000926;M23B-E000927;M23B-E000928	M23B-E000926;M23B-E000927;M23B-E000928	exact_label_relation_match
cdh1	cdh2	M20B-E002917;M23B-E000324;M23B-E000325;M23B-E000326	M20B-E002917;M23B-E000324;M23B-E000325;M23B-E000326	exact_label_relation_match
cdh1	egfr	M23B-E000327;M23B-E000328;M23B-E000329	M23B-E000327;M23B-E000328;M23B-E000329	exact_label_relation_match
cdh1	igf1r	M23B-E000330;M23B-E000331;M23B-E000332	M23B-E000330;M23B-E000331;M23B-E000332	exact_label_relation_match
cdh1	itga2_itgb1	M20B-E002921	M20B-E002921	exact_label_relation_match
cdh1	itgae:itgb7 (αeβ7/cd103)	M23B-E000333;M23B-E000334;M23B-E000335	M23B-E000333;M23B-E000334;M23B-E000335	exact_label_relation_match
cdh1	itgae_itgb7	M20B-E002922	M20B-E002922	exact_label_relation_match
cdh1	klrg1	M20B-E002923	M20B-E002923	exact_label_relation_match
cdh1 cytoplasmic tail	ptprm/ptpμ	M23B-E000336;M23B-E000337	M23B-E000336;M23B-E000337	exact_label_relation_match
ceacam1	ceacam1 homophilic complex	M23B-E000118	M23B-E000118	exact_label_relation_match
ceacam1	egfr-ceacam1 phospho-regulatory complex	M23B-E000929;M23B-E000930	M23B-E000929;M23B-E000930	exact_label_relation_match
ceacam1	havcr2	M20B-E002928	M20B-E002928	exact_label_relation_match
ceacam16	tecta	M20B-E002929	M20B-E002929	exact_label_relation_match
ceacam16	tectb	M20B-E002930	M20B-E002930	exact_label_relation_match
cell-surface calr	focal adhesion disassembly	M23B-E001028	M23B-E001028	exact_label_relation_match
cell-surface calr	lrp1	M23B-E001026	M23B-E001026	exact_label_relation_match
cell-surface calr	lrp1-gi2-pi3k-erk relay	M23B-E001027	M23B-E001027	exact_label_relation_match
cfh	itgam:itgb2 (mac-1/cr3)	M23B-E000338;M23B-E000339;M23B-E000340	M23B-E000338;M23B-E000339;M23B-E000340	exact_label_relation_match
chad	alpha2beta1 integrin	M23B-E000023	M23B-E000023	exact_label_relation_match
chad	itga2:itgb1 (α2β1)	M23B-E000341;M23B-E000342	M23B-E000341;M23B-E000342	exact_label_relation_match
chad	itga2_itgb1	M20B-E001924	M20B-E001924	exact_label_relation_match
cholesterol-dhcr24	rora	M20B-E002295	M20B-E002295	exact_label_relation_match
chronic lesion softening	ecm-gag mechanical state	M23B-E000179	M23B-E000179	exact_label_relation_match
chronic lesion stiffness	fibronectin/gfap scar architecture	M23B-E000003	M23B-E000003	exact_label_relation_match
chronic sci lesion/rim stiffness	fibronectin/gfap fibrotic scar architecture	M23B-E000093	M23B-E000093	exact_label_relation_match
cirbp	tlr4/md2	M24B-E000124	M24B-E000124	exact_label_relation_match
cklf	ccr4	M20B-E002955	M20B-E002955	exact_label_relation_match
clcf1	cntfr_il6st_lifr	M20B-E002957	M20B-E002957	exact_label_relation_match
clcf1	crlf1	M20B-E002958	M20B-E002958	exact_label_relation_match
clcf1_crlf1	cntfr_il6st	M20B-E002960	M20B-E002960	exact_label_relation_match
clec11a	itga11	M20B-E002962	M20B-E002962	exact_label_relation_match
clec11a/esm1	itga10:itgb1 and itga11:itgb1 integrin complexes	M23B-E000931;M23B-E000932	M23B-E000931;M23B-E000932	exact_label_relation_match
clec11a/osteolecin	itga11:itgb1 (α11β1)	M23B-E000345;M23B-E000346;M23B-E000347	M23B-E000345;M23B-E000346;M23B-E000347	exact_label_relation_match
clec1b	pdpn	M20B-E002967	M20B-E002967	exact_label_relation_match
clec4g	lag3	M20B-E002970	M20B-E002970	exact_label_relation_match
clock;bmal1	mper1	M22B-E000021	M22B-E000021	exact_label_relation_match
cntf	cntfr-alpha-gp130-lifr receptor complex	M21B-E000107	M21B-E000107	exact_label_relation_match
cntf-activated spinal cord astrocytes	fgf2 release and motor-neuron support	M21B-E000061	M21B-E000061	exact_label_relation_match
cntf:cntfra:gp130:lifr receptor complex	stat3	M21B-E000058	M21B-E000058	exact_label_relation_match
cntf:cntfra:gp130:osmr receptor complex	stat3	M21B-E000059	M21B-E000059	exact_label_relation_match
cntfr-alpha-associated jak/stat signaling	gja1/cx43 expression and gap-junction coupling	M21B-E000060	M21B-E000060	exact_label_relation_match
cntn1	notch1	M20B-E001925	M20B-E001925	exact_label_relation_match
cntn1	notch2	M20B-E001926	M20B-E001926	exact_label_relation_match
cntn1	nrcam	M20B-E002976	M20B-E002976	exact_label_relation_match
cntn1	ptprz1	M20B-E002977	M20B-E002977	exact_label_relation_match
cntn1/f3	nrcam with rptpβ-associated complex	M23B-E000348;M23B-E000349	M23B-E000348;M23B-E000349	exact_label_relation_match
cntn2	cntn2_cntnap2	M20B-E000370	M20B-E000370	exact_label_relation_match
cntn2	nrp1	M20B-E002980	M20B-E002980	exact_label_relation_match
cntn2/axonin-1	l1cam/ngcam cis adhesion complex	M23B-E000933;M23B-E000934	M23B-E000933;M23B-E000934	exact_label_relation_match
cntn3	ptprg	M20B-E002981	M20B-E002981	exact_label_relation_match
cntn4	aplp1	M20B-E002982	M20B-E002982	exact_label_relation_match
cntn4	ptprg	M20B-E002983	M20B-E002983	exact_label_relation_match
cntn6	notch1	M20B-E002984	M20B-E002984	exact_label_relation_match
cntn6	ptprg	M20B-E002985	M20B-E002985	exact_label_relation_match
col10a1	itga2_itgb1	M20B-E002989	M20B-E002989	exact_label_relation_match
col11a1	itga1:itgb1 with ddr2 crosstalk	M23B-E000120	M23B-E000120	exact_label_relation_match
col11a1	itga1_itgb1	M20B-E002993	M20B-E002993	exact_label_relation_match
col11a1	itga2_itgb1	M20B-E002994	M20B-E002994	exact_label_relation_match
col11a1/collagen xi	itga2:itgb1	M23B-E000121	M23B-E000121	exact_label_relation_match
col11a1/collagen xi fibril	ddr1	M23B-E000350;M23B-E000351;M23B-E000352	M23B-E000350;M23B-E000351;M23B-E000352	exact_label_relation_match
col13a1	itga11_itgb1	M20B-E003004	M20B-E003004	exact_label_relation_match
col13a1	itga1_itgb1	M20B-E003005	M20B-E003005	exact_label_relation_match
col13a1/collagen xiii	itga1:itgb1 (α1β1)	M23B-E000356;M23B-E000357;M23B-E000358	M23B-E000356;M23B-E000357;M23B-E000358	exact_label_relation_match
col13a1/collagen xiii ectodomain	itga11:itgb1 (α11β1)	M23B-E000353;M23B-E000354;M23B-E000355	M23B-E000353;M23B-E000354;M23B-E000355	exact_label_relation_match
col14a1	cd44	M20B-E003007	M20B-E003007	exact_label_relation_match
col15a1-associated matrix	itga2:itgb1/ddr1/pyk2	M23B-E000122	M23B-E000122	exact_label_relation_match
col16a1	itga1_itgb1	M20B-E003018	M20B-E003018	exact_label_relation_match
col16a1	itga2_itgb1	M20B-E003019	M20B-E003019	exact_label_relation_match
col18a1	gpc1	M20B-E003020	M20B-E003020	exact_label_relation_match
col18a1	gpc4	M20B-E003021	M20B-E003021	exact_label_relation_match
col18a1	itga5	M20B-E003027	M20B-E003027	exact_label_relation_match
col18a1	kdr	M20B-E003030	M20B-E003030	exact_label_relation_match
col18a1/endostatin	itga3:itgb1/alpha3beta1	M23B-E000935;M23B-E000936	M23B-E000935;M23B-E000936	exact_label_relation_match
col18a1/endostatin fragment	itga2:itgb1 (α2β1)	M23B-E000359	M23B-E000359	exact_label_relation_match
col1a1	beta1-integrin-n-cadherin astrocyte scar relay	M23B-E000024	M23B-E000024	exact_label_relation_match
col1a1	cd44	M20B-E001927	M20B-E001927	exact_label_relation_match
col1a1	ddr1	M20B-E003038	M20B-E003038	exact_label_relation_match
col1a1	ddr2	M20B-E003039	M20B-E003039	exact_label_relation_match
col1a1	gp6	M20B-E001928	M20B-E001928	exact_label_relation_match
col1a1	itga10_itgb1	M20B-E001929	M20B-E001929	exact_label_relation_match
col1a1	itga11_itgb1	M20B-E001930	M20B-E001930	exact_label_relation_match
col1a1	itga1_itgb1	M20B-E001931	M20B-E001931	exact_label_relation_match
col1a1	itga2_itgb1	M20B-E001932	M20B-E001932	exact_label_relation_match
col1a1	itga3_itgb1	M20B-E001933	M20B-E001933	exact_label_relation_match
col1a1	sdc1	M20B-E001936	M20B-E001936	exact_label_relation_match
col1a1	sdc4	M20B-E002297	M20B-E002297	exact_label_relation_match
col1a1/col1a2 native collagen i	cd36	M23B-E000360;M23B-E000361;M23B-E000376;M23B-E000377	M23B-E000360;M23B-E000361;M23B-E000376;M23B-E000377	exact_label_relation_match
col1a1/col1a2 native collagen i	ddr1	M23B-E000362;M23B-E000363;M23B-E000364	M23B-E000362;M23B-E000363;M23B-E000364	exact_label_relation_match
col1a1/col1a2 native collagen i	itga11:itgb1 (α11β1)	M23B-E000368;M23B-E000369	M23B-E000368;M23B-E000369	exact_label_relation_match
col1a1/col1a2 native collagen i	itga2:itgb1 (α2β1)	M23B-E000370;M23B-E000371;M23B-E000372	M23B-E000370;M23B-E000371;M23B-E000372	exact_label_relation_match
col1a1/col1a2 native collagen i	sdc1 with hs/α2β1 context	M23B-E000373;M23B-E000374;M23B-E000375	M23B-E000373;M23B-E000374;M23B-E000375	exact_label_relation_match
col1a1/col1a2 native fibrillar collagen i	gp6/gpvi:fcer1g (fcrγ)	M23B-E000365;M23B-E000366;M23B-E000367	M23B-E000365;M23B-E000366;M23B-E000367	exact_label_relation_match
col1a1/collagen i	ddr2	M23B-E000937;M23B-E000938;M23B-E000939	M23B-E000937;M23B-E000938;M23B-E000939	exact_label_relation_match
col1a2	gp6	M20B-E001938	M20B-E001938	exact_label_relation_match
col1a2	itga10_itgb1	M20B-E001939	M20B-E001939	exact_label_relation_match
col1a2	itga11_itgb1	M20B-E001940	M20B-E001940	exact_label_relation_match
col1a2	itga1_itgb1	M20B-E001941	M20B-E001941	exact_label_relation_match
col1a2	itga2_itgb1	M20B-E001942	M20B-E001942	exact_label_relation_match
col1a2	itgav_itgb8	M20B-E001945	M20B-E001945	exact_label_relation_match
col1a2	sdc1	M20B-E001946	M20B-E001946	exact_label_relation_match
col22a1	itga10_itgb1	M20B-E003051	M20B-E003051	exact_label_relation_match
col22a1	itga11_itgb1	M20B-E003052	M20B-E003052	exact_label_relation_match
col22a1	itga1_itgb1	M20B-E003053	M20B-E003053	exact_label_relation_match
col22a1	itga2_itgb1	M20B-E003054	M20B-E003054	exact_label_relation_match
col2a1	ddr1	M20B-E003071	M20B-E003071	exact_label_relation_match
col2a1	gp6	M20B-E001948	M20B-E001948	exact_label_relation_match
col2a1	itga10_itgb1	M20B-E001949	M20B-E001949	exact_label_relation_match
col2a1	itga11_itgb1	M20B-E001950	M20B-E001950	exact_label_relation_match
col2a1	itga1_itgb1	M20B-E001951	M20B-E001951	exact_label_relation_match
col2a1	itga2_itgb1	M20B-E001952	M20B-E001952	exact_label_relation_match
col2a1 native collagen ii	gp6/gpvi:fcer1g (fcrγ)	M23B-E000378;M23B-E000379;M23B-E000380	M23B-E000378;M23B-E000379;M23B-E000380	exact_label_relation_match
col2a1 native collagen ii	itga10:itgb1 (α10β1)	M23B-E000381;M23B-E000382	M23B-E000381;M23B-E000382	exact_label_relation_match
col2a1 native collagen ii	itga1:itgb1 (α1β1)	M23B-E000383;M23B-E000384	M23B-E000383;M23B-E000384	exact_label_relation_match
col2a1 native collagen ii	itga2:itgb1 (α2β1)	M23B-E000385;M23B-E000386	M23B-E000385;M23B-E000386	exact_label_relation_match
col2a1-associated collagenous scar	collagenous scarring and locomotor outcome	M23B-E000025	M23B-E000025	exact_label_relation_match
col3a1	ddr1	M20B-E003075	M20B-E003075	exact_label_relation_match
col3a1	ddr2	M20B-E003076	M20B-E003076	exact_label_relation_match
col3a1	itga10_itgb1	M20B-E003077	M20B-E003077	exact_label_relation_match
col3a1	itga11_itgb1	M20B-E003078	M20B-E003078	exact_label_relation_match
col3a1	itga1_itgb1	M20B-E003079	M20B-E003079	exact_label_relation_match
col3a1	itga2_itgb1	M20B-E003080	M20B-E003080	exact_label_relation_match
col3a1/collagen iii	adgrg1/gpr56	M23B-E000940;M23B-E000941;M23B-E000942	M23B-E000940;M23B-E000941;M23B-E000942	exact_label_relation_match
col3a1/collagen iii	ddr1	M23B-E000943	M23B-E000943	exact_label_relation_match
col3a1/collagen iii	ddr2	M23B-E000944	M23B-E000944	exact_label_relation_match
col4a1	cd44	M20B-E001957	M20B-E001957	exact_label_relation_match
col4a1	itga1_itgb1	M20B-E001961	M20B-E001961	exact_label_relation_match
col4a1	itga2_itgb1	M20B-E001962	M20B-E001962	exact_label_relation_match
col4a1:col4a2:col4a3:col4a4:col4a5:col4a6	gp6	M23B-E000445	M23B-E000445	exact_label_relation_match
col4a2	itga1_itgb1	M20B-E001971	M20B-E001971	exact_label_relation_match
col4a3	itga3_itgb1	M20B-E001983	M20B-E001983	exact_label_relation_match
col4a3 nc1 domain	itga3:itgb1 (α3β1)	M23B-E000388;M23B-E000389	M23B-E000388;M23B-E000389	exact_label_relation_match
col4a3 nc1/collagen iv fragment	cd47/iap with itgav:itgb3 co-receptor context	M23B-E000945;M23B-E000946	M23B-E000945;M23B-E000946	exact_label_relation_match
col4a3/α3(iv) collagen	itga2:itgb1 (α2β1)	M23B-E000387	M23B-E000387	exact_label_relation_match
col4a6 nc1	alphav/beta1-family adhesion and migration	M23B-E000032	M23B-E000032	exact_label_relation_match
col5a1/collagen-v n-terminal domain	sdc3/heparan-sulfate complex	M23B-E000390;M23B-E000391;M23B-E000392	M23B-E000390;M23B-E000391;M23B-E000392	exact_label_relation_match
col5a2/collagen v	ddr1	M23B-E000393;M23B-E000394;M23B-E000395	M23B-E000393;M23B-E000394;M23B-E000395	exact_label_relation_match
col6a1	itga1_itgb1	M20B-E002021	M20B-E002021	exact_label_relation_match
col6a1	itga2_itgb1	M20B-E002022	M20B-E002022	exact_label_relation_match
col6a1/collagen vi	macrophage recruitment and m2 polarization	M23B-E000041	M23B-E000041	exact_label_relation_match
col6a2	itga1_itgb1	M20B-E002031	M20B-E002031	exact_label_relation_match
col6a2	itga2_itgb1	M20B-E002032	M20B-E002032	exact_label_relation_match
col6a3	itga1_itgb1	M20B-E002041	M20B-E002041	exact_label_relation_match
col6a3	itga2_itgb1	M20B-E002042	M20B-E002042	exact_label_relation_match
col6a3-containing collagen vi	alpha2beta1-associated fak activation and migration	M23B-E000029	M23B-E000029	exact_label_relation_match
col8a2	slc4a11	M20B-E003125	M20B-E003125	exact_label_relation_match
col9a1	sdc4	M20B-E002322	M20B-E002322	exact_label_relation_match
collagen ix family	alpha10beta1 integrin	M23B-E000034	M23B-E000034	exact_label_relation_match
collagen ix family	alpha10beta1-associated adhesion and spreading	M23B-E000038	M23B-E000038	exact_label_relation_match
collagen ix family	alpha11beta1 integrin	M23B-E000035	M23B-E000035	exact_label_relation_match
collagen ix family	alpha1beta1 integrin	M23B-E000033	M23B-E000033	exact_label_relation_match
collagen ix family	alpha1beta1-associated adhesion and spreading	M23B-E000037	M23B-E000037	exact_label_relation_match
collagen ix family	alpha2beta1 integrin	M23B-E000036	M23B-E000036	exact_label_relation_match
collagen ix family	alpha2beta1-associated adhesion and spreading	M23B-E000039	M23B-E000039	exact_label_relation_match
collagen ix family	peripheral neurite avoidance and ecm guidance	M23B-E000040	M23B-E000040	exact_label_relation_match
collagen vi family	alpha10 i-domain	M23B-E000031	M23B-E000031	exact_label_relation_match
collagen vi family	alpha1beta1/alpha2beta1 adhesion	M23B-E000030	M23B-E000030	exact_label_relation_match
collagen-i-associated scar-forming astrocyte state	beta1-integrin/n-cadherin adhesion relay	M23B-E000001	M23B-E000001	exact_label_relation_match
collagen-iv family	alpha1beta1 integrin	M23B-E000026	M23B-E000026	exact_label_relation_match
collagen-iv family	alpha2beta1-dependent migration and actin remodeling	M23B-E000027	M23B-E000027	exact_label_relation_match
collagen-iv family scaffold	neurite and astrocyte/progenitor outgrowth	M23B-E000028	M23B-E000028	exact_label_relation_match
collagen-vi family	family-level adhesion context without queued receptor assignment	M23B-E000042	M23B-E000042	exact_label_relation_match
colq	musk	M20B-E003129	M20B-E003129	exact_label_relation_match
comp	cd36	M20B-E002097	M20B-E002097	exact_label_relation_match
comp	cd47	M20B-E002098;M23B-E000396;M23B-E000397	M20B-E002098;M23B-E000396;M23B-E000397	exact_label_relation_match
comp	itgav:itgb3 (αvβ3)	M23B-E000398;M23B-E000399	M23B-E000398;M23B-E000399	exact_label_relation_match
comp	itgav_itgb3	M20B-E002100	M20B-E002100	exact_label_relation_match
cort	ghsr	M20B-E003136	M20B-E003136	exact_label_relation_match
cort	sstr1	M20B-E003141	M20B-E003141	exact_label_relation_match
cort	sstr2	M20B-E003142	M20B-E003142	exact_label_relation_match
cort	sstr3	M20B-E003143	M20B-E003143	exact_label_relation_match
cort	sstr4	M20B-E003144	M20B-E003144	exact_label_relation_match
cort	sstr5	M20B-E003145	M20B-E003145	exact_label_relation_match
cr2-associated injury response	synaptic terminal loss	M24B-E000015	M24B-E000015	exact_label_relation_match
creb	5-ht1a-associated nnos-creb neuronal response program	M22B-E000023	M22B-E000023	exact_label_relation_match
creb	5-ht1a-creb/nnos-associated hippocampal anxiolytic program	M22B-E000022	M22B-E000022	exact_label_relation_match
creb	5-ht2a-creb neuronal plasticity-associated gene program	M22B-E000024	M22B-E000024	exact_label_relation_match
creb	5-ht4-associated pka-creb enteric-neuron survival and neurogenesis program	M22B-E000026	M22B-E000026	exact_label_relation_match
creb	5-ht4-associated pka-creb enteric-neuronal survival and neurogenesis program	M22B-E000027	M22B-E000027	exact_label_relation_match
creb	5-ht4-creb-associated enteric-neuron neuroprotection and neurogenesis program	M22B-E000025	M22B-E000025	exact_label_relation_match
creb	5-ht6-ac-camp-pka-erk-creb-bdnf neuronal response program	M22B-E000028	M22B-E000028	exact_label_relation_match
creb	5-ht7-associated pka-creb/sre neuronal transcriptional program	M22B-E000031	M22B-E000031	exact_label_relation_match
creb	5-ht7-creb/sre neuronal signaling and morphology program	M22B-E000029	M22B-E000029	exact_label_relation_match
creb	5-ht7-creb/sre neuronal signaling and neurite-outgrowth program	M22B-E000030	M22B-E000030	exact_label_relation_match
creb	activated alpha2m-lrp1-associated neurite outgrowth and schwann-cell survival or migration phenotype	M22B-E000033	M22B-E000033	exact_label_relation_match
creb	activated alpha2m-lrp1-src/trk-erk/akt-creb neural response program	M22B-E000032	M22B-E000032	exact_label_relation_match
creb	alpha2-adrenergic creb/cyclin d1 neuronal-differentiation program	M22B-E000034	M22B-E000034	exact_label_relation_match
creb	alpha2c-adrenergic neuronal differentiation program	M22B-E000106	M22B-E000106	exact_label_relation_match
creb	arc	M22B-E000035	M22B-E000035	exact_label_relation_match
creb	bdnf promoter iv	M22B-E000036	M22B-E000036	exact_label_relation_match
creb	bdnf1	M22B-E000037	M22B-E000037	exact_label_relation_match
creb	beta1-adrenergic creb/c-fos striatal neuronal transcription program	M22B-E000038	M22B-E000038	exact_label_relation_match
creb	camp-responsive osteoblast remodeling program (tnfsf11/rankl; sost repression)	M22B-E000107	M22B-E000107	exact_label_relation_match
creb	cebpb	M22B-E000045	M22B-E000045	exact_label_relation_match
creb	cfos	M22B-E000108	M22B-E000108	exact_label_relation_match
creb	cga/alpha-glycoprotein hormone subunit target gene	M22B-E000039	M22B-E000039	exact_label_relation_match
creb	creb receptor-responsive program	M22B-E000040	M22B-E000040	exact_label_relation_match
creb	creb-bdnf activity-dependent transcriptional program	M22B-E000041;M22B-E000042	M22B-E000041;M22B-E000042	exact_label_relation_match
creb	crh-crhr1-associated microglial inflammatory and neuronal-maturation phenotype	M22B-E000044	M22B-E000044	exact_label_relation_match
creb	crh-crhr1-gs/camp/pka-mapk-creb neuronal and microglial response program	M22B-E000043	M22B-E000043	exact_label_relation_match
creb	cycd1	M22B-E000046	M22B-E000046	exact_label_relation_match
creb	dopamine d2-like receptor-associated camp-creb and t-cell differentiation program	M22B-E000047	M22B-E000047	exact_label_relation_match
creb	dopamine-drd1-associated pka/nmda-creb activation program	M22B-E000048	M22B-E000048	exact_label_relation_match
