species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	RXRA	CYP3A4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006575	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16608838;18400206.
human	KMT2A	HOXA9	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003010:22d66711d7ea	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	26594843	31413090	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=26594843;31413090;33001025;37891368; direct_evidence_pmids=26594843;31413090;33001025;37891368; source_lead_pmids=12637319;14522254;14713950;15160920;15851025;15960975;16357144;16518848;16981007;17047146;17671196;18483194;19393316;20010842;20460131;20541251;20541448;20541477;20565746;20677832;20854876;21518888;22902925;22960594;23210835;23318960;23818607;23900238;23908472;23988911;23990460;23994619;24089521;24445817;24488769;25016802;25531430;26594843;26642852;27258906;28978671;29774127;29777171;29972300;30059890;31031188;31413090;31755685;32233950;32378586;33001025;33054052;33967269;34196551;34310280;34502319;34743404;34877491;35947126;37891368;37958457.
human	PAX8	WT1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005391	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	8861958	15961562	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=8861958;15961562; direct_evidence_pmids=8861958;15961562; source_lead_pmids=15961562;8861958.
human	STAT5B	IGF1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008141	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22419735		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22419735; direct_evidence_pmids=22419735; source_lead_pmids=22419735.
human	MYCN	MDM2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004292	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	15644444		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15644444;15927364; direct_evidence_pmids=15644444; source_lead_pmids=15644444;15927364.
human	TFAP2C	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008403	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	22371483		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22371483; direct_evidence_pmids=22371483; source_lead_pmids=22371483.
human	HES1	ASCL1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002804	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11054669;21573214;9144241.
human	ETS2	IL5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001929	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10212281;19487701.
human	USF2	APC	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008893	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	11241666		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11241666; direct_evidence_pmids=11241666; source_lead_pmids=11241666.
mouse	Mafa	Pdx1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002596	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	17149590		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17149590; direct_evidence_pmids=17149590; source_lead_pmids=12551916;17149590.
human	PAX5	CD19	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005354	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	12907641	20208555	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12907641;20208555; direct_evidence_pmids=12907641;20208555; source_lead_pmids=10666449;12907641;20208555.
human	SOX10	MITF	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006854	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	10938265	19026785	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10938265;19026785; direct_evidence_pmids=10938265;19026785; source_lead_pmids=10938265;19026785.
human	TAL1	NFKB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008206	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	16778171		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16778171; direct_evidence_pmids=16778171; source_lead_pmids=16778171.
mouse	Foxa2	Ferd3l	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001353	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	20849957	23254923	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20849957;23254923; direct_evidence_pmids=20849957;23254923; source_lead_pmids=20849957;23254923.
human	HDAC1	ESR1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002621	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23242655		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23242655; direct_evidence_pmids=23242655; source_lead_pmids=18316616;20101232;23242655.
human	ARNT	CYP1B1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000200	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	12376470	19255421	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12376470;19255421;19376845;21742528;24299737; direct_evidence_pmids=12376470;19255421;19376845;21742528;24299737; source_lead_pmids=12376470;19255421;19376845;21742528;24299737.
human	TCF4	MYC	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008286	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	15928669	19561604	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15928669;19561604;19662654;19778454; direct_evidence_pmids=15928669;19561604;19662654; source_lead_pmids=15928669;19561604;19662654;19778454.
human	NEUROD1	INS	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004386	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	10545951		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10545951; direct_evidence_pmids=10545951; source_lead_pmids=10545951;16461554.
mouse	Rbpj	Lfng	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004625	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12110168;16342160.
human	ETV4	ERBB2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001955	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10655108;15235125;16632435;17168666.
human	KLF1	HBB	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003647	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21539536		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21539536; direct_evidence_pmids=21539536; source_lead_pmids=21539536.
human	MEF2A	JUN	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003931	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	12054430		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12054430; direct_evidence_pmids=12054430; source_lead_pmids=12054430.
human	GATA4	AMH	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002474	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	11097782	21220346	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11097782;21220346; direct_evidence_pmids=11097782;21220346; source_lead_pmids=11097782;21220346.
mouse	Pax6	Pcsk1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004070	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19034419;24047795.
mouse	Foxp3	Il2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001547	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	16873067	17922010	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16873067;17922010;23275607; direct_evidence_pmids=16873067;17922010;23275607; source_lead_pmids=16873067;17922010;23275607.
human	CEBPD	PPARG	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000733	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	18619497		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18619497; direct_evidence_pmids=18619497; source_lead_pmids=10649448;18619497;20971808.
mouse	Gli2	Gli1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001702	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	15604102	16571352	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15604102;16571352; direct_evidence_pmids=15604102;16571352; source_lead_pmids=15604102;16571352.
human	NR1H2	ABCA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005050	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16141411.
