outcome_id	queue_key	regulator_symbol	target_symbol	species_scope	search_query	source_citations	evidence_type	outcome_summary	disposition	search_status
search_outcome_060	smchd1|cxcl12|human	SMCHD1	CXCL12	human	"SMCHD1 CXCL12 human binding profile"	https://www.gsea-msigdb.org/gsea/msigdb/cards/SMCHD1_TARGET_GENES;https://www.nature.com/articles/s41467-025-62211-0	gtrd_chipseq_target_set_without_pair_function	The human SMCHD1 target-set record contains CXCL12, and the human myoblast study supports broad SMCHD1 chromatin localization and knockout-associated expression changes, but no source-level CXCL12 locus call or pair-specific direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_061	smchd1|itga7|human	SMCHD1	ITGA7	human	"SMCHD1 ITGA7 human binding profile"	https://www.gsea-msigdb.org/gsea/msigdb/cards/SMCHD1_TARGET_GENES;https://www.nature.com/articles/s41467-025-62211-0	gtrd_chipseq_target_set_without_pair_function	The human SMCHD1 target-set record contains ITGA7, and the human myoblast study supports broad SMCHD1 chromatin localization and knockout-associated expression changes, but no source-level ITGA7 locus call or pair-specific direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_062	smchd1|lamp1|human	SMCHD1	LAMP1	human	"SMCHD1 LAMP1 human binding profile"	https://www.gsea-msigdb.org/gsea/msigdb/cards/SMCHD1_TARGET_GENES;https://www.nature.com/articles/s41467-025-62211-0	gtrd_chipseq_target_set_without_pair_function	The human SMCHD1 target-set record contains LAMP1, and the human myoblast study supports broad SMCHD1 chromatin localization and knockout-associated expression changes, but no source-level LAMP1 locus call or pair-specific direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_063	smchd1|lamp1|mouse	SMCHD1	Lamp1	mouse	"SMCHD1 Lamp1 mouse binding profile"	https://www.gsea-msigdb.org/gsea/msigdb/cards/SMCHD1_TARGET_GENES;https://www.nature.com/articles/s41467-025-62211-0	species_mismatch_profile_near_match	The retrieved SMCHD1 target-set record and corroborating Dam-ID/knockout study are human-focused, so they do not establish a mouse SMCHD1-to-Lamp1 edge.	retain_cross_species_near_match_without_promotion	completed
search_outcome_064	smyd5|eapp|mouse	SMYD5	Eapp	mouse	"SMYD5 Eapp mouse target profile"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/SMYD5_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/35680905/	gtrd_chipseq_target_set_without_pair_function	The mouse SMYD5 target-set record contains Eapp, while the retrieved SMYD5 literature supports chromatin-modifier function but not a source-level Eapp locus call with pair-specific functional direction.	retain_profile_only_without_promotion	completed
search_outcome_065	srpk1|col6a3|human	SRPK1	COL6A3	human	"SRPK1 COL6A3 human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SRPK1_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The human SRPK1 GTRD-harmonized target set contains COL6A3, but the retrieved record does not establish a source-level SRPK1 target-locus call with pair-specific functional direction.	retain_profile_only_without_promotion	completed
search_outcome_066	srpk1|fzd6|human	SRPK1	FZD6	human	"SRPK1 FZD6 human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SRPK1_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The human SRPK1 GTRD-harmonized target set contains FZD6, but the retrieved record does not establish a source-level SRPK1 target-locus call with pair-specific functional direction.	retain_profile_only_without_promotion	completed
search_outcome_067	srpk1|lamp1|human	SRPK1	LAMP1	human	"SRPK1 LAMP1 human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SRPK1_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The human SRPK1 GTRD-harmonized target set contains LAMP1, but the retrieved record does not establish a source-level SRPK1 target-locus call with pair-specific functional direction.	retain_profile_only_without_promotion	completed
search_outcome_068	sumo1|adgrl1|human	SUMO1	ADGRL1	human	"SUMO1 ADGRL1 human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SUMO1_TARGET_GENES.html;https://www.uniprot.org/uniprotkb/P63166/entry	modifier_target_profile_without_pair_function	The human SUMO1 target-set record contains ADGRL1, but SUMO1 is a post-translational modifier rather than a sequence-specific TF and no pair-specific genomic or protein-modification experiment was retrieved.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_069	sumo1|adora2a|human	SUMO1	ADORA2A	human	"SUMO1 ADORA2A human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SUMO1_TARGET_GENES.html;https://www.uniprot.org/uniprotkb/P63166/entry	modifier_target_profile_without_pair_function	The human SUMO1 target-set record contains ADORA2A, but SUMO1 is a post-translational modifier rather than a sequence-specific TF and no pair-specific genomic or protein-modification experiment was retrieved.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_070	sumo1|ang|human	SUMO1	ANG	human	"SUMO1 ANG human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SUMO1_TARGET_GENES.html;https://www.uniprot.org/uniprotkb/P63166/entry	modifier_target_profile_without_pair_function	The human SUMO1 target-set record contains ANG, but SUMO1 is a post-translational modifier rather than a sequence-specific TF and no pair-specific genomic or protein-modification experiment was retrieved.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_071	sumo1|artn|human	SUMO1	ARTN	human	"SUMO1 ARTN human target profile"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SUMO1_TARGET_GENES.html;https://www.uniprot.org/uniprotkb/P63166/entry	modifier_target_profile_without_pair_function	The human SUMO1 target-set record contains ARTN, but SUMO1 is a post-translational modifier rather than a sequence-specific TF and no pair-specific genomic or protein-modification experiment was retrieved.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_072	syncrip/hnrnp q|anxa2|human	SYNCRIP/hnRNP Q	ANXA2	human	"SYNCRIP ANXA2 direct RNA binding human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/SYNCRIP_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8354602/;https://pmc.ncbi.nlm.nih.gov/articles/PMC7025501/	noncanonical_RNA_regulator_profile_only	The SYNCRIP target-set record contains ANXA2, but primary SYNCRIP studies establish RNA binding and post-transcriptional regulation for other RNA targets rather than an exact ANXA2 source-level call or direction.	route_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_073	tert|plxdc1|human	TERT	PLXDC1	human	"TERT PLXDC1 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/TERT_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC7717964/	gtrd_chipseq_target_set_without_pair_function	The TERT target-set record contains PLXDC1, while the retrieved TERT literature describes telomere-independent and chromatin roles without an exact TERT-to-PLXDC1 locus call or perturbation direction.	retain_profile_only_without_promotion	completed
search_outcome_074	ube2i/ubc9|bdnf|human	UBE2I/UBC9	BDNF	human	"UBE2I UBC9 BDNF direct regulation human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/UBE2I_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC3146489/	modifier_target_profile_without_pair_function	The UBE2I target-set record contains BDNF, but UBC9 is a SUMO-conjugating enzyme and the retrieved primary study supports UBC9 protein-complex biology rather than a pair-specific BDNF genomic or SUMOylation experiment.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_075	ube2i/ubc9|col6a1|human	UBE2I/UBC9	COL6A1	human	"UBE2I UBC9 COL6A1 direct regulation human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/UBE2I_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC3146489/	modifier_target_profile_without_pair_function	The UBE2I target-set record contains COL6A1, but UBC9 is a SUMO-conjugating enzyme and no pair-specific COL6A1 genomic, expression, or SUMOylation experiment was retrieved.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_076	ube2i/ubc9|plxdc1|human	UBE2I/UBC9	PLXDC1	human	"UBE2I UBC9 PLXDC1 direct regulation human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/UBE2I_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC3146489/	modifier_target_profile_without_pair_function	The UBE2I target-set record contains PLXDC1, but the retrieved UBC9 literature supports SUMO-pathway and protein-complex functions rather than an exact PLXDC1 genomic or SUMOylation experiment.	retain_PTM_modifier_profile_without_promotion	completed
search_outcome_077	wiz|caskin2|human	WIZ	CASKIN2	human	"WIZ CASKIN2 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WIZ_TARGET_GENES.html;https://elifesciences.org/articles/15082;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76909	species_mismatch_profile_near_match	The human WIZ target-set record contains CASKIN2, but the retrieved primary ChIP-seq and haploinsufficiency evidence is from mouse neural tissue and reports promoter/CTCF and protocadherin effects, not CASKIN2.	retain_profile_species_limited_without_promotion	completed
search_outcome_078	wiz|flcn|human	WIZ	FLCN	human	"WIZ FLCN direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WIZ_TARGET_GENES.html;https://elifesciences.org/articles/15082;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76909	species_mismatch_profile_near_match	The human WIZ target-set record contains FLCN, but the retrieved primary ChIP-seq and haploinsufficiency evidence is from mouse neural tissue and reports promoter/CTCF and protocadherin effects, not FLCN.	retain_profile_species_limited_without_promotion	completed
search_outcome_079	wrnip1|ackr3|human	WRNIP1	ACKR3	human	"WRNIP1 ACKR3 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WRNIP1_TARGET_GENES;https://pmc.ncbi.nlm.nih.gov/articles/PMC10942783/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10449895/	noncanonical_DNA_repair_chromatin_profile_only	The WRNIP1 target-set record contains ACKR3, but primary studies characterize WRNIP1 in replication-transcription conflict and R-loop/genome-stability control without an exact ACKR3 locus call or direction.	route_DNA_repair_chromatin_profile_without_canonical_promotion	completed
search_outcome_080	wrnip1|agrn|human	WRNIP1	AGRN	human	"WRNIP1 AGRN direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WRNIP1_TARGET_GENES;https://pmc.ncbi.nlm.nih.gov/articles/PMC10942783/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10449895/	noncanonical_DNA_repair_chromatin_profile_only	The WRNIP1 target-set record contains AGRN, but primary studies characterize WRNIP1 in replication-transcription conflict and R-loop/genome-stability control without an exact AGRN locus call or direction.	route_DNA_repair_chromatin_profile_without_canonical_promotion	completed
search_outcome_081	wrnip1|artn|human	WRNIP1	ARTN	human	"WRNIP1 ARTN direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WRNIP1_TARGET_GENES;https://pmc.ncbi.nlm.nih.gov/articles/PMC10942783/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10449895/	noncanonical_DNA_repair_chromatin_profile_only	The WRNIP1 target-set record contains ARTN, but primary studies characterize WRNIP1 in replication-transcription conflict and R-loop/genome-stability control without an exact ARTN locus call or direction.	route_DNA_repair_chromatin_profile_without_canonical_promotion	completed
search_outcome_082	wrnip1|calcrl|human	WRNIP1	CALCRL	human	"WRNIP1 CALCRL direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WRNIP1_TARGET_GENES;https://pmc.ncbi.nlm.nih.gov/articles/PMC10942783/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10449895/	noncanonical_DNA_repair_chromatin_profile_only	The WRNIP1 target-set record contains CALCRL, but primary studies characterize WRNIP1 in replication-transcription conflict and R-loop/genome-stability control without an exact CALCRL locus call or direction.	route_DNA_repair_chromatin_profile_without_canonical_promotion	completed
search_outcome_083	zc3h11a|acvr1c|mouse	ZC3H11A	Acvr1c	mouse	"ZC3H11A Acvr1c direct RNA target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZC3H11A_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC10266022/	noncanonical_RNA_regulator_profile_only	The mouse ZC3H11A target-set record contains Acvr1c, but the mESC CLIP-seq/knockout study identified direct RNA targets such as Tdgf1, Nup85, Pa2g4, and Gjb3 rather than Acvr1c.	route_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_084	zc3h11a|ada|human	ZC3H11A	ADA	human	"ZC3H11A ADA direct RNA target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZC3H11A_TARGET_GENES;https://pmc.ncbi.nlm.nih.gov/articles/PMC10266022/	species_mismatch_profile_near_match	The human ZC3H11A target-set record contains ADA, but the retrieved primary direct-target evidence is from mouse embryonic stem cells and concerns other RNA targets; no human ADA edge was established.	retain_profile_species_limited_without_promotion	completed
search_outcome_085	zc3h11a|adgre5|mouse	ZC3H11A	Adgre5	mouse	"ZC3H11A Adgre5 direct RNA target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZC3H11A_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC10266022/	noncanonical_RNA_regulator_profile_only	The mouse ZC3H11A target-set record contains Adgre5, but the mESC CLIP-seq/knockout study identified direct RNA targets such as Tdgf1, Nup85, Pa2g4, and Gjb3 rather than Adgre5.	route_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_086	zc3h11a|alcam|mouse	ZC3H11A	Alcam	mouse	"ZC3H11A Alcam direct RNA target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZC3H11A_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC10266022/	noncanonical_RNA_regulator_profile_only	The mouse ZC3H11A target-set record contains Alcam, but the mESC CLIP-seq/knockout study identified direct RNA targets such as Tdgf1, Nup85, Pa2g4, and Gjb3 rather than Alcam.	route_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_087	zc3h11a|app|mouse	ZC3H11A	App	mouse	"ZC3H11A App direct RNA target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZC3H11A_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC10266022/	noncanonical_RNA_regulator_profile_only	The mouse ZC3H11A target-set record contains App, but the mESC CLIP-seq/knockout study identified direct RNA targets such as Tdgf1, Nup85, Pa2g4, and Gjb3 rather than App.	route_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_088	znf532|aco2|human	ZNF532	ACO2	human	"ZNF532 ACO2 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF532_TARGET_GENES.html;https://dbarchive.biosciencedbc.jp/kyushu-u/hg38/target/ZNF532.5.html	gtrd_chipseq_target_set_without_pair_function	Both the GTRD-harmonized gene set and ChIP-Atlas potential-target page list ACO2 for ZNF532, but no source-level target-locus call with pair-specific perturbation or direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_089	znf532|aimp1|human	ZNF532	AIMP1	human	"ZNF532 AIMP1 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF532_TARGET_GENES.html;https://dbarchive.biosciencedbc.jp/kyushu-u/hg38/target/ZNF532.5.html	gtrd_chipseq_target_set_without_pair_function	The ZNF532 GTRD-harmonized gene set lists AIMP1, but no source-level target-locus call with pair-specific perturbation or direction was retrieved.	retain_profile_only_without_promotion	completed
