priority_rank	priority_score	priority_tier	search_lane	active_search_eligible	queue_state	queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	provenance_row_count	source_registries	source_record_ids	review_ids	exact_pair_statuses	primary_and_corroborating_citations	dispositions	review_status	evidence_confidence_tier	evidence_tier_basis	search_outcome_status	next_action
52	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	mrtfa/mkl1/mrtfa|edn1|mouse	MRTFA/MKL1/Mrtfa	Edn1	mouse	20B	1	TFLink	tflink:mouse:000400:afb51ff6e34b	public_tf_evidence_batch032_pair_21_1	reverse_direction_near_match_not_promotable	https://pmc.ncbi.nlm.nih.gov/articles/PMC4176337/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2781563/	retain_reverse_direction_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
53	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	mrtfa/mkl1/mrtfa|scai|human	MRTFA/MKL1/Mrtfa	SCAI	human		1	TFLink	tflink:human:000390:d24af698c9b8	public_tf_evidence_batch032_pair_20_4	reverse_direction_near_match_not_promotable	https://ajp.amjpathol.org/article/S0002-9440%2812%2900803-6/fulltext	retain_reverse_direction_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
54	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	myh11|bcl2|human	MYH11	BCL2	human	22B	1	TFLink	tflink:human:001257:a42edbda49db	public_tf_evidence_batch028_pair_23_4	fusion_protein_near_match_not_promotable	https://pmc.ncbi.nlm.nih.gov/articles/PMC8321512/	retain_fusion_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
55	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	ncapd3|ackr3|mouse	NCAPD3	Ackr3	mouse	20B	1	TFLink	tflink:mouse:000911:dd687f96962d	public_tf_evidence_batch020_pair_06_2	contextual_ortholog_near_match_not_promotable	https://pubmed.ncbi.nlm.nih.gov/19832994/	retain_contextual_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
56	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	nkx2-8/nkx2-9|akip1|mouse	Nkx2-8/Nkx2-9	Akip1	mouse		1	TFLink	tflink:mouse:000794:aa4952ab0dd3	public_tf_evidence_batch015_pair_20_1	ortholog_species_near_match_not_promotable	https://pubmed.ncbi.nlm.nih.gov/23604637/;https://www.ncbi.nlm.nih.gov/gene/18094	retain_ortholog_species_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
57	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	osr1|ackr3|mouse	OSR1	Ackr3	mouse	20B	2	TFLink	tflink:mouse:001004:1c15e6a196ab	public_tf_evidence_batch005_pair_07_05	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
58	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	osr1|acvr1|mouse	OSR1	Acvr1	mouse	20B	2	TFLink	tflink:mouse:001004:1c15e6a196ab	public_tf_evidence_batch005_pair_07_06	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
59	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	osr1|adam10|mouse	OSR1	Adam10	mouse	23B	2	TFLink	tflink:mouse:001004:1c15e6a196ab	public_tf_evidence_batch005_pair_07_07	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
60	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	osr1|adam17|mouse	OSR1	Adam17	mouse	20B	2	TFLink	tflink:mouse:001004:1c15e6a196ab	public_tf_evidence_batch005_pair_07_08	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
61	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	patz1|adam17|human	PATZ1	ADAM17	human	20B	3	TFLink	tflink:human:000921:4f040622be31	public_tf_evidence_batch002_pair_019	coexpression_only_near_match_not_promotable		retain_database_candidate_as_search_lead_only	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
62	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	pcna|ctnnb1|mouse	PCNA	Ctnnb1	mouse	22B	1	TFLink	tflink:mouse:000905:8e1f6f79af85	public_tf_evidence_batch029_pair_18_4	reverse_direction_near_match_not_promotable	https://pmc.ncbi.nlm.nih.gov/articles/PMC6374483/	retain_reverse_direction_evidence_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
63	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	phrf1|acvr1|mouse	PHRF1	Acvr1	mouse	20B	1	TFLink	tflink:mouse:001017:9a6d2b7e8263	public_tf_evidence_batch027_pair_18_2	pathway_near_match_not_promotable	https://pubmed.ncbi.nlm.nih.gov/32730336/	retain_pathway_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
64	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	rcor2|ang|mouse	RCOR2	Ang	mouse	20B	1	TFLink	tflink:mouse:001038:372a2ce31520	public_tf_evidence_batch023_pair_20_4	ortholog_profile_near_match_not_promotable	https://maayanlab.cloud/Harmonizome/gene_set/RCOR2/CHEA%2BTranscription%2BFactor%2BTargets	retain_ortholog_profile_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
65	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sap130|actr2|human	SAP130	ACTR2	human	20B	1	TFLink	tflink:human:000920:91a3fe753111	public_tf_evidence_batch018_pair_22_4	network_cooccurrence_only_not_promotable	https://pubmed.ncbi.nlm.nih.gov/38172660/	retain_network_cooccurrence_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
66	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	setd1a|icam5|human	SETD1A	ICAM5	human	20B	1	TFLink	tflink:human:001205:9e864cf87e59	public_tf_evidence_batch024_pair_22_4	ortholog_expression_near_match_not_promotable	https://pmc.ncbi.nlm.nih.gov/articles/PMC8896793/	retain_cross_species_expression_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
67	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	setd7/set7-9|ccnd1|human	SETD7/SET7-9	CCND1	human	22B	1	TFLink	tflink:human:001310:691216cfb84a	public_tf_evidence_batch024_pair_11_1	contextual_ortholog_complex_near_match_not_promotable	https://pmc.ncbi.nlm.nih.gov/articles/PMC4825718/	retain_species_complex_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
68	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sigmar1|abca1|mouse	SIGMAR1	Abca1	mouse	20B	1	TFLink	tflink:mouse:000947:bbcd1bda2d3b	public_tf_evidence_batch028_pair_25_1	other_regulator_near_match_not_promotable	https://pmc.ncbi.nlm.nih.gov/articles/PMC166346/;https://pmc.ncbi.nlm.nih.gov/articles/PMC207565/	retain_other_regulator_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
69	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sigmar1|anxa1|mouse	SIGMAR1	Anxa1	mouse	20B	1	TFLink	tflink:mouse:000947:bbcd1bda2d3b	public_tf_evidence_batch028_pair_25_3	other_regulator_near_match_not_promotable	https://www.jci.org/articles/view/91445	retain_other_regulator_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
70	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sigmar1|arc|mouse	SIGMAR1	Arc	mouse	22B	1	TFLink	tflink:mouse:000947:bbcd1bda2d3b	public_tf_evidence_batch028_pair_25_4	pharmacologic_cross_species_near_match_not_promotable	https://link.springer.com/article/10.1007/s13311-022-01280-1	retain_pharmacologic_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
71	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sirt6|adam12|mouse	SIRT6	Adam12	mouse	20B;23B	1	TFLink	tflink:mouse:000966:c91c98fc91aa	public_tf_evidence_batch021_pair_24_2	contextual_ortholog_near_match_not_promotable	https://pubmed.ncbi.nlm.nih.gov/30753595/;https://pmc.ncbi.nlm.nih.gov/articles/PMC6468300/	retain_cross_species_near_match_for_deeper_validation	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
72	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sox30|adam12|mouse	SOX30	Adam12	mouse	20B;23B	2	TFLink	tflink:mouse:000938:aabe63580d0b	public_tf_evidence_batch007_pair_16_41	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
73	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sox30|adam22|mouse	SOX30	Adam22	mouse	20B;23B	2	TFLink	tflink:mouse:000938:aabe63580d0b	public_tf_evidence_batch007_pair_16_42	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
74	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sox30|adipor2|mouse	SOX30	Adipor2	mouse	20B	2	TFLink	tflink:mouse:000938:aabe63580d0b	public_tf_evidence_batch007_pair_16_43	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
75	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sox30|ado|mouse	SOX30	Ado	mouse	20B	2	TFLink	tflink:mouse:000938:aabe63580d0b	public_tf_evidence_batch007_pair_16_44	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	D_database_only_no_pair_evidence	no pair-specific citation or functional outcome was recorded	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
76	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sp6|sphk1|human	SP6	SPHK1	human		1	TFLink	tflink:human:000749:2c55a7900a04	public_tf_evidence_batch013_pair_05_2	contextual_near_match_not_promotable	https://pubmed.ncbi.nlm.nih.gov/24759103/;https://www.uniprot.org/uniprotkb/Q8TD94/entry	retain_contextual_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
77	8	D_direction_or_species_hold	direction_species_adjudication	false	hold_near_match	sp6|tgfbr2|human	SP6	TGFBR2	human	20B	1	TFLink	tflink:human:000749:2c55a7900a04	public_tf_evidence_batch013_pair_05_1	contextual_near_match_not_promotable	https://pubmed.ncbi.nlm.nih.gov/19088080/;https://www.uniprot.org/uniprotkb/Q8TD94/entry	retain_contextual_near_match_separately	reviewed	E_reviewed_nonpromotable	held row has contextual, directional, species, identity, or other nonpromotable evidence	not_yet_logged	Verify direction, species, paralog, and model before considering any exact-edge search.
