module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-000069	M21A-PAIR-000069	5-ht-tph2_slc18a1 htr1b	5-HT-TPH2_SLC18A1 Htr1b	M21A-REUSE-0343		M21A-PAIR-EVID-602		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	5-HT directly inhibited cAMP in a receptor-defined cell assay, but TPH2 or SLC18A1 production and release were not manipulated; receptor density and assay context limit extrapolation; no terminal TF.
M22A-HANDOFF-000070	M21A-PAIR-000070	5-ht-tph2_slc18a1 htr1d	5-HT-TPH2_SLC18A1 Htr1d	M21A-REUSE-0344		M21A-PAIR-EVID-603		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct HTR1D signaling is supported, but TPH2 or SLC18A1 production and release were not manipulated; cell-growth output is not a terminal TF readout; no terminal TF.
M22A-HANDOFF-000071	M21A-PAIR-000071	5-ht-tph2_slc18a1 htr1e	5-HT-TPH2_SLC18A1 Htr1e	M21A-REUSE-0345		M21A-PAIR-EVID-604		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR1E coupling is supported in transfected cells, but TPH2 or SLC18A1 production and release were not manipulated; native rodent expression is limited/absent; no terminal TF.
M22A-HANDOFF-000072	M21A-PAIR-000072	5-ht-tph2_slc18a1 htr1f	5-HT-TPH2_SLC18A1 Htr1f	M21A-REUSE-0346		M21A-PAIR-EVID-605		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct receptor activation and cAMP relay were shown in a recombinant system, but TPH2 or SLC18A1 production and release were not manipulated; no terminal TF was measured.
M22A-HANDOFF-000073	M21A-PAIR-000073	5-ht-tph2_slc18a1 htr2a	5-HT-TPH2_SLC18A1 Htr2a	M21A-REUSE-0347		M21A-PAIR-EVID-606		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Some downstream experiments used DOI rather than 5-HT; direct 5-HT signaling is supported in recombinant cells, but TPH2 or SLC18A1 production and release were not manipulated; no terminal TF.
M22A-HANDOFF-000074	M21A-PAIR-000074	5-ht-tph2_slc18a1 htr2b	5-HT-TPH2_SLC18A1 Htr2b	M21A-REUSE-0348		M21A-PAIR-EVID-607		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-induced Ca2+ and receptor-dependent astrocyte function are supported, but TPH2 or SLC18A1 production and release were not manipulated; no terminal TF was measured.
M22A-HANDOFF-000075	M21A-PAIR-000075	5-ht-tph2_slc18a1 htr2c	5-HT-TPH2_SLC18A1 Htr2c	M21A-REUSE-0349		M21A-PAIR-EVID-608		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR2C signaling is supported in recombinant cells, but TPH2 or SLC18A1 production and release were not manipulated; no terminal TF.
M22A-HANDOFF-000076	M21A-PAIR-000076	5-ht-tph2_slc18a1 htr3_complex	5-HT-TPH2_SLC18A1 HTR3_complex	M21A-REUSE-0350		M21A-PAIR-EVID-609		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	The receptor-complex node is composition-dependent; studies directly test HTR3A homomers and HTR3A/3B heteromers rather than every native HTR3 assembly; TPH2/SLC18A1 production was not manipulated; no terminal TF.
M22A-HANDOFF-000077	M21A-PAIR-000077	5-ht-tph2_slc18a1 htr4	5-HT-TPH2_SLC18A1 Htr4	M21A-REUSE-0351		M21A-PAIR-EVID-610		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR4 relay and cellular output are supported, but TPH2/SLC18A1 production or release was not manipulated; no terminal TF was measured.
M22A-HANDOFF-000078	M21A-PAIR-000078	5-ht-tph2_slc18a1 htr5a	5-HT-TPH2_SLC18A1 Htr5a	M21A-REUSE-0352		M21A-PAIR-EVID-611		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT receptor signaling was measured, but TPH2/SLC18A1 production or release was not manipulated; recombinant/overexpression context; no terminal TF.
M22A-HANDOFF-000079	M21A-PAIR-000079	5-ht-tph2_slc18a1 htr6	5-HT-TPH2_SLC18A1 Htr6	M21A-REUSE-0353		M21A-PAIR-EVID-612		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR6 relay is supported, but TPH2/SLC18A1 production or vesicular release was not manipulated; no terminal TF.
M22A-HANDOFF-000080	M21A-PAIR-000080	5-ht-tph2_slc18a1 htr7	5-HT-TPH2_SLC18A1 Htr7	M21A-REUSE-0354		M21A-PAIR-EVID-613		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR7 cAMP signaling and receptor-dependent neuronal function are supported, but TPH2/SLC18A1 production was not manipulated; no terminal TF was directly measured.
M22A-HANDOFF-000081	M21A-PAIR-000081	5-ht-tph2_slc18a2 htr1a	5-HT-TPH2_SLC18A2 Htr1a	M21A-REUSE-0355		M21A-PAIR-EVID-614		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR1A signaling is supported, but TPH2/SLC18A1 production or vesicular-release branch was not manipulated; downstream effects are cell-context dependent; no terminal TF.
M22A-HANDOFF-000082	M21A-PAIR-000082	5-ht-tph2_slc18a2 htr1b	5-HT-TPH2_SLC18A2 Htr1b	M21A-REUSE-0356		M21A-PAIR-EVID-615		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	5-HT directly inhibited cAMP in a receptor-defined cell assay, but TPH2/SLC18A1 production or release was not manipulated; receptor density and assay context limit extrapolation; no terminal TF.
M22A-HANDOFF-000083	M21A-PAIR-000083	5-ht-tph2_slc18a2 htr1d	5-HT-TPH2_SLC18A2 Htr1d	M21A-REUSE-0357		M21A-PAIR-EVID-616		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct HTR1D signaling is supported, but TPH2/SLC18A1 production or release was not manipulated; cell-growth output is not a terminal TF readout; no terminal TF.
M22A-HANDOFF-000084	M21A-PAIR-000084	5-ht-tph2_slc18a2 htr1e	5-HT-TPH2_SLC18A2 Htr1e	M21A-REUSE-0358		M21A-PAIR-EVID-617		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR1E coupling is supported in transfected cells, but native rodent expression is limited/absent and TPH2/SLC18A1 production was not manipulated; no terminal TF.
M22A-HANDOFF-000085	M21A-PAIR-000085	5-ht-tph2_slc18a2 htr1f	5-HT-TPH2_SLC18A2 Htr1f	M21A-REUSE-0359		M21A-PAIR-EVID-618		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct receptor activation and cAMP relay were shown in a recombinant system, but TPH2/SLC18A1 production or release was not manipulated and no terminal TF was measured.
M22A-HANDOFF-000086	M21A-PAIR-000086	5-ht-tph2_slc18a2 htr2a	5-HT-TPH2_SLC18A2 Htr2a	M21A-REUSE-0360		M21A-PAIR-EVID-619		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Some downstream experiments used DOI rather than 5-HT; direct HTR2A signaling is nevertheless established with 5-HT in recombinant cells; TPH2/SLC18A1 production was not manipulated and no terminal TF was directly measured.
M22A-HANDOFF-000087	M21A-PAIR-000087	5-ht-tph2_slc18a2 htr2b	5-HT-TPH2_SLC18A2 Htr2b	M21A-REUSE-0361		M21A-PAIR-EVID-620		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-induced Ca2+ and receptor-dependent astrocyte function are supported, but TPH2/SLC18A1 production was not manipulated; no terminal TF was measured.
M22A-HANDOFF-000088	M21A-PAIR-000088	5-ht-tph2_slc18a2 htr2c	5-HT-TPH2_SLC18A2 Htr2c	M21A-REUSE-0362		M21A-PAIR-EVID-621		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR2C signaling is supported in recombinant cells, but TPH2/SLC18A1 production or release was not manipulated; no terminal TF.
M22A-HANDOFF-000089	M21A-PAIR-000089	5-ht-tph2_slc18a2 htr3_complex	5-HT-TPH2_SLC18A2 HTR3_complex	M21A-REUSE-0363		M21A-PAIR-EVID-622		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	The receptor-complex node is composition-dependent; studies directly test HTR3A homomers and HTR3A/3B heteromers rather than every native HTR3 assembly; TPH2/SLC18A1 production was not manipulated; no terminal TF.
M22A-HANDOFF-000090	M21A-PAIR-000090	5-ht-tph2_slc18a2 htr4	5-HT-TPH2_SLC18A2 Htr4	M21A-REUSE-0364		M21A-PAIR-EVID-623		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR4 relay and cellular output are supported, but TPH2/SLC18A1 production or release was not manipulated; no terminal TF was measured.
M22A-HANDOFF-000091	M21A-PAIR-000091	5-ht-tph2_slc18a2 htr5a	5-HT-TPH2_SLC18A2 Htr5a	M21A-REUSE-0365		M21A-PAIR-EVID-624		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT receptor signaling was measured, but TPH2/SLC18A1 production or release was not manipulated; recombinant/overexpression context; no terminal TF.
M22A-HANDOFF-000092	M21A-PAIR-000092	5-ht-tph2_slc18a2 htr6	5-HT-TPH2_SLC18A2 Htr6	M21A-REUSE-0366		M21A-PAIR-EVID-625		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR6 relay is supported, but TPH2/SLC18A1 production or vesicular release was not manipulated; no terminal TF.
M22A-HANDOFF-000093	M21A-PAIR-000093	5-ht-tph2_slc18a2 htr7	5-HT-TPH2_SLC18A2 Htr7	M21A-REUSE-0367		M21A-PAIR-EVID-626		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-HTR7 cAMP signaling and receptor-dependent neuronal function are supported, but TPH2/SLC18A1 production was not manipulated; no terminal TF was directly measured.
M22A-HANDOFF-000094	M21A-PAIR-000094	5-ht-tph2_slc6a4 htr1a	5-HT-TPH2_SLC6A4 Htr1a	M21A-REUSE-0368		M21A-PAIR-EVID-627		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000095	M21A-PAIR-000095	5-ht-tph2_slc6a4 htr1b	5-HT-TPH2_SLC6A4 Htr1b	M21A-REUSE-0369		M21A-PAIR-EVID-628		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000096	M21A-PAIR-000096	5-ht-tph2_slc6a4 htr1d	5-HT-TPH2_SLC6A4 Htr1d	M21A-REUSE-0370		M21A-PAIR-EVID-629		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000097	M21A-PAIR-000097	5-ht-tph2_slc6a4 htr1e	5-HT-TPH2_SLC6A4 Htr1e	M21A-REUSE-0371		M21A-PAIR-EVID-630		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000098	M21A-PAIR-000098	5-ht-tph2_slc6a4 htr1f	5-HT-TPH2_SLC6A4 Htr1f	M21A-REUSE-0372		M21A-PAIR-EVID-631		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000099	M21A-PAIR-000099	5-ht-tph2_slc6a4 htr2a	5-HT-TPH2_SLC6A4 Htr2a	M21A-REUSE-0373		M21A-PAIR-EVID-632		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000100	M21A-PAIR-000100	5-ht-tph2_slc6a4 htr2b	5-HT-TPH2_SLC6A4 Htr2b	M21A-REUSE-0374		M21A-PAIR-EVID-633		no_terminal_tf_assigned	none_found	Primary downstream review batches030_031; exact pair/family boundary search.	Direct 5-HT-to-receptor signaling is supported in receptor-defined assays, but TPH2 production and SLC6A4-mediated 5-HT reuptake/clearance were not manipulated; the exact transporter-to-receptor source branch remains untested; no terminal TF.
M22A-HANDOFF-000101	M21A-PAIR-000101	5-ht-tph2_slc6a4 htr2c	5-HT-TPH2_SLC6A4 Htr2c	M21A-REUSE-0375		M21A-PAIR-EVID-634		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Direct 5-HT-to-HTR2C signaling is supported in recombinant cells, but TPH2 production, SLC6A4 reuptake, release, and same-cell source-to-receptor coupling were not manipulated; no terminal TF.
M22A-HANDOFF-000102	M21A-PAIR-000102	5-ht-tph2_slc6a4 htr3_complex	5-HT-TPH2_SLC6A4 HTR3_complex	M21A-REUSE-0376		M21A-PAIR-EVID-635		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	The receptor-complex node is composition-dependent; studies test HTR3A homomers and HTR3A/3B heteromers rather than every native HTR3 assembly; TPH2 production, SLC6A4 reuptake, and release were not manipulated; no terminal TF.
M22A-HANDOFF-000103	M21A-PAIR-000103	5-ht-tph2_slc6a4 htr4	5-HT-TPH2_SLC6A4 Htr4	M21A-REUSE-0377		M21A-PAIR-EVID-636		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Direct mature 5-HT-to-HTR4 relay and cellular output are supported, but TPH2 production, SLC6A4 reuptake, vesicular release, and same-cell source-to-receptor coupling were not manipulated; no terminal TF.
M22A-HANDOFF-000104	M21A-PAIR-000104	5-ht-tph2_slc6a4 htr5a	5-HT-TPH2_SLC6A4 Htr5a	M21A-REUSE-0378		M21A-PAIR-EVID-637		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Direct 5-HT receptor signaling was measured in a recombinant/overexpression context, but TPH2 production, SLC6A4 reuptake, and vesicular release were not manipulated; no terminal TF.
M22A-HANDOFF-000105	M21A-PAIR-000105	5-ht-tph2_slc6a4 htr6	5-HT-TPH2_SLC6A4 Htr6	M21A-REUSE-0379		M21A-PAIR-EVID-638		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Direct 5-HT-to-HTR6 relay is supported in recombinant systems, but TPH2 production, SLC6A4 reuptake, and vesicular release were not manipulated; no terminal TF.
M22A-HANDOFF-000106	M21A-PAIR-000106	5-ht-tph2_slc6a4 htr7	5-HT-TPH2_SLC6A4 Htr7	M21A-REUSE-0380		M21A-PAIR-EVID-639		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Direct 5-HT-to-HTR7 cAMP signaling and receptor-dependent neuronal function are supported, but TPH2 production, SLC6A4 reuptake, and vesicular release were not manipulated; no terminal TF was directly measured.
M22A-HANDOFF-000107	M21A-PAIR-000107	5alphap-dhrs9 pgr	5alphaP-DHRS9 Pgr			M21A-PAIR-EVID-640		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Human PR binding is weaker than elephant PR binding and the queued DHRS9→5αP production step was not manipulated; antagonist-sensitive physiological effects are not treated as direct PGR transactivation; no terminal TF assigned.
M22A-HANDOFF-000108	M21A-PAIR-000108	ach-chat_slc10a4 chrm1	Ach-CHAT_SLC10A4 Chrm1	M21A-REUSE-0381		M21A-PAIR-EVID-641		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	M1-specific PLC evidence includes mixed native-subtype cells and recombinant agonist assays; CHAT biosynthesis, SLC10A4 handling, ACh release, and exact source-to-receptor coupling were not tested; no terminal TF.
M22A-HANDOFF-000109	M21A-PAIR-000109	ach-chat_slc10a4 chrm2	Ach-CHAT_SLC10A4 Chrm2	M21A-REUSE-0382		M21A-PAIR-EVID-642		no_terminal_tf_assigned	none_found	Primary downstream review batches032_033_034_035; exact pair/family boundary search.	Direct M2 second-messenger relay is supported in recombinant cells, but CHAT biosynthesis, SLC10A4 handling, ACh release, and same-cell source-to-receptor coupling were not tested; agonist and receptor-density effects limit extrapolation; no terminal TF.
