evidence_id	pathway_reuse_key	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	evidence_summary	limitations
M21A-PAIR-EVID-057		https://pubmed.ncbi.nlm.nih.gov/16384934/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/	human and mouse engineered systems	FGFR1c binding and BaF3-FGFR1	SPR and receptor-activation screen	direct binding; receptor activation	ligand_receptor_binding_or_activation	FGFR1c activation branch	medium	FGFR1c activation branch	No receptor-specific physiological function.
M21A-PAIR-EVID-058	M21A-REUSE-0140	https://pubmed.ncbi.nlm.nih.gov/37701781/; https://pubmed.ncbi.nlm.nih.gov/16384934/	human	stage-defined human fetal lung fibroblasts	FGF18 plus FGFR2 siRNA, SPR/BaF3 and proliferation/migration assays	direct binding; receptor activation; function	downstream_pathway_function	FGF18-FGFR2-ERK fetal-lung fibroblast branch	high	FGF18-FGFR2-ERK fetal-lung fibroblast branch	Reuse only in the matching fetal-lung stage/cell context; receptor-specific TF causality is unresolved.
M21A-PAIR-EVID-059	M21A-REUSE-0141	https://pubmed.ncbi.nlm.nih.gov/37701781/; https://pubmed.ncbi.nlm.nih.gov/16384934/	human	stage-defined human fetal lung fibroblasts	FGF18 plus FGFR4 siRNA, SPR/BaF3 and proliferation/migration assays	direct binding; receptor activation; function	downstream_pathway_function	FGF18-FGFR4-ERK fetal-lung fibroblast branch	high	FGF18-FGFR4-ERK fetal-lung fibroblast branch	Reuse only in the matching fetal-lung stage/cell context; receptor-specific TF causality is unresolved.
M21A-PAIR-EVID-060	M21A-REUSE-0142	https://pubmed.ncbi.nlm.nih.gov/11030354/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6725305/	human and rat	FGFR1c structure and rat oligodendrocyte progenitors	heparin structure, FGFR1 blockade and proliferation/differentiation assays	direct binding; receptor activation; function	downstream_pathway_function	FGF2-FGFR1-FRS2/ERK oligodendrocyte branch	high	FGF2-FGFR1-FRS2/ERK oligodendrocyte branch	Reuse only in rat OL-progenitor context; no direct terminal TF assay.
M21A-PAIR-EVID-061	M21A-REUSE-0143	https://pubmed.ncbi.nlm.nih.gov/11030354/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6725305/	human and rat	FGFR2 structure and differentiated rat oligodendrocytes	structural binding, FGFR2 blockade and process-elongation assays	direct binding; receptor activation; function	downstream_pathway_function	FGF2-FGFR2-ERK/MAPK oligodendrocyte branch	high	FGF2-FGFR2-ERK/MAPK oligodendrocyte branch	Reuse only in differentiated OL context; splice isoform is unresolved.
M21A-PAIR-EVID-062		https://pubmed.ncbi.nlm.nih.gov/8663044/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6725305/	mouse engineered system	BaF3-FGFR3 and receptor phosphorylation assays	receptor-activation and phosphorylation assays	receptor activation	ligand_receptor_binding_or_activation	FGFR3 activation branch	medium	FGFR3 activation branch	No matched ligand-specific functional assay.
M21A-PAIR-EVID-063		https://pubmed.ncbi.nlm.nih.gov/7680645/; https://pubmed.ncbi.nlm.nih.gov/8663044/	human and mouse engineered systems	FGFR4 binding and engineered activation	binding and receptor autophosphorylation	direct binding; receptor activation	ligand_receptor_binding_or_activation	FGFR4 activation branch	high	FGFR4 activation branch	No matched downstream functional branch.
M21A-PAIR-EVID-064		https://pubmed.ncbi.nlm.nih.gov/29698669/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/	mouse and rat	BaF3-FGFR3 and rat dopaminergic-neuron model	receptor activation and nonspecific FGFR inhibitor response	receptor activation; function unresolved	ligand_receptor_binding_or_activation	FGFR3 activation/neuroprotection candidate branch	low	FGFR3 activation/neuroprotection candidate branch	Neuroprotective effect cannot be assigned specifically to FGFR3.
M21A-PAIR-EVID-065		https://pubmed.ncbi.nlm.nih.gov/29698669/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/	mouse and rat	BaF3-FGFR4 and rat dopaminergic-neuron model	receptor activation and nonspecific FGFR inhibitor response	receptor activation; function unresolved	ligand_receptor_binding_or_activation	FGFR4 activation/neuroprotection candidate branch	low	FGFR4 activation/neuroprotection candidate branch	Neuroprotective effect cannot be assigned specifically to FGFR4.
M21A-PAIR-EVID-066	M21A-REUSE-0144	https://pmc.ncbi.nlm.nih.gov/articles/PMC5419549/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3138239/; https://pubmed.ncbi.nlm.nih.gov/22442730/	mouse and human	KLB-positive 3T3-L1/adipocytes, WAT/liver and BaF3 reconstitution	quantitative binding, FRS2/ERK, glucose uptake and in-vivo expression assays	direct binding; receptor-complex activation; function	downstream_pathway_function	FGF21-KLB-FGFR1c-FRS2alpha-ERK/AKT metabolic branch	high	FGF21-KLB-FGFR1c-FRS2alpha-ERK/AKT metabolic branch	Reuse only in KLB-positive adipocyte/WAT context; TF expression is not DNA occupancy.
M21A-PAIR-EVID-067		https://pmc.ncbi.nlm.nih.gov/articles/PMC5419549/	mouse engineered system	BaF3 KLB-FGFR3c reconstitution	receptor activation assay	receptor activation	ligand_receptor_binding_or_activation	FGF21-KLB-FGFR3c activation branch	high	FGF21-KLB-FGFR3c activation branch	Artificial receptor activation lacks matched physiological FGFR3c function.
M21A-PAIR-EVID-068	M21A-REUSE-0145	https://pubmed.ncbi.nlm.nih.gov/25926357/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4440923/	mouse	hippocampal neurons and Fgfr2b loss/kinase perturbation	receptor/kinase/FRS2/PI3K perturbation and synaptic differentiation assays	receptor activation; function	downstream_pathway_function	FGF22-FGFR2b-FRS2-PI3K excitatory presynaptic branch	high	FGF22-FGFR2b-FRS2-PI3K excitatory presynaptic branch	Reuse only in hippocampal FGFR2b context; no terminal TF assay.
M21A-PAIR-EVID-069	M21A-REUSE-0146	https://pubmed.ncbi.nlm.nih.gov/17086194/; https://pmc.ncbi.nlm.nih.gov/articles/PMC10284700/	mouse and human	renal cells, DCT and alphaKlotho-FGFR1c complexes	structural/biochemical complex, receptor activation and renal pERK	direct receptor-complex assembly; receptor activation; function	receptor_proximal_relay	FGF23-alphaKlotho-FGFR1c-FRS2-ERK renal branch	high	FGF23-alphaKlotho-FGFR1c-FRS2-ERK renal branch	AlphaKlotho is required; no transfer to Klotho-negative contexts.
M21A-PAIR-EVID-070	M21A-REUSE-0147	https://pmc.ncbi.nlm.nih.gov/articles/PMC9329240/; https://pubmed.ncbi.nlm.nih.gov/21985788/	mouse	cardiac models with heparin/FGFR4 context	binding/activation and cardiac perturbation assays	receptor-complex activation; function	downstream_pathway_function	FGF23-FGFR4-PLCgamma-calcineurin-NFAT cardiac branch	high	FGF23-FGFR4-PLCgamma-calcineurin-NFAT cardiac branch	Heparin/cofactor and tissue dependence are essential; no generalized FGFR4 reuse.
M21A-PAIR-EVID-071	M21A-REUSE-0148	https://pubmed.ncbi.nlm.nih.gov/11486033/; https://doi.org/10.1006/bbrc.1999.1434	human engineered system	FGFR1c/RCS engineered cells	binding/mutagenesis, pFGFR1, FRS2 and PLCgamma assays	direct binding; receptor activation; function	receptor_proximal_relay	FGF4-FGFR1c-FRS2/ERK/PLCgamma branch	high	FGF4-FGFR1c-FRS2/ERK/PLCgamma branch	Engineered receptor system; no broad native-context reuse.
M21A-PAIR-EVID-072		https://pubmed.ncbi.nlm.nih.gov/11486033/; https://doi.org/10.1006/bbrc.1999.1434	human engineered system	FGFR2-expressing CHO and receptor panel	binding/competition and activation screen	direct binding; receptor activation	ligand_receptor_binding_or_activation	FGFR2 activation branch	medium	FGFR2 activation branch	No independent pair-specific relay/function.
M21A-PAIR-EVID-073		https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/	mouse engineered system	BaF3-FGFR3c	mitogenic activation screen	receptor activation	ligand_receptor_binding_or_activation	FGFR3c activation branch	low	FGFR3c activation branch	Activation-screen evidence only.
M21A-PAIR-EVID-074	M21A-REUSE-0149	https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/; https://doi.org/10.1016/j.celrep.2020.108164	mouse	classic receptor screen and mouse hepatic model	receptor screen, FGFR4 perturbation, CaMKKbeta-AMPK-caspase assays	receptor activation; functional receptor dependence	downstream_pathway_function	FGF4-FGFR4 hepatic CaMKKbeta-AMPK branch	medium	FGF4-FGFR4 hepatic CaMKKbeta-AMPK branch	Functional FGFR4 dependence conflicts with weak classic activation; reuse is hepatic-model only.
M21A-PAIR-EVID-075	M21A-REUSE-0150	https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6343348/	mouse	BaF3-FGFR1c and spermatogonial cells	receptor screen, FGF5 stimulation, ERK/AKT, pCREB/c-Fos/STAT3 and proliferation assays	receptor activation; function with unresolved receptor causality	downstream_pathway_function	FGF5-ERK/AKT spermatogonial branch	medium	FGF5-ERK/AKT spermatogonial branch	Ligand response is measured but FGFR1 causality is not isolated.
M21A-PAIR-EVID-076		https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6343348/	mouse	BaF3-FGFR2 and spermatogonial cells	weak receptor-screen activation and ligand response without receptor perturbation	receptor activation; function unresolved	ligand_receptor_binding_or_activation	FGFR2 activation candidate branch	low	FGFR2 activation candidate branch	No exact receptor-specific relay/function.
M21A-PAIR-EVID-077	M21A-REUSE-0170	https://pubmed.ncbi.nlm.nih.gov/9417121/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4760904/	human, bovine and mouse	cartilage/chondrocyte, muscle and kidney models	binding/co-IP, gain/loss, DAG1 blockade and cartilage assays	direct binding; receptor-proximal anchorage; function	downstream_pathway_function	AGRN-DAG1/LRP4 extracellular anchorage and chondrogenic branch	medium	AGRN-DAG1/LRP4 extracellular anchorage and chondrogenic branch	Glycosylation/complex context and non-SCI models limit reuse; cartilage target program belongs in Module22A.
M21A-PAIR-EVID-078	M21A-REUSE-0171	https://pmc.ncbi.nlm.nih.gov/articles/PMC4403255/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2677572/	mouse	HEK293 and neuronal injury systems	2.2-A structure, expression, caspase and axon-degeneration assays	direct structural interaction; receptor-complex function	downstream_pathway_function	APP E2-DR6 dimerization and axon-degeneration branch	high	APP E2-DR6 dimerization and axon-degeneration branch	APP fragment/state and neuronal injury context are required.
M21A-PAIR-EVID-079	M21A-REUSE-0172	https://pmc.ncbi.nlm.nih.gov/articles/PMC3030393/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2136766/	human and bovine	chondrocytes and fibroblasts	adhesion-blocking peptide, alpha2beta1 affinity purification, ERK1/2	receptor-proximal adhesion; function	downstream_pathway_function	CHAD-alpha2beta1 collagen-adhesion/MAPK branch	medium	CHAD-alpha2beta1 collagen-adhesion/MAPK branch	No purified full-length binary assay and no SCI model.
M21A-PAIR-EVID-080	M21A-REUSE-0173	https://pubmed.ncbi.nlm.nih.gov/14567914/	mouse	OLN-93 oligodendrocytes	cell-contact, gamma-secretase, dominant-negative Notch and NICD assays	trans/proximal interaction; receptor activation; function	downstream_pathway_function	CNTN1-NOTCH1-gamma-secretase/NICD axoglial branch	high	CNTN1-NOTCH1-gamma-secretase/NICD axoglial branch	No purified affinity assay; NICD is not itself a TF and MAG belongs in Module22A.
M21A-PAIR-EVID-081	M21A-REUSE-0174	https://pubmed.ncbi.nlm.nih.gov/14567914/	mouse	OLN-93 oligodendrocytes	Notch-family dominant-negative/constitutive constructs and gamma-secretase assays	receptor-proximal function	downstream_pathway_function	CNTN1-NOTCH2 noncanonical axoglial branch	medium	CNTN1-NOTCH2 noncanonical axoglial branch	Weaker pair isolation than Notch1; no purified binding assay.
M21A-PAIR-EVID-082	M21A-REUSE-0175	https://pmc.ncbi.nlm.nih.gov/articles/PMC13182600/	rat	T9-T10 contusion SCI and PC12 OGD/R	co-IP/colocalization, COL1A1/CD44 manipulation, AG-490 and pJAK1/pSTAT3	receptor-proximal association; function	downstream_pathway_function	COL1A1-CD44-JAK1/STAT3-autophagy SCI branch	medium	COL1A1-CD44-JAK1/STAT3-autophagy SCI branch	No purified extracellular binding assay; AG-490 is nonspecific. The local mismatched PMID 42549511 is not used.
M21A-PAIR-EVID-083	M21A-REUSE-0176	https://pubmed.ncbi.nlm.nih.gov/18231936/	human/ bovine collagen assays	recombinant GPVI-Fc and platelets	GPVI-Fc binding, suspension/immobilized collagen and platelet activation	direct receptor-collagen binding; function	downstream_pathway_function	native collagen-I-GPVI/FcRgamma platelet branch	medium	native collagen-I-GPVI/FcRgamma platelet branch	Evidence is for native collagen-I/fibril, not isolated COL1A1 or COL1A2.
M21A-PAIR-EVID-084		https://pubmed.ncbi.nlm.nih.gov/11572855/; https://pubmed.ncbi.nlm.nih.gov/9685391/	human and bovine	purified alpha10 I-domain and cartilage	Mg-dependent binding and collagen-affinity purification	direct domain binding	ligand_receptor_binding_or_activation	native collagen-I/II-alpha10beta1 branch	medium	native collagen-I/II-alpha10beta1 branch	Chain-isolated COL1A1/COL1A2 binding and SCI context were not established.
M21A-PAIR-EVID-085	M21A-REUSE-0177	https://pubmed.ncbi.nlm.nih.gov/11518510/	human and mouse engineered cells	C2C12 alpha11beta1 transfectants	collagen adhesion, gel contraction, focal contacts and migration	direct/proximal collagen binding; function	downstream_pathway_function	native collagen-I-alpha11beta1 remodeling branch	medium	native collagen-I-alpha11beta1 remodeling branch	Native collagen-I rather than isolated chains; engineered receptor context.
M21A-PAIR-EVID-086		https://pubmed.ncbi.nlm.nih.gov/9699516/; https://pubmed.ncbi.nlm.nih.gov/10542255/; https://pubmed.ncbi.nlm.nih.gov/10986291/	human and bovine	recombinant integrin I-domains and cell assays	SPR/ELISA, chimeric integrin and collagen subtype binding	direct molecular/proximal collagen binding	ligand_receptor_binding_or_activation	native collagen-I-alpha1beta1 branch	medium	native collagen-I-alpha1beta1 branch	Evidence is native collagen/recombinant domains, not isolated COL1A1/COL1A2.
M21A-PAIR-EVID-087	M21A-REUSE-0178	https://pubmed.ncbi.nlm.nih.gov/10986291/; https://pubmed.ncbi.nlm.nih.gov/15145957/	human and bovine	recombinant alpha2 I-domain and native fibrils	SPR/ELISA, fibril adhesion, spreading and contraction	direct molecular binding; function	downstream_pathway_function	native collagen-I-alpha2beta1 branch	high	native collagen-I-alpha2beta1 branch	High for native collagen-I; free COL1A1/COL1A2 chain not separately tested.
M21A-PAIR-EVID-088		https://pubmed.ncbi.nlm.nih.gov/7493650/; https://pmc.ncbi.nlm.nih.gov/articles/PMC556896/	human/bovine	chondrocyte and radioreceptor assays	negative/non-supportive collagen-I binding assays	negative/unresolved	ligand_receptor_binding_or_activation	no defensible COL1A1-alpha3beta1 branch	low	no defensible COL1A1-alpha3beta1 branch	Available assays are negative or non-supportive; do not reuse general collagen-integrin annotations.
M21A-PAIR-EVID-089	M21A-REUSE-0179	https://pubmed.ncbi.nlm.nih.gov/7949658/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2834805/	mouse and human	mammary epithelial cells and collagen-I adhesion models	radiolabeled binding, SDC1 depletion/overexpression and alpha2beta1 blockade	direct proteoglycan binding; receptor-proximal cooperation; function	downstream_pathway_function	native collagen-I-SDC1-HS/alpha2beta1 adhesion branch	medium	native collagen-I-SDC1-HS/alpha2beta1 adhesion branch	HS chains and membrane presentation are required; not a canonical kinase receptor.
M21A-PAIR-EVID-090		https://pubmed.ncbi.nlm.nih.gov/37909974/; https://doi.org/10.1016/S0021-9258(19)61963-0	human	oral squamous-cell carcinoma and recombinant alphaVbeta8	migration/invasion, RAC1 pull-down and recombinant affinity comparison	receptor-proximal function; contradictory binding	ligand_receptor_binding_or_activation	no defensible COL1A2-alphaVbeta8 direct branch	low	no defensible COL1A2-alphaVbeta8 direct branch	Functional cancer-cell evidence conflicts with recombinant non-binding; do not promote direct collagen binding.
M21A-PAIR-EVID-091	M21A-REUSE-0180	https://pubmed.ncbi.nlm.nih.gov/18231936/	bovine/human	recombinant GPVI-Fc and platelets	GPVI-Fc binding and platelet adhesion/activation	direct receptor-collagen binding; function	downstream_pathway_function	native collagen-II-GPVI/FcRgamma platelet branch	medium	native collagen-II-GPVI/FcRgamma platelet branch	Native collagen-II rather than isolated COL2A1.
M21A-PAIR-EVID-092	M21A-REUSE-0181	https://pubmed.ncbi.nlm.nih.gov/9685391/	bovine and human	bovine chondrocyte alpha10 and cartilage	collagen-II affinity purification and receptor characterization	direct molecular/proximal binding; function	downstream_pathway_function	native collagen-II-alpha10beta1 cartilage branch	high	native collagen-II-alpha10beta1 cartilage branch	Native collagen-II and chondrocyte context; chain alone not tested.
M21A-PAIR-EVID-093		https://pubmed.ncbi.nlm.nih.gov/11518510/	human	engineered alpha11beta1 cells	collagen-I adhesion comparison	family-level receptor evidence; exact collagen-II pair unresolved	ligand_receptor_binding_or_activation	no defensible COL2A1-alpha11beta1 branch	low	no defensible COL2A1-alpha11beta1 branch	Do not promote collagen-I evidence to exact collagen-II binding.
