observation_id	context_id	source_system	source_database	source_record_type	source_record_key	source_version	modality	assay	measurement_kind	measured_entity_name	measured_entity_type	feature_id	value_numeric	value_text	value_kind	unit	direction_vs_control	comparator	biological_replicates	timepoint_value	timepoint_unit	perturbation	cell_type	sample_id	observation_status	evidence_role	dependency_group	source_artifact_path	source_artifact_sha256	source_locator	provenance_note
OBS_FBXL12_M6A_GLOBAL	sci:epigenetic:087f2a233cb04195	mSCS	epigenetic	epigenetic_observation	OBS_FBXL12_M6A_GLOBAL	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	LC-MS mRNA-modification analysis plus epitranscriptomic profiling	LC-MS mRNA-modification analysis and epitranscriptomic profiling	m6A	other	global m6A modification landscape		increased	qualitative		increased		3.0	7.0	dpi	SCI	mixed spinal-cord tissue	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_FBXL12_M6A_2025:ASSAY_FBXL12_M6A_2025:CTX_FBXL12_SCI_7D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_FBXL12_M6A_GLOBAL;Figure 1 and Methods	"{""assay_id"":""ASSAY_FBXL12_M6A_2025"",""curation_status"":""in_review"",""directness"":""indirect_experimental"",""doi"":""10.1038/s41392-025-02354-0"",""epigenetic_class"":""RNA-MOD"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Paper reports elevated m6A in acute SCI and time-dependent mRNA-modification changes."",""observation_id"":""OBS_FBXL12_M6A_GLOBAL"",""pmid"":null,""source_location"":""Figure 1 and Methods"",""study_id"":""STUDY_FBXL12_M6A_2025"",""study_title"":""F-box/LRR-repeat protein 12 reorchestrated microglia to inhibit scarring and achieve adult spinal cord injury repair""}"
OBS_FBXL12_M6A_TARGET	sci:epigenetic:087f2a233cb04195	mSCS	epigenetic	epigenetic_observation	OBS_FBXL12_M6A_TARGET	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	LC-MS mRNA-modification analysis plus epitranscriptomic profiling	Fbxl12 m6A modification	Fbxl12	gene	Fbxl12		increased	qualitative		increased		3.0	7.0	dpi	SCI	mixed spinal-cord tissue	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_FBXL12_M6A_2025:ASSAY_FBXL12_M6A_2025:CTX_FBXL12_SCI_7D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_FBXL12_M6A_TARGET;Figure 1 and Methods	"{""assay_id"":""ASSAY_FBXL12_M6A_2025"",""curation_status"":""in_review"",""directness"":""indirect_experimental"",""doi"":""10.1038/s41392-025-02354-0"",""epigenetic_class"":""RNA-MOD"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Fbxl12 mRNA expression and m6A levels were elevated after SCI and linked to activated microglia."",""observation_id"":""OBS_FBXL12_M6A_TARGET"",""pmid"":null,""source_location"":""Figure 1 and Methods"",""study_id"":""STUDY_FBXL12_M6A_2025"",""study_title"":""F-box/LRR-repeat protein 12 reorchestrated microglia to inhibit scarring and achieve adult spinal cord injury repair""}"
OBS_GE_M6A_GLOBAL	sci:epigenetic:eac7cdeb582a2243	mSCS	epigenetic	epigenetic_observation	OBS_GE_M6A_GLOBAL	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	global m6A quantification (dot blot/ELISA/LC-MS/MS)	dot blot/ELISA/LC-MS/MS m6A quantification	m6A	other	global m6A in polyadenylated RNA		increased	qualitative		increased			7.0	dpi	SCI	mixed spinal-cord tissue	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_GE_M6A_2023:ASSAY_GE_M6A_GLOBAL:CTX_GE_M6A_SCI_7D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_GE_M6A_GLOBAL;Figures 1, 6-10 and Methods	"{""assay_id"":""ASSAY_GE_M6A_GLOBAL"",""curation_status"":""verified"",""directness"":""indirect_experimental"",""doi"":""10.1523/JNEUROSCI.1209-22.2023"",""epigenetic_class"":""RNA-MOD"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Direct in-vivo injured-spinal-cord m6A observation at 7 dpi; astrocytic METTL3 is elevated in the same study."",""observation_id"":""OBS_GE_M6A_GLOBAL"",""pmid"":""36653190"",""source_location"":""Figures 1, 6-10 and Methods"",""study_id"":""STUDY_GE_M6A_2023"",""study_title"":""USP1/UAF1-Stabilized METTL3 Promotes Reactive Astrogliosis and Improves Functional Recovery after Spinal Cord Injury through m6A Modification of YAP1 mRNA""}"
OBS_GSE153085_STAT3_ZEB2	sci:epigenetic:67236f9598f8228e	mSCS	epigenetic	epigenetic_observation	OBS_GSE153085_STAT3_ZEB2	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	STAT3 ChIP-seq	TF occupancy	Zeb2	promoter	Zeb2 promoter		increased	qualitative		increased		1.0	7.0	dpi	SCI	mixed spinal-cord tissue	pooled three-mouse sample	reported	dataset_observation	mSCS:epigenetic:STUDY_WU_2021:ASSAY_GSE153085_STAT3:CTX_GSE153085_SCI	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_GSE153085_STAT3_ZEB2;publication or GEO record	"{""assay_id"":""ASSAY_GSE153085_STAT3"",""curation_status"":""verified"",""directness"":""direct_experimental"",""doi"":null,""epigenetic_class"":""TF-OCC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Direct occupancy claim from STAT3 ChIP-seq."",""observation_id"":""OBS_GSE153085_STAT3_ZEB2"",""pmid"":""33535036"",""source_location"":""publication or GEO record"",""study_id"":""STUDY_WU_2021"",""study_title"":""Systematic analysis of purified astrocytes after spinal cord injury unveils lncRNA Zeb2os as a novel molecular target for astrogliosis""}"
OBS_GSE199481_ACCESSIBILITY	sci:epigenetic:8235c443d4ee3612	mSCS	epigenetic	epigenetic_observation	OBS_GSE199481_ACCESSIBILITY	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	snATAC-seq	differential chromatin accessibility	enhancer	enhancer			mixed	qualitative		mixed		2.0	14.0	dpi	SCI	astrocyte nuclei	biological replicate	reported	dataset_observation	mSCS:epigenetic:STUDY_BURDA_2022:ASSAY_GSE199481_ATAC:CTX_GSE199481_SCI	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_GSE199481_ACCESSIBILITY;publication or GEO record	"{""assay_id"":""ASSAY_GSE199481_ATAC"",""curation_status"":""verified"",""directness"":""indirect_experimental"",""doi"":null,""epigenetic_class"":""ACC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Motif accessibility is inferred from ATAC signal."",""observation_id"":""OBS_GSE199481_ACCESSIBILITY"",""pmid"":""35614216"",""source_location"":""publication or GEO record"",""study_id"":""STUDY_BURDA_2022"",""study_title"":""Divergent transcriptional regulation of astrocyte reactivity across disorders""}"
OBS_GSE230765_ACCESSIBILITY	sci:epigenetic:07adf8af20635a84	mSCS	epigenetic	epigenetic_observation	OBS_GSE230765_ACCESSIBILITY	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	snATAC + snRNA multiome	cell-type-specific chromatin accessibility	peak	peak			mixed	qualitative		mixed			7.0	dpi	SCI	unbiased nuclei	animal or library as reported	reported	dataset_observation	mSCS:epigenetic:STUDY_TABULAE_MULTIOME:ASSAY_GSE230765_MULTIOME:CTX_GSE230765_D7	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_GSE230765_ACCESSIBILITY;publication or GEO record	"{""assay_id"":""ASSAY_GSE230765_MULTIOME"",""curation_status"":""verified"",""directness"":""indirect_experimental"",""doi"":""10.1038/s41586-024-07504-y"",""epigenetic_class"":""ACC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":null,""observation_id"":""OBS_GSE230765_ACCESSIBILITY"",""pmid"":""38898272"",""source_location"":""publication or GEO record"",""study_id"":""STUDY_TABULAE_MULTIOME"",""study_title"":""The Tabulae Paralytica: single-nucleus multiome atlas of spinal cord injury""}"
OBS_GSE304196_SOX9_OCCUPANCY	sci:epigenetic:59dcede9bae9aa6e	mSCS	epigenetic	epigenetic_observation	OBS_GSE304196_SOX9_OCCUPANCY	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	SOX9 CUT&Tag	CUT&Tag occupancy	SOX9	transcription_factor	SOX9		increased	qualitative		increased		2.0	1.0	dpi	SCI	spinal-cord nuclei	sex-stratified sample	reported	dataset_observation	mSCS:epigenetic:STUDY_ZAMBONI_SOX9_2026:ASSAY_GSE304196_SOX9:CTX_GSE304196_1D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_GSE304196_SOX9_OCCUPANCY;publication or GEO record	"{""assay_id"":""ASSAY_GSE304196_SOX9"",""curation_status"":""verified"",""directness"":""direct_experimental"",""doi"":null,""epigenetic_class"":""TF-OCC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Direct occupancy assay."",""observation_id"":""OBS_GSE304196_SOX9_OCCUPANCY"",""pmid"":""41331142"",""source_location"":""publication or GEO record"",""study_id"":""STUDY_ZAMBONI_SOX9_2026"",""study_title"":""The regulatory code of injury responsive enhancers enables precision cell state targeting in the CNS""}"
OBS_GSE304399_ENHANCERS	sci:epigenetic:9b7f3f2cc7b50c3e	mSCS	epigenetic	epigenetic_observation	OBS_GSE304399_ENHANCERS	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	snATAC + snRNA multiome	injury-responsive enhancer accessibility	enhancer	enhancer			increased	qualitative		increased		2.0	1.0	dpi	SCI	unbiased nuclei	animal	reported	dataset_observation	mSCS:epigenetic:STUDY_ZAMBONI_MULTIOME_2026:ASSAY_GSE304399_MULTIOME:CTX_GSE304399_1D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_GSE304399_ENHANCERS;publication or GEO record	"{""assay_id"":""ASSAY_GSE304399_MULTIOME"",""curation_status"":""verified"",""directness"":""indirect_experimental"",""doi"":null,""epigenetic_class"":""ACC"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Computational enhancer-gene links remain COMP-level claims."",""observation_id"":""OBS_GSE304399_ENHANCERS"",""pmid"":""41331142"",""source_location"":""publication or GEO record"",""study_id"":""STUDY_ZAMBONI_MULTIOME_2026"",""study_title"":""The regulatory code of injury responsive enhancers enables precision cell state targeting in the CNS""}"
OBS_H3K9LA_TXNIP	sci:epigenetic:78206ffafd2ed570	mSCS	epigenetic	epigenetic_observation	OBS_H3K9LA_TXNIP	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	H3K9la CUT&Tag	histone lactylation enrichment	Txnip	promoter	Txnip promoter		increased	qualitative		increased			14.0	dpi	SCI	monocyte-derived macrophages	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_H3K9LA_2026:ASSAY_PRJNA1313616_H3K9LA:CTX_H3K9LA_14D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_H3K9LA_TXNIP;publication or GEO record	"{""assay_id"":""ASSAY_PRJNA1313616_H3K9LA"",""curation_status"":""in_review"",""directness"":""indirect_experimental"",""doi"":null,""epigenetic_class"":""HIST"",""evidence_level"":""candidate"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""candidate"",""notes"":""Candidate accession and exact sample metadata require verification."",""observation_id"":""OBS_H3K9LA_TXNIP"",""pmid"":null,""source_location"":""publication or GEO record"",""study_id"":""STUDY_H3K9LA_2026"",""study_title"":""Histone H3K9 lactylation activates the TXNIP/NLRP3 pathway to drive macrophage inflammation after spinal cord injury""}"
OBS_H4K12LA_PD1	sci:epigenetic:13f79846e60fde23	mSCS	epigenetic	epigenetic_observation	OBS_H4K12LA_PD1	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	H4K12la CUT&Tag	histone lactylation enrichment	Pdcd1	promoter	Pdcd1 promoter		increased	qualitative		increased		3.0	14.0	dpi	SCI	microglia	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_H4K12LA_2024:ASSAY_PRJNA970050_H4K12LA:CTX_H4K12LA_14D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_H4K12LA_PD1;publication or GEO record	"{""assay_id"":""ASSAY_PRJNA970050_H4K12LA"",""curation_status"":""in_review"",""directness"":""indirect_experimental"",""doi"":null,""epigenetic_class"":""HIST"",""evidence_level"":""candidate"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""candidate"",""notes"":""Candidate accession and exact sample metadata require verification."",""observation_id"":""OBS_H4K12LA_PD1"",""pmid"":null,""source_location"":""publication or GEO record"",""study_id"":""STUDY_H4K12LA_2024"",""study_title"":""Lactate promotes microglial scar formation and facilitates locomotor function recovery by enhancing histone H4 lysine 12 lactylation after spinal cord injury""}"
OBS_H4K8LA_UCHL1	sci:epigenetic:b0d516491335d801	mSCS	epigenetic	epigenetic_observation	OBS_H4K8LA_UCHL1	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	H4K8la CUT&Tag plus promoter qChIP	H4K8la CUT&Tag/promoter qChIP enrichment	Uchl1	promoter	Uchl1 promoter		increased	qualitative		increased		1.0	7.0	dpi	SCI	astrocytes	CUT&Tag library	reported	dataset_observation	mSCS:epigenetic:STUDY_H4K8LA_2025:ASSAY_GSE266984_H4K8LA:CTX_H4K8LA_SCI_7D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_H4K8LA_UCHL1;Figures 3-5 and GEO record	"{""assay_id"":""ASSAY_GSE266984_H4K8LA"",""curation_status"":""verified"",""directness"":""indirect_experimental"",""doi"":""10.1038/s41418-025-01467-x"",""epigenetic_class"":""HIST"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Primary paper reports H4K8la enrichment at Uchl1 and glycolysis-related promoters in astrocytes after SCI."",""observation_id"":""OBS_H4K8LA_UCHL1"",""pmid"":null,""source_location"":""Figures 3-5 and GEO record"",""study_id"":""STUDY_H4K8LA_2025"",""study_title"":""Metabolic reprogramming in astrocytes prevents neuronal death through a UCHL1/PFKFB3/H4K8la positive feedback loop""}"
OBS_M6A_2022_GLOBAL	sci:epigenetic:ca5c77d6b0fa659b	mSCS	epigenetic	epigenetic_observation	OBS_M6A_2022_GLOBAL	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	m6A MeRIP/mRNA-lncRNA epitranscriptomic microarray	m6A MeRIP/mRNA-lncRNA epitranscriptomic microarray	m6A	other	global m6A RNA signal		decreased	qualitative		decreased		4.0	3.0	dpi	SCI	bulk spinal cord	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_M6A_2022:ASSAY_M6A_2022_ARRAY:CTX_M6A_2022_SCI	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_M6A_2022_GLOBAL;Figures 1-4 and Methods	"{""assay_id"":""ASSAY_M6A_2022_ARRAY"",""curation_status"":""verified"",""directness"":""indirect_experimental"",""doi"":""10.3389/fnins.2022.904573"",""epigenetic_class"":""RNA-MOD"",""evidence_level"":""primary_experimental"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Paper reports lower global m6A, 98% of mRNAs with lower signal, and 97% of lncRNAs with lower signal at 3 dpi."",""observation_id"":""OBS_M6A_2022_GLOBAL"",""pmid"":""36090276"",""source_location"":""Figures 1-4 and Methods"",""study_id"":""STUDY_M6A_2022"",""study_title"":""Alteration of m6A epitranscriptomic tagging of ribonucleic acids after spinal cord injury in mice""}"
OBS_METHYLATION_NON_CPG	sci:epigenetic:4c2eee5365320de1	mSCS	epigenetic	epigenetic_observation	OBS_METHYLATION_NON_CPG	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	RRBS	genome-wide methylation	non-CpG	methylated_site	non-CpG		decreased	qualitative		decreased		3.0	3.0	dpi	SCI	bulk spinal cord	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_METHYLATION_2023:ASSAY_METHYLATION_RRBS:CTX_METHYLATION_3D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_METHYLATION_NON_CPG;publication or GEO record	"{""assay_id"":""ASSAY_METHYLATION_RRBS"",""curation_status"":""in_review"",""directness"":""indirect_experimental"",""doi"":null,""epigenetic_class"":""DNA-METH"",""evidence_level"":""candidate"",""evidence_scope"":""core_sci_tissue"",""evidence_status"":""supported"",""notes"":""Paper reports three biological repeats at sham and 0, 1, 3, 7, 14, 28, and 42 dpi; reduced non-CpG methylation is the principal supported result. Processed outputs are public in Figshare."",""observation_id"":""OBS_METHYLATION_NON_CPG"",""pmid"":""37282481"",""source_location"":""publication or GEO record"",""study_id"":""STUDY_METHYLATION_2023"",""study_title"":""Reduced non-CpG methylation is a potential epigenetic target after spinal cord injury""}"
OBS_SCHOLPA_GLOBAL_1D	sci:epigenetic:ddb0d994397a4ab9	mSCS	epigenetic	epigenetic_observation	OBS_SCHOLPA_GLOBAL_1D	sha256:73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenomics	global 5-mC ELISA plus targeted mitochondrial-gene methylation	MethylFlash global DNA methylation ELISA	5-mC	other	global 5-mC		decreased	qualitative		decreased		6.0	1.0	dpi	SCI+formoterol	mixed spinal-cord tissue	mouse	reported	dataset_observation	mSCS:epigenetic:STUDY_SCHOLPA_DNAMETH_2023:ASSAY_SCHOLPA_DNAMETH_GLOBAL:CTX_SCHOLPA_SCI_FORM_1D	mSCS/data/epigenetic/epigenetic.sqlite	73428f81f278965f81bcccde112ec7037ea62c64ce03e4e0b86ad71a07b64739	epigenetic.observations.observation_id=OBS_SCHOLPA_GLOBAL_1D;Figures 2-3 and Methods	"{""assay_id"":""ASSAY_SCHOLPA_DNAMETH_GLOBAL"",""curation_status"":""in_review"",""directness"":""indirect_experimental"",""doi"":""10.1016/j.expneurol.2023.114494"",""epigenetic_class"":""DNA-METH"",""evidence_level"":""primary_experimental"",""evidence_scope"":""candidate_unverified"",""evidence_status"":""supported"",""notes"":""Formoterol-associated global methylation decrease versus sham at 1 dpi; treatment effect was not sustained at 7 dpi."",""observation_id"":""OBS_SCHOLPA_GLOBAL_1D"",""pmid"":null,""source_location"":""Figures 2-3 and Methods"",""study_id"":""STUDY_SCHOLPA_DNAMETH_2023"",""study_title"":""Role of DNA methylation during recovery from spinal cord injury with and without beta2-adrenergic receptor agonism""}"
