context_id	study_id	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	tissue	injury_distance	injury_distance_unit	sample_scope	cell_type	experimental_condition	study_perturbation_status	protein_observation_count	protein_state_observation_count	protein_expression_observation_count	numeric_observation_count	missing_core_fields	missing_secondary_fields	core_context_completeness	secondary_context_completeness	refinement_priority
sci:protein:1422f1fed00fc6fd	FLOW_SCI_435	in vivo thoracic clip-compression SCI	T4	8.3-g clip compression for 60 seconds	female	3	day	lesion epicenter and lesion-centered homogenate	0	mm; epicenter	lesion-centered spinal-cord tissue	Ly-6G-positive neutrophils	SCI with anti-CD11d or control mAb	anti-CD11d mAb at 2, 24, and 48 hours versus control 1B7 mAb/saline; direct protein observations retained	2	0	2	1			9/9	5/5	complete
sci:protein:1481f26e63bac875	FLOW_SCI_430	in vivo moderate thoracic contusion SCI	T11–T12 laminectomy/contusion region	NYU impactor; 10-g rod dropped 6.25 mm	female	24	hour	injury-site spinal cord tissue and transverse lesion sections	0	mm; epicenter	lesion_section	γδ T cells, especially Vγ4 γδ T cells	WT, TCRδ−/−, and TCRδ−/− mice reconstituted with WT γδ T cells; injured spinal cord	TCRδ, IFN-γ, and IFN-γ receptor genetic perturbations; WT injured controls retained	2	0	2	2			9/9	5/5	complete
sci:protein:14962720a6cdea4e	FLOW_SCI_114	in-vivo mouse spinal cord injury model; exact contusion parameters not extracted in this pass	thoracic; exact level pending	experimental SCI	unknown	3	day	injury-site spinal cord tissue			injury-site spinal-cord homogenate	injured spinal cord tissue	SCI versus sham	intramedullary shCebpb/shFcgr1 and VX765 pyroptosis-inhibition arms	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:15703ace5e2d9213	FLOW_SCI_245	thoracic crush spinal cord injury in GLT1 heterozygous and wild-type mice	T9	crush injury; exact force requires Methods extraction	not reported in accessible excerpt	4	day	T9 crush epicenter spinal cord			whole thoracic T9 spinal-cord tissue at the crush level	astrocyte glutamate transporter GLT1 in spinal cord tissue	SCI versus uninjured; GLT1+/− versus wild-type	GLT1+/− versus wild-type; uninjured and injured comparisons	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:168788bf6cc66a24	FLOW_SCI_012	traumatic spinal cord injury; contusion				14	day	8 mm spinal-cord segment centered on injury			gated CD3-positive CD4-negative CD8-positive T cells	CD3+CD4-CD8+ T cells	SCI	anti-CD8 depletion and CD8+ T-cell adoptive-transfer experiments	1	0	1	0	injury_level	injury_severity;sex;injury_distance;injury_distance_unit	8/9	1/5	high
sci:protein:16e449a1d232af12	FLOW_SCI_341	in vivo moderate mid-thoracic contusion spinal cord injury using an Infinite Horizons impactor	T9	75 kdyn moderate contusion	male and female	4	day	lesion-centered and lumbar spinal cord			lumbar ventral horn motor-neuron-associated synapses	lumbar ventral horn motor-neuron-associated synapses	SCI	Cx3cr1 knockout versus wild-type/heterozygous controls	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:16f4a3b68ef7d27f	FLOW_SCI_424	T11 contusive spinal cord injury using Infinite Horizon impactor	T11	60 kdyn; 500-700 μm displacement range	female	12	hours	injury epicenter and peri-lesion spinal cord			injury-site and adjacent spinal cord tissue 12 h after injury	GFAP-positive astrocytes	injured	intravenous recombinant human CRYAB or GST-tagged CRYAB versus saline; endogenous injury time course also included	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1712e3ec43a3f791	FLOW_SCI_231	mid-thoracic contusive spinal cord injury in adult female C57BL/6J mice; GFP bone-marrow chimeras used for trafficking context	mid-thoracic; lesion site and remote lumbar segments analyzed	contusion; exact impact parameters not captured in first pass	female	7	day	lumbar L1-L3/L4-L5 remote cord			remote lumbar spinal-cord tissue	lumbar blood-vessel endothelium	SCI versus naive	wild-type and bone-marrow-chimera/MMP9-related context; untreated temporal protein measurements retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:173224ffd1b2d13a	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	3	day	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Moderate SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1750456c4d791367	FLOW_SCI_252	moderate thoracic contusion using a 1 g weight dropped from 30 mm	T9	moderate contusion	male C57BL/6	14	day	5 mm lesion-centered spinal cord segment			mouse lesion-centered spinal cord	lesion-centered spinal cord tissue	SCI	modified citrus pectin inhibition of galectin-3 in functional experiments; untreated SCI time course retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:18149ddf1a9b9689	FLOW_SCI_303	traumatic spinal cord injury; exact impact model parameters pending full-text extraction	not fully recovered in this pass	not fully recovered in this pass	not reported in this pass	1	day	perilesional spinal cord tissue			whole_tissue	spinal cord tissue	sham, SCI, and TRAIL-neutralized SCI	TRAIL-neutralizing antibody pretreatment versus untreated SCI and sham	2	2	0	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:191d00822a773c0f	FLOW_SCI_121	70 kdyne thoracic contusion spinal cord injury	T9	70 kdyne contusion	unknown	14	day	injured spinal cord			0.45-cm lesion-site spinal-cord homogenate	injured spinal cord tissue	SCI	conditional Sox9 knockout	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:1952f594872d2208	FLOW_SCI_074	thoracic contusion SCI	thoracic; exact level not captured in first pass	contusion; exact force not captured in first pass	unknown	1	day	lesion_epicenter			lesion-centered spinal-cord tissue	lesion-site spinal cord homogenate	SCI	Mmp3 knockout, Mmp3 siRNA, and pharmacologic MMP inhibition	2	0	2	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:19e0061dae2b8596	FLOW_SCI_140	moderate thoracic contusion SCI	thoracic; exact vertebral level requires extraction	moderate; 50 kdyn contusion in the primary SCI experiments	unknown	0	day	normal mouse CNS-derived primary cell populations			membrane-protein extracts from primary CNS cell cultures or bEnd.3 cells	CNS endothelial cells	uninjured CNS reference cell extracts	Il1r1-null and cell-specific Il1r1 restoration/deletion; IL-1alpha and anakinra mechanistic experiments	1	0	1	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:19fc150e14455584	FLOW_SCI_381	in vivo traumatic spinal cord contusion injury	T11; source figure context	moderate contusion; exact impact parameters pending extraction	not reported in current extraction	1	day	spinal cord lesion			sorted_cell_population	CD11b-positive LysM-eGFP-negative microglia	injured; wild-type/LysM-eGFP mice	CCR2 deficiency and macrophage-infiltration context; untreated wild-type SCI retained	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:1a830e8dc8379d82	FLOW_SCI_167	severe crush spinal cord injury in TLR2 floxed and GFAP-Cre conditional astrocyte-TLR2 knockout mice	thoracic; exact level not captured in first-pass extraction	severe crush; exact force not captured in first-pass extraction	not reported in first-pass extraction	14	day	injury-region spinal cord sections			GFAP-positive astrocytes in lesion-centered spinal cord sections	GFAP-positive astrocytes	SCI, untreated and Schwann-cell-exosome-treated groups	Schwann cell-derived exosome treatment and astrocyte-specific TLR2 deletion	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1af93384fd5bf61c	FLOW_SCI_090	traumatic spinal cord injury; mouse in-vivo injury model				12	hour	spinal cord; anterior horn localization reported			anterior-horn neuronal tissue context	anterior horn neurons	SCI	AG-490 JAK inhibition in a mechanistic arm	1	1	0	0	injury_level	injury_severity;sex;injury_distance;injury_distance_unit;sample_count	8/9	0/5	medium
sci:protein:1b7ec1cdd696276c	FLOW_SCI_216	thoracic compressive spinal cord injury in mice	thoracic; exact level not extracted	compressive SCI; exact parameters require extraction	not extracted	56	day	spinal cord gray matter and surrounding tissue			mouse spinal-cord sections	spinal cord gray-matter neurotrophin-positive tissue	sham, untrained SCI, TMT1, and TMT3 exercise groups	treadmill exercise volume/timing intervention	4	0	4	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1dc404a5ab0e4d06	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	3	day	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Severe SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1de1aa1151c277e7	FLOW_SCI_431	in vivo left thoracic spinal cord hemisection	T10 spinal cord	complete left hemisection; no impact force reported	female	3	day	lesion-side thoracic spinal cord	0	mm; lesion side	injured-side spinal-cord sections centered on hemisection lesion	NeuN-labeled neurons	hemisection versus sham; injured and contralateral sides	sham-operated and contralateral-side controls; no therapeutic perturbation in the protein observations	1	0	1	0			9/9	5/5	complete
sci:protein:1e672980a9d0af81	FLOW_SCI_384	in vivo T10 contusive spinal cord injury	T10	contusion; exact impact parameters pending extraction	not reported in current extraction	7	day	peri-injury spinal cord			spatial_tissue	Iba1-positive microglia	Foxp3-DTR + DT	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1f072e530df0cf26	FLOW_SCI_050	moderate T9/T10 contusion SCI, 50 kdyn	T9/T10 segment exposed through T7/T8 laminectomy	moderate contusion	female	0	day	spinal cord microvascular preparation			pelleted FITC-LEA-bound microvascular fragments	FITC-LEA-bound spinal microvascular fragments	intact or sham control	observational SCI time course	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:1f384b97fc2753ae	FLOW_SCI_026	thoracic T10 contusion SCI	T10	experimental contusion; exact impact parameters pending extraction	unknown	12	hours	T10 lesion site			T10 injury-site spinal-cord tissue	T10 lesion-site spinal cord	SCI versus sham	observational injury versus sham time course	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:1f5094db434d393e	FLOW_SCI_392	mouse spinal cord injury with constitutive and astrocyte-targeted Plexin-B1 conditional deletion; exact injury force pending extraction	thoracic; exact level pending	not reported in first-pass extraction	not reported in first-pass extraction	35	day	lesion core and wound border	0	mm	lesion-centered spinal-cord sections	lesion-border ECM and focal-adhesion structures	constitutive or conditional Plexin-B1 deletion versus control	Plexin-B1 constitutive or astrocyte-targeted conditional deletion versus control mice	1	0	1	0			9/9	5/5	complete
sci:protein:1ff87d13d5edcbbc	FLOW_SCI_531	mouse contusion SCI with Treg depletion and STAT3 inhibition arms	thoracic; exact level pending extraction	contusion; exact force pending extraction	not reported in this pass	7	day	injury-core and surrounding spinal cord			primary microglia culture/coculture	primary microglia in Treg coculture/transwell	SCI with Treg manipulation versus control	Treg depletion, STAT3 chemical inhibition, and Treg-microglia coculture; untreated injury context retained separately	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:20116e1cc12210aa	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	12	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Mild SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:21c1515be67e78c9	FLOW_SCI_264	65-kdyn T9 contusion in adult male and female C57BL/6 mice	T9	moderate contusion; 65 kdyne	male and female	7	day	lesion epicenter	0	mm	whole spinal-cord tissue lysate	lesion epicenter protein lysate	SCI versus sham; vehicle and DLK-inhibitor arms	vehicle versus acute DLK inhibitor IACS-52825; sex-stratified analysis	1	1	0	0			9/9	5/5	complete
sci:protein:235ada52e0543dec	FLOW_SCI_325	moderate traumatic spinal cord injury with CD11b/Mac-1 genetic ablation	not captured in this pass	moderate SCI; exact biomechanical parameter not captured in this pass	female	3	day	lesion-site spinal cord cell suspension			lesion-site spinal-cord cell suspension	CD45int Ly6C-negative CX3CR1-positive microglia	injured	CD11b/Itgam knockout versus wild-type littermate controls	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:238075fa3e4375da	FLOW_SCI_013	traumatic spinal cord injury					day	peripheral blood			peripheral-blood CD3-negative CD14-negative cells; CD56bright NK-cell subset	CD56+bright NK cells	acute traumatic SCI	none; observational	1	0	1	0	injury_level;timepoint_value	injury_severity;sex;injury_distance;injury_distance_unit	7/9	1/5	high
sci:protein:23f17131de991ef4	FLOW_SCI_253	dorsal hemisection spinal cord injury	not reported in current pass	dorsal hemisection	not reported in current pass	24	hour	cultured mouse oligodendrocytes			unknown	mouse oligodendrocytes in culture	in-vitro mouse oligodendrocytes after 24-hour exposure to injured or sham SCI extract	p75 knockout oligodendrocytes, proNGF-specific neutralization, and recombinant ligand controls	1	0	1	1	sample_scope	injury_distance;injury_distance_unit;sample_count	8/9	2/5	high
sci:protein:24f582144e032f55	FLOW_SCI_190	in vivo mouse spinal cord injury; compression/contusion parameters not captured in this pass	not reported in current extraction	not reported in current extraction	not reported in current extraction	24	hour	spinal cord homogenate and white matter			white-matter spinal-cord tissue	oligodendrocyte myelinated bundles / OSP-positive white matter	SCI, sham, and pharmacologic arms	systemic SCH58261 antagonist and CGS21680 agonist arms	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:2567351f03975824	FLOW_SCI_351	mouse T9 spinal cord injury with photobiomodulation treatment; exact injury force pending extraction	T9	contusive or clamp SCI; exact model wording pending full-text extraction	not reported in first-pass extraction	3	day	T9 injury site	0	mm	T9 injury-site spinal cord tissue	injury-site spinal cord tissue	sham, SCI, and SCI plus photobiomodulation	SCI versus SCI plus photobiomodulation, with sham controls	1	0	1	0			9/9	5/5	complete
sci:protein:2576ad7cc412e334	FLOW_SCI_166	moderate contusion SCI in adult CD36 knockout and wild-type mice	T10	moderate contusion; impact force/displacement reported in primary paper	not reported in first-pass extraction	6	hour	contusion epicenter and penumbra			CD31-positive spinal microvessels	CD31-positive spinal microvessels	SCI, wild-type versus CD36 knockout	CD36 knockout versus wild-type mice	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
