context_id	context_name	context_kind	disease_context	anatomical_context	species	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	perturbation	treatment	experimental_condition	study_perturbation_status	injury_distance	injury_distance_unit	sample_scope	sample_count	cell_type	sample_id	study_id	tissue	context_status	provenance_note
sci:protein:38cb10e629c8a794	FLOW_SCI_071 protein context at 2 day	sample_context	spinal_cord_injury	spinal_cord	mouse	L1/L2 moderate spinal cord crush injury using Dumont forceps	L1/L2	0.4 mm residual closure; 10-second bilateral lateral compression	unknown	2	day	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter			cell_population		GFAP-Cre reporter-positive astrocytes		FLOW_SCI_071	peri_lesion	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_071;study_timepoints.timepoint_id=FLOW_SCI_071__T2;cell_populations.population_id=FLOW_SCI_071__P1;study_title=STAT3 is a Critical Regulator of Astrogliosis and Scar Formation after Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0012"",""curation_note"":""Primary source reports laminectomy at a single vertebra and moderate crush SCI at L1/L2 using No. 5 Dumont forceps ground to a 0.4-mm tip width, modified to leave a 0.4-mm space at maximal closure, with 10-second bilateral lateral compression. Age is not added beyond adult; sex is not specified in the inspected injury methods."",""source_locator"":""PMCID: PMC2583788; Methods \""Surgical procedures\"" and \""Overall design of in vivo experiments\""; Figs. 7, 10, and 12"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2583788/""}"
sci:protein:8d89a23d1d1a2206	FLOW_SCI_071 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	L1/L2 moderate spinal cord crush injury using Dumont forceps	L1/L2	0.4 mm residual closure; 10-second bilateral lateral compression	unknown	3	day	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter			cell_population		GFAP-Cre reporter-positive astrocytes		FLOW_SCI_071	peri_lesion	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_071;study_timepoints.timepoint_id=FLOW_SCI_071__T3;cell_populations.population_id=FLOW_SCI_071__P1;study_title=STAT3 is a Critical Regulator of Astrogliosis and Scar Formation after Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0012"",""curation_note"":""Primary source reports laminectomy at a single vertebra and moderate crush SCI at L1/L2 using No. 5 Dumont forceps ground to a 0.4-mm tip width, modified to leave a 0.4-mm space at maximal closure, with 10-second bilateral lateral compression. Age is not added beyond adult; sex is not specified in the inspected injury methods."",""source_locator"":""PMCID: PMC2583788; Methods \""Surgical procedures\"" and \""Overall design of in vivo experiments\""; Figs. 7, 10, and 12"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2583788/""}"
sci:protein:cab67aab58cae03b	FLOW_SCI_071 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	L1/L2 moderate spinal cord crush injury using Dumont forceps	L1/L2	0.4 mm residual closure; 10-second bilateral lateral compression	unknown	7	day	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter			cell_population		GFAP-Cre reporter-positive astrocytes		FLOW_SCI_071	peri_lesion	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_071;study_timepoints.timepoint_id=FLOW_SCI_071__T4;cell_populations.population_id=FLOW_SCI_071__P1;study_title=STAT3 is a Critical Regulator of Astrogliosis and Scar Formation after Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0012"",""curation_note"":""Primary source reports laminectomy at a single vertebra and moderate crush SCI at L1/L2 using No. 5 Dumont forceps ground to a 0.4-mm tip width, modified to leave a 0.4-mm space at maximal closure, with 10-second bilateral lateral compression. Age is not added beyond adult; sex is not specified in the inspected injury methods."",""source_locator"":""PMCID: PMC2583788; Methods \""Surgical procedures\"" and \""Overall design of in vivo experiments\""; Figs. 7, 10, and 12"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2583788/""}"
sci:protein:ee7713a6a95ef794	FLOW_SCI_071 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	L1/L2 moderate spinal cord crush injury using Dumont forceps	L1/L2	0.4 mm residual closure; 10-second bilateral lateral compression	unknown	3	day	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter			whole_tissue		whole lesion spinal cord tissue		FLOW_SCI_071	peri_lesion	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_071;study_timepoints.timepoint_id=FLOW_SCI_071__T3;cell_populations.population_id=FLOW_SCI_071__P2;study_title=STAT3 is a Critical Regulator of Astrogliosis and Scar Formation after Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0012"",""curation_note"":""Primary source reports laminectomy at a single vertebra and moderate crush SCI at L1/L2 using No. 5 Dumont forceps ground to a 0.4-mm tip width, modified to leave a 0.4-mm space at maximal closure, with 10-second bilateral lateral compression. Age is not added beyond adult; sex is not specified in the inspected injury methods."",""source_locator"":""PMCID: PMC2583788; Methods \""Surgical procedures\"" and \""Overall design of in vivo experiments\""; Figs. 7, 10, and 12"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2583788/""}"
sci:protein:0db24f43bd662980	FLOW_SCI_080 protein context at 1 day	sample_context	spinal_cord_injury	spinal_cord	mouse	Moderate thoracic contusion SCI using an electromagnetic spinal cord injury device	T8-T10 laminectomy interval	2,000 dynes moderate contusion	adult female mice, 3-4 months, 20-24 g	1	day	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls			bulk injured spinal-cord extract	3	spinal cord protein extract		FLOW_SCI_080	injured spinal cord extract	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_080;study_timepoints.timepoint_id=FLOW_SCI_080__TP080_1D;cell_populations.population_id=FLOW_SCI_080__POP080_BULK;study_title=Inhibition of astroglial nuclear factor κB reduces inflammation and improves functional recovery after spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0013"",""curation_note"":""Primary source reports adult female mice with laminectomy between T8 and T10 and a 2,000-dyne moderate contusion using an electromagnetic spinal cord injury device. The source does not separately identify the impact center within the laminectomy interval."",""source_locator"":""PMCID: PMC2212896; Methods \""Traumatic SCI\""; Fig. 2"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2212896/""}"
sci:protein:4652eddf4a506fe1	FLOW_SCI_080 protein context at 1 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Moderate thoracic contusion SCI using an electromagnetic spinal cord injury device	T8-T10 laminectomy interval	2,000 dynes moderate contusion	adult female mice, 3-4 months, 20-24 g	1	hour	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls			bulk injured spinal-cord extract	3	spinal cord protein extract		FLOW_SCI_080	injured spinal cord extract	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_080;study_timepoints.timepoint_id=FLOW_SCI_080__TP080_1H;cell_populations.population_id=FLOW_SCI_080__POP080_BULK;study_title=Inhibition of astroglial nuclear factor κB reduces inflammation and improves functional recovery after spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0013"",""curation_note"":""Primary source reports adult female mice with laminectomy between T8 and T10 and a 2,000-dyne moderate contusion using an electromagnetic spinal cord injury device. The source does not separately identify the impact center within the laminectomy interval."",""source_locator"":""PMCID: PMC2212896; Methods \""Traumatic SCI\""; Fig. 2"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2212896/""}"
sci:protein:54b371168d96e57f	FLOW_SCI_080 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	Moderate thoracic contusion SCI using an electromagnetic spinal cord injury device	T8-T10 laminectomy interval	2,000 dynes moderate contusion	adult female mice, 3-4 months, 20-24 g	3	day	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls			bulk injured spinal-cord extract	3	spinal cord protein extract		FLOW_SCI_080	injured spinal cord extract	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_080;study_timepoints.timepoint_id=FLOW_SCI_080__TP080_3D;cell_populations.population_id=FLOW_SCI_080__POP080_BULK;study_title=Inhibition of astroglial nuclear factor κB reduces inflammation and improves functional recovery after spinal cord injury;context_curation={""curation_id"":""SCICTX-CUR-0013"",""curation_note"":""Primary source reports adult female mice with laminectomy between T8 and T10 and a 2,000-dyne moderate contusion using an electromagnetic spinal cord injury device. The source does not separately identify the impact center within the laminectomy interval."",""source_locator"":""PMCID: PMC2212896; Methods \""Traumatic SCI\""; Fig. 2"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2212896/""}"
sci:protein:944b3a07b1b8143b	FLOW_SCI_081 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	in-vivo mouse spinal cord injury model with intrathecal agomir-miR-182 or agomir control	not reported in this pass	exact severity and impact parameters pending Methods extraction	sex not reported in this pass	7	day	SCI plus agomir-miR-182 or agomir control versus sham	agomir-miR-182 treatment versus agomir-negative-control and sham groups	SCI plus agomir-miR-182 or agomir control versus sham	agomir-miR-182 treatment versus agomir-negative-control and sham groups	0	mm	injured spinal cord tissue	6	spinal cord tissue		FLOW_SCI_081	10-mm spinal cord segment centered on the injury epicenter	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_081;study_timepoints.timepoint_id=FLOW_SCI_081__TP081_7D;cell_populations.population_id=FLOW_SCI_081__POP081_BULK;study_title=MicroRNA-182 improves spinal cord injury in mice by modulating apoptosis and the inflammatory response via IKKβ/NF-κB;context_curation={""curation_id"":""SCICTX-CUR-0162"",""curation_note"":""Primary source supports in-vivo mouse SCI with intrathecal agomir-miR-182 and control arms and direct NF-κB-pathway protein observations at the imported 7-day endpoint. Vertebral level, impact parameters, and sex remain unresolved."",""source_locator"":""PMCID: PMC8367816; Results section \""Agomir-miR-182 blocked activation of the NF-κB pathway in vivo\""; Figure 7 and western-blot/IHC methods"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8367816/""}"
sci:protein:0a7f6d6da0cc795d	FLOW_SCI_083 protein context at 8 week	sample_context	spinal_cord_injury	spinal_cord	mouse	thoracic contusion spinal cord injury in adult female TLR4-null and wild-type mice	thoracic; exact level pending full-text extraction	contusion; exact impact parameters pending full-text extraction	female	8	week	wild-type or TLR4-null SCI versus uninjured controls	Tlr4-null versus wild-type genotype with uninjured and post-injury controls	wild-type or TLR4-null SCI versus uninjured controls	Tlr4-null versus wild-type genotype with uninjured and post-injury controls			injury-region spinal cord tissue	4	injury-region spinal cord tissue		FLOW_SCI_083	injury-region spinal cord tissue	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_083;study_timepoints.timepoint_id=FLOW_SCI_083__TP083_8W;cell_populations.population_id=FLOW_SCI_083__POP083_BULK;study_title=Tlr4 Deletion Modulates Cytokine and Extracellular Matrix Expression in Chronic Spinal Cord Injury, Leading to Improved Secondary Damage and Functional Recovery;context_curation={""curation_id"":""SCICTX-CUR-0124"",""curation_note"":""Primary source record reports adult female TLR4-null and wild-type mice with thoracic contusion SCI and direct protein analyses at 7 days and 8 weeks. Injury level and impact parameters remain unresolved in the accessible record and are intentionally not filled."",""source_locator"":""PMID: 38326029; Results and Figure 4F-G for NF-kappaB-p65 and phospho-IκBα/IκBα measurements; DOI 10.1523/JNEUROSCI.0778-23.2023"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/38326029/""}"
sci:protein:9b0a1e5784a21877	FLOW_SCI_090 protein context at 12 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Traumatic spinal cord injury; mouse in-vivo injury model			female mice	12	hour	acute SCI with AG-490 mechanistic comparison	AG-490 JAK inhibition in a mechanistic arm	acute SCI with AG-490 mechanistic comparison	AG-490 JAK inhibition in a mechanistic arm			bulk injured spinal-cord tissue		spinal cord tissue		FLOW_SCI_090	spinal cord; anterior horn localization reported	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_090;study_timepoints.timepoint_id=FLOW_SCI_090__S090_T12H;cell_populations.population_id=FLOW_SCI_090__S090_P2;study_title=Activation of JAK/STAT signalling in neurons following spinal cord injury in mice;context_curation={""curation_id"":""SCICTX-CUR-0086"",""curation_note"":""The primary PubMed record explicitly indexes Female and Mice for the SCI study. Injury level and biomechanical severity are not added because they are not reported in the inspected record."",""source_locator"":""PubMed PMID: 16417589; abstract and MeSH terms including Female, Mice, and Spinal Cord Injuries"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/16417589/""}"
sci:protein:1af93384fd5bf61c	FLOW_SCI_090 protein context at 12 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Traumatic spinal cord injury; mouse in-vivo injury model			female mice	12	hour	acute SCI with AG-490 mechanistic comparison	AG-490 JAK inhibition in a mechanistic arm	acute SCI with AG-490 mechanistic comparison	AG-490 JAK inhibition in a mechanistic arm			anterior-horn neuronal tissue context		anterior horn neurons		FLOW_SCI_090	spinal cord; anterior horn localization reported	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_090;study_timepoints.timepoint_id=FLOW_SCI_090__S090_T12H;cell_populations.population_id=FLOW_SCI_090__S090_P1;study_title=Activation of JAK/STAT signalling in neurons following spinal cord injury in mice;context_curation={""curation_id"":""SCICTX-CUR-0086"",""curation_note"":""The primary PubMed record explicitly indexes Female and Mice for the SCI study. Injury level and biomechanical severity are not added because they are not reported in the inspected record."",""source_locator"":""PubMed PMID: 16417589; abstract and MeSH terms including Female, Mice, and Spinal Cord Injuries"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/16417589/""}"
