observation_id	study_id	timepoint_id	population_id	protein	gene_symbol	assay	measurement_kind	protein_form	protein_resolution	extraction_status	evidence_grade	evidence_status	post_injury_value	timepoint_unit	tissue_region	injury_distance	injury_distance_unit	condition	perturbation_status	injury_model	injury_severity	injury_level	sex	reported_label	sample_scope	source_location	source_repository_accession	gap_reason
FLOW_MSCS_ITDB_000010__GFAP_IF__TP_7D	FLOW_MSCS_ITDB_000010	FLOW_MSCS_ITDB_000010__TP_SPLIT_GFAP_IF_7D	FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	astrocyte/lesion epicenter tissue			Moderate contusive SCI; astrocyte-associated astrogliosis time course and Zeb2os intervention endpoint	Zeb2os perturbation	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures		source_extraction_not_final
FLOW_MSCS_ITDB_000021__BV2_WB	FLOW_MSCS_ITDB_000021	FLOW_MSCS_ITDB_000021_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000021_UNASSIGNED_POPULATION	FCER1G	Fcer1g	western_blot	relative abundance	total protein	bulk_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	Eupatilin treatment	traumatic spinal cord injury				unassigned or bulk sample	unknown	In vivo IF panels and BV-2 western-blot methods/results		source_extraction_not_final
FLOW_MSCS_ITDB_000021__FCER1G_IF	FLOW_MSCS_ITDB_000021	FLOW_MSCS_ITDB_000021__TP_IFSWEEP_20260824T020000Z_6b99f94279	FLOW_MSCS_ITDB_000021_UNASSIGNED_POPULATION	FCER1G	Fcer1g	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	dpi	rostral, lesion, and caudal spinal cord			SCI control vs Eupatilin	Eupatilin treatment	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	In vivo IF panels and BV-2 western-blot methods/results		source_extraction_not_final
FLOW_MSCS_ITDB_000021__GFAP_IF	FLOW_MSCS_ITDB_000021	FLOW_MSCS_ITDB_000021__TP_IFSWEEP_20260824T020000Z_7b37e1d643	FLOW_MSCS_ITDB_000021_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	56.0	dpi	lesion site			SCI control vs Eupatilin	Eupatilin treatment	traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	In vivo IF panels and BV-2 western-blot methods/results		source_extraction_not_final
FLOW_MSCS_ITDB_000021__TNF_IF	FLOW_MSCS_ITDB_000021	FLOW_MSCS_ITDB_000021__TP_IFSWEEP_20260824T020000Z_726ab3965f	FLOW_MSCS_ITDB_000021_UNASSIGNED_POPULATION	TNF-alpha	Tnf	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	dpi	lesion site			SCI control vs Eupatilin	Eupatilin treatment	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	In vivo IF panels and BV-2 western-blot methods/results		source_extraction_not_final
FLOW_MSCS_ITDB_000032__IBA1_IF	FLOW_MSCS_ITDB_000032	FLOW_MSCS_ITDB_000032__TP_TRANSCRIBED_a5410e156c12	FLOW_MSCS_ITDB_000032_UNASSIGNED_POPULATION	IBA1	Aif1	immunofluorescence	cell identity localization	total protein	cell_population_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	7.0	day	T8 lesion site			T8 dorsal-column transection SCI; Cx3cr1-CreER INTACT reporter validation	HDAC3 activity perturbation	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	IHC/IF validation of GFP-tagged myeloid nuclei with IBA1 and TMEM119		source_extraction_not_final
FLOW_MSCS_ITDB_000035__CHAT_IHC	FLOW_MSCS_ITDB_000035	FLOW_MSCS_ITDB_000035_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000035_UNASSIGNED_POPULATION	ChAT	Chat	immunohistochemistry	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	axon regeneration and target-guidance intervention	complete traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	Retrograde tracing, immunohistochemistry, and Vsx2/ChAT immunolabeling figures		source_extraction_not_final
FLOW_MSCS_ITDB_000035__VSX2_IHC	FLOW_MSCS_ITDB_000035	FLOW_MSCS_ITDB_000035_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000035_UNASSIGNED_POPULATION	Vsx2	Vsx2	immunohistochemistry	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	axon regeneration and target-guidance intervention	complete traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	Retrograde tracing, immunohistochemistry, and Vsx2/ChAT immunolabeling figures		source_extraction_not_final
FLOW_MSCS_ITDB_000038__GFAP_IF	FLOW_MSCS_ITDB_000038	FLOW_MSCS_ITDB_000038_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000038_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	IGFBP2 protein treatment	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	GFAP immunostaining combined with Igfbp2 FISH and IGFBP2 treatment results		source_extraction_not_final
FLOW_MSCS_ITDB_000052__B220_FLOW	FLOW_MSCS_ITDB_000052	FLOW_MSCS_ITDB_000052__TP_NONIFSWEEP_14DPI	FLOW_MSCS_ITDB_000052_UNASSIGNED_POPULATION	B220	Cd45r	flow_cytometry	cell frequency	surface protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	14.0	dpi	spinal cord meninges and lesion-site parenchyma			SCI	none	traumatic spinal cord injury				unassigned or bulk sample	unknown	Figures 1-4, whole-mount IF, flow cytometry, and antibody/protocol methods		source_extraction_not_final
FLOW_MSCS_ITDB_000052__KI67_IF	FLOW_MSCS_ITDB_000052	FLOW_MSCS_ITDB_000052__TP_IFSWEEP_20260824T020000Z_435e7d0408	FLOW_MSCS_ITDB_000052_UNASSIGNED_POPULATION	Ki67	Mki67	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	14.0	dpi	spinal cord meninges and adjacent lesion			SCI	none	traumatic spinal cord injury				unassigned or bulk sample	unknown	Figures 1-4, whole-mount IF, flow cytometry, and antibody/protocol methods		source_extraction_not_final
FLOW_MSCS_ITDB_000052__LYVE1_IF	FLOW_MSCS_ITDB_000052	FLOW_MSCS_ITDB_000052__TP_IFSWEEP_20260824T020000Z_435e7d0408	FLOW_MSCS_ITDB_000052_UNASSIGNED_POPULATION	LYVE1	Lyve1	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	14.0	dpi	spinal cord meninges and adjacent lesion			SCI	none	traumatic spinal cord injury				unassigned or bulk sample	unknown	Figures 1-4, whole-mount IF, flow cytometry, and antibody/protocol methods		source_extraction_not_final
FLOW_MSCS_ITDB_000052__TCRB_IF	FLOW_MSCS_ITDB_000052	FLOW_MSCS_ITDB_000052__TP_IFSWEEP_20260824T020000Z_435e7d0408	FLOW_MSCS_ITDB_000052_UNASSIGNED_POPULATION	TCRbeta	Trbc	immunofluorescence	marker localization	surface protein	cell_population_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	14.0	dpi	spinal cord meninges and adjacent lesion			SCI	none	traumatic spinal cord injury				unassigned or bulk sample	unknown	Figures 1-4, whole-mount IF, flow cytometry, and antibody/protocol methods		source_extraction_not_final
FLOW_MSCS_ITDB_000057__CD177_IF	FLOW_MSCS_ITDB_000057	FLOW_MSCS_ITDB_000057_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000057_UNASSIGNED_POPULATION	CD177	Cd177	immunofluorescence	marker localization	surface protein	cell_population_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	none	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	CD177 IF and flow validation figures		source_extraction_not_final
FLOW_MSCS_ITDB_000058__GFAP_IF	FLOW_MSCS_ITDB_000058	FLOW_MSCS_ITDB_000058__TP_TRANSCRIBED_fca54c400b42	FLOW_MSCS_ITDB_000058_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	6.0	week	injury-associated spinal cord tissue			SCI with FIPI or vehicle treatment; chronic 6-week endpoint	FIPI phospholipase D inhibition	traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	Protein microarray description and GFAP IF figures		source_extraction_not_final
FLOW_MSCS_ITDB_000058__INFLAMMATORY_ARRAY	FLOW_MSCS_ITDB_000058	FLOW_MSCS_ITDB_000058_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000058_UNASSIGNED_POPULATION	inflammatory factor array		multiplex_protein_assay	multiplex protein abundance	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	FIPI phospholipase D inhibition	traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	Protein microarray description and GFAP IF figures		source_extraction_not_final
FLOW_MSCS_ITDB_000060__ABCA1_WB	FLOW_MSCS_ITDB_000060	FLOW_MSCS_ITDB_000060_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000060_UNASSIGNED_POPULATION	ABCA1	Abca1	western_blot	relative abundance	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	AZ876 LXR agonist intervention	T10 contusion spinal cord injury				unassigned or bulk sample	whole_tissue	PubMed abstract and accession-linked Cell Mol Neurobiol article; WB/IF assay claims		source_extraction_not_final
FLOW_MSCS_ITDB_000060__ABCG1_WB	FLOW_MSCS_ITDB_000060	FLOW_MSCS_ITDB_000060_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000060_UNASSIGNED_POPULATION	ABCG1	Abcg1	western_blot	relative abundance	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	AZ876 LXR agonist intervention	T10 contusion spinal cord injury				unassigned or bulk sample	whole_tissue	PubMed abstract and accession-linked Cell Mol Neurobiol article; WB/IF assay claims		source_extraction_not_final
FLOW_MSCS_ITDB_000060__APOE_IF	FLOW_MSCS_ITDB_000060	FLOW_MSCS_ITDB_000060_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000060_UNASSIGNED_POPULATION	APOE	Apoe	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	AZ876 LXR agonist intervention	T10 contusion spinal cord injury				unassigned or bulk sample	whole_tissue	PubMed abstract and accession-linked Cell Mol Neurobiol article; WB/IF assay claims		source_extraction_not_final
FLOW_MSCS_ITDB_000071__FIBRONECTIN_IF	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	Fibronectin	Fn1	immunofluorescence	matrix localization	extracellular matrix protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__FIBRONECTIN_IF__TP_3D	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071__TP_SPLIT_FIBRONECTIN_IF_3D	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	Fibronectin	Fn1	immunofluorescence	matrix localization	extracellular matrix protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	3.0	day	neonatal lesion gap/bridge			Neonatal P2 spinal-cord crush; lesion bridge formation	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__GFAP_IF	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__GFAP_IF__TP_7D	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071__TP_SPLIT_GFAP_IF_7D	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	7.0	day	neonatal lesion site			Neonatal P2 spinal-cord crush; lesion repair	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__P2Y12_IF	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	P2Y12	P2ry12	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__P2Y12_IF__TP_14D	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071__TP_SPLIT_P2Y12_IF_14D	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	P2Y12	P2ry12	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	14.0	day	neonatal lesion site			Neonatal P2 spinal-cord crush; microglial activation/homeostasis response	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__P2Y12_IF__TP_3D	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071__TP_SPLIT_P2Y12_IF_3D	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	P2Y12	P2ry12	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	3.0	day	neonatal lesion site			Neonatal P2 spinal-cord crush; microglial activation/homeostasis response	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000071__P2Y12_IF__TP_7D	FLOW_MSCS_ITDB_000071	FLOW_MSCS_ITDB_000071__TP_SPLIT_P2Y12_IF_7D	FLOW_MSCS_ITDB_000071_UNASSIGNED_POPULATION	P2Y12	P2ry12	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	7.0	day	neonatal lesion site			Neonatal P2 spinal-cord crush; microglial activation/homeostasis response	microglia manipulation	neonatal traumatic spinal cord injury				unassigned or bulk sample	whole_tissue	IHC/IF antibody list and Figures 1 onward		source_extraction_not_final
FLOW_MSCS_ITDB_000073__ACETYL_TUBULIN_WB	FLOW_MSCS_ITDB_000073	FLOW_MSCS_ITDB_000073__TP_NONIFSWEEP_3DPI	FLOW_MSCS_ITDB_000073_UNASSIGNED_POPULATION	acetyl-alpha-tubulin	Tuba1a	western_blot	relative abundance	post-translationally modified protein	bulk_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	dpi	spinal cord lesion			Sham, Sham+3,4-DC, SCI, SCI+3,4-DC	3,4-dimethoxychalcone treatment	contusive spinal cord injury				unassigned or bulk sample	whole_tissue	Western blot, tissue IF, and supplementary pathway figures		source_extraction_not_final
FLOW_MSCS_ITDB_000073__GFAP_IF	FLOW_MSCS_ITDB_000073	FLOW_MSCS_ITDB_000073__TP_TRANSCRIBED_2f5b4a0e3e0c	FLOW_MSCS_ITDB_000073_UNASSIGNED_POPULATION	GFAP	Gfap	immunofluorescence	marker localization	total protein	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	28.0	day	thoracic spinal cord lesion area			Sham, SCI, and 3,4-dimethoxychalcone treatment groups; day-28 post-SCI endpoint	3,4-dimethoxychalcone treatment	contusive spinal cord injury				unassigned or bulk sample	whole_tissue	Western blot, tissue IF, and supplementary pathway figures		source_extraction_not_final
FLOW_MSCS_ITDB_000073__MAP2_IF	FLOW_MSCS_ITDB_000073	FLOW_MSCS_ITDB_000073__TP_TRANSCRIBED_2f5b4a0e3e0c	FLOW_MSCS_ITDB_000073_UNASSIGNED_POPULATION	MAP2	Map2	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	28.0	day	thoracic spinal cord lesion area			Sham, SCI, and 3,4-dimethoxychalcone treatment groups; day-28 post-SCI endpoint	3,4-dimethoxychalcone treatment	contusive spinal cord injury				unassigned or bulk sample	mixed_cell_population	Western blot, tissue IF, and supplementary pathway figures		source_extraction_not_final
FLOW_MSCS_ITDB_000079__ABCG1_IF	FLOW_MSCS_ITDB_000079	FLOW_MSCS_ITDB_000079_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000079_UNASSIGNED_POPULATION	ABCG1	Abcg1	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	Treg depletion/adoptive-transfer and microglial MHC II perturbation	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	Flow cytometry, immunofluorescence, and CTLA-4/ABCG1 mechanism figures		source_extraction_not_final
FLOW_MSCS_ITDB_000079__FOXP3_IF	FLOW_MSCS_ITDB_000079	FLOW_MSCS_ITDB_000079_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000079_UNASSIGNED_POPULATION	FOXP3	Foxp3	immunofluorescence	marker localization	total protein	cell_population_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	Treg depletion/adoptive-transfer and microglial MHC II perturbation	traumatic spinal cord injury				unassigned or bulk sample	mixed_cell_population	Flow cytometry, immunofluorescence, and CTLA-4/ABCG1 mechanism figures		source_extraction_not_final
FLOW_MSCS_ITDB_000079__MHCII_FLOW	FLOW_MSCS_ITDB_000079	FLOW_MSCS_ITDB_000079_UNSPECIFIED_TIMEPOINT	FLOW_MSCS_ITDB_000079_UNASSIGNED_POPULATION	MHC II	H2-Ab1	flow_cytometry	cell frequency	surface protein	cell_population_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	Treg depletion/adoptive-transfer and microglial MHC II perturbation	traumatic spinal cord injury				unassigned or bulk sample	unknown	Flow cytometry, immunofluorescence, and CTLA-4/ABCG1 mechanism figures		source_extraction_not_final
